"","DATE","VISITA","LOCAL","ZONA","CV","CL","HV","HL","ATT","TIME","OBS"
"534","2017-06-21","TAB","MVA","NTE",1,10,5,13,6456,182,""
"535","2017-06-21","PUE","VAQ","NTE",5,6,13,12,2057,248,"F/11"
"536","2017-06-21","AGU","YUC","SUR",1,7,8,11,6512,177,""
"537","2017-06-23","MXO","OAX","SUR",0,7,5,11,2945,169,""
"538","2017-06-23","PUE","DUR","NTE",1,2,6,9,4541,150,""
"539","2017-06-23","TAB","MTY","NTE",4,5,14,14,8394,207,""
"540","2017-06-23","CAM","MVA","NTE",9,21,15,25,5860,271,""
"541","2017-06-23","TIJ","VRA","SUR",3,2,6,6,2410,175,""
"542","2017-06-23","LEO","VAQ","NTE",0,15,3,15,2615,166,""
"543","2017-06-23","AGU","QUI","SUR",4,5,8,11,2162,169,""
"544","2017-06-23","SLT","YUC","SUR",1,12,7,15,8821,186,""
"545","2017-06-24","MXO","OAX","SUR",2,7,11,10,3015,218,""
"546","2017-06-24","PUE","DUR","NTE",12,2,20,4,5470,184,""
"547","2017-06-24","TIJ","VRA","SUR",9,8,15,11,2535,239,""
"548","2017-06-24","TAB","MTY","NTE",9,8,15,12,15234,210,""
"549","2017-06-24","CAM","MVA","NTE",4,3,11,11,5800,180,""
"550","2017-06-24","AGU","QUI","SUR",5,3,8,9,2674,207,""
"551","2017-06-24","LEO","VAQ","NTE",9,6,12,11,2768,215,""
"552","2017-06-25","PUE","DUR","NTE",9,4,13,12,4423,168,""
"553","2017-06-25","MXO","OAX","SUR",7,2,11,12,3512,221,""
"554","2017-06-25","SLT","YUC","SUR",0,1,2,5,1,135,"DJ F/7"
"555","2017-06-25","SLT","YUC","SUR",1,2,5,6,8643,164,"DJ F/7"
"556","2017-06-25","LEO","VAQ","NTE",7,2,11,5,2115,193,""
"557","2017-06-25","TAB","MTY","NTE",5,6,13,15,18625,203,""
"558","2017-06-25","AGU","QUI","SUR",2,0,7,6,2305,159,""
"559","2017-06-25","TIJ","VRA","SUR",1,5,5,11,2383,148,""
"560","2017-06-25","CAM","MVA","NTE",9,6,8,13,6960,184,""
"561","2017-06-27","VRA","MXO","NTE",3,4,5,9,950,104,"JR F/6"
"562","2017-06-27","DUR","LEO","SUR",8,9,14,17,2351,254,"F/11"
"563","2017-06-27","YUC","AGU","NTE",14,5,18,9,2852,193,""
"564","2017-06-27","QUI","SLT","NTE",1,8,3,12,3889,156,""
"565","2017-06-27","MVA","TAB","SUR",4,1,10,5,891,187,""
"566","2017-06-27","MTY","CAM","SUR",7,0,17,3,2083,171,""
"567","2017-06-27","OAX","TIJ","NTE",7,8,11,10,6687,221,""
"568","2017-06-28","VAQ","PUE","SUR",1,4,7,7,1,146,"DJ F/7"
"569","2017-06-28","VAQ","PUE","SUR",7,3,9,10,1912,152,"DJ F/7"
"570","2017-06-28","DUR","LEO","SUR",4,7,6,12,2285,185,""
"571","2017-06-28","YUC","AGU","NTE",5,10,8,18,2911,165,""
"572","2017-06-28","QUI","SLT","NTE",5,3,9,10,4510,221,""
"573","2017-06-28","MVA","TAB","SUR",10,5,14,12,732,231,""
"574","2017-06-28","MTY","CAM","SUR",3,2,12,6,1864,206,""
"575","2017-06-28","OAX","TIJ","NTE",3,4,6,9,7021,206,""
"576","2017-06-29","VRA","MXO","NTE",10,2,15,9,1,167,"F/7"
"577","2017-06-29","VAQ","PUE","SUR",10,15,12,20,1353,214,""
"578","2017-06-29","YUC","AGU","NTE",2,0,2,2,3276,144,"F/7 JR"
"579","2017-06-29","QUI","SLT","NTE",3,4,6,11,4846,164,""
"580","2017-06-29","MVA","TAB","SUR",6,2,13,9,714,200,""
"581","2017-06-29","MTY","CAM","SUR",4,2,8,8,2132,175,""
"582","2017-06-29","OAX","TIJ","NTE",5,10,7,12,9051,193,""
"583","2017-06-30","OAX","MXO","NTE",3,6,6,9,1701,126,"F/5 JR"
"584","2017-06-30","YUC","SLT","NTE",12,5,12,9,4678,198,""
"585","2017-06-30","QUI","AGU","NTE",3,2,9,7,2614,197,"F/10"
"586","2017-06-30","MVA","CAM","SUR",4,0,8,6,1897,162,""
"587","2017-06-30","VRA","TIJ","NTE",6,1,14,10,13222,192,""
"588","2017-07-01","DUR","PUE","SUR",3,7,7,10,1,110,"F/7 DJ"
"589","2017-07-01","DUR","PUE","SUR",3,7,7,10,1,110,"F/7 DJ"
"590","2017-07-01","MTY","TAB","SUR",1,0,4,3,1,110,"F/7 DJ"
"591","2017-07-01","MTY","TAB","SUR",1,0,4,3,1,110,"F/7 DJ"
"592","2017-07-01","VAQ","LEO","SUR",9,2,10,6,3498,145,"F/7 JR"
"593","2017-07-01","OAX","MXO","NTE",4,6,12,10,2559,165,"F/6 JR"
"594","2017-07-01","QUI","AGU","NTE",2,3,8,7,3103,168,""
"595","2017-07-01","YUC","SLT","NTE",9,2,15,8,3641,192,""
"596","2017-07-01","MVA","CAM","SUR",10,2,20,9,2386,210,""
"597","2017-07-01","VRA","TIJ","NTE",1,2,7,10,14398,200,"F/10"
"598","2018-03-22","MVA","TIJ","NTE",6,1,9,5,17698,195,""
