"","Year","Name","Team","POS","GP","AB","PA","LOB","SH","SF","GO","AO","GO/AO","BABIP","AB/HR","K%","BB%","BB/K","wOBA","wRAA","wRC","wRC+"
"188","2019","Oscar Sanay","MVA","2B",63,130,155,59,4,3,0,41,"0.00",".327","65.00",17.4,9,51.9,0.364,15,39,105
"189","2019","Jose Martinez","LAR","3B",27,76,79,34,0,1,0,15,"0.00",".400","76.00",32.9,2.5,7.7,0.295,3.1,15,117
"190","2019","Jesus Loya","DUR","RF",85,239,265,122,6,3,1,63,"0.02",".326","34.14",20.4,5.7,27.8,0.336,19.4,60,85
"191","2019","Randy César","OAX","1B",52,196,221,98,0,0,22,30,"0.73",".398","39.20",30.8,10.4,33.8,0.36,20.7,55,92
"192","2019","Kenny Wilson","DUR","CF",32,142,161,50,0,0,1,29,"0.03",".388","23.67",31.7,10.6,33.3,0.385,18.5,43,87
"193","2019","Ramon R Ramirez","TAB","RF",100,343,371,146,12,5,2,90,"0.02",".321","57.17",18.3,2.7,14.7,0.3,15.9,73,130
"194","2019","Eric Young Jr.","MVA","CF",60,238,271,104,0,4,18,60,"0.30",".321","59.50",17.7,9.2,52.1,0.344,21.7,63,106
"195","2019","Elmer Reyes","LEO","3B",28,110,119,49,1,0,3,24,"0.13",".333","110.00",18.5,6.7,36.4,0.32,7.1,25,86
"196","2019","Tito Polo","AGS","CF",28,114,123,45,2,0,9,29,"0.31",".330","114.00",17.9,4.9,27.3,0.319,7.2,26,95
"197","2019","Gilberto Carrera","MTY","3B",32,48,51,23,0,0,0,9,"0.00",".333","-.--",17.6,3.9,22.2,0.314,2.8,11,93
"198","2019","Garabez Rosa","LAG","3B",27,111,119,65,1,0,0,24,"0.00",".300","37.00",15.1,4.2,27.8,0.326,7.7,26,111
"199","2019","Sergio Burruel","SLT","C",54,130,165,54,3,0,0,27,"0.00",".329","18.57",23,18.2,78.9,0.421,23.9,49,98
"200","2019","Saul Soto","AGS","DH",116,436,514,239,0,4,2,113,"0.02",".297","19.82",19.1,14,73.5,0.384,58.5,138,95
"201","2019","Frank Diaz","TIG","DH",83,291,317,137,1,3,1,74,"0.01",".321","48.50",20.2,6.3,31.2,0.319,18.7,67,126
"202","2019","Brandon Phillips","MEX","2B",36,131,147,67,0,3,0,41,"0.00",".278","43.67",10.9,6.8,62.5,0.332,10.3,33,72
"203","2019","Carlos Garzon","DUR","C",85,266,309,117,5,1,0,55,"0.00",".350","266.00",21.4,10.4,48.5,0.329,20.8,68,84
"204","2019","Sebastian Valle","YUC","C",102,341,406,164,5,7,0,110,"0.00",".319","31.00",21.2,11.8,55.8,0.36,38,101,115
"205","2019","Moises Gutierrez","DUR","2B",117,458,508,236,5,6,0,103,"0.00",".350","25.44",29.3,6.1,20.8,0.346,41.5,120,85
"206","2019","Ali Solis","MTY","C",100,342,370,183,2,2,0,98,"0.00",".307","19.00",23.8,5.9,25,0.352,32.1,89,96
"207","2019","Beder Gutierrez","LAR","RF",53,98,104,52,4,0,0,21,"0.00",".329","32.67",24,0,0,0.304,4.8,21,114
"208","2019","Carlos M. Rodriguez","AGS","C",101,328,367,162,1,1,0,61,"0.00",".368","27.33",30.8,9,29.2,0.352,31.9,88,95
"209","2019","Enrique Osorio","LAR","LF",71,132,150,63,1,1,0,44,"0.00",".299","44.00",15.3,10,65.2,0.347,12.4,35,114
"210","2019","Eduardo Arredondo","LEO","1B",26,83,89,39,0,1,0,31,"0.00",".259","83.00",2.2,5.6,250,0.297,3.6,17,84
"211","2019","Jose Guadalupe Chavez","CAM","2B",65,189,234,75,2,3,0,58,"0.00",".303","-.--",11.5,17.1,148.1,0.347,19.3,55,110
"212","2019","Niko Vasquez","DUR","SS",70,201,234,95,2,2,0,51,"0.00",".328","22.33",25.6,10.3,40,0.365,22.9,59,86
"213","2019","Juan Carlos Garcia","AGS","C",29,57,66,26,0,0,0,12,"0.00",".350","57.00",24.2,12.1,50,0.345,5.3,16,92
"214","2019","Gilberto Galaviz","TIJ","C",66,213,234,97,2,0,0,50,"0.00",".292","106.50",11.1,5.6,50,0.309,11.8,48,118
"215","2019","Viosergy Rosa","CAM","1B",21,80,90,42,0,0,0,18,"0.00",".321","20.00",25.6,8.9,34.8,0.368,9,23,108
"216","2019","Julio Perez","LEO","1B",58,122,136,62,0,0,0,18,"0.00",".316","17.43",26.5,7.4,27.8,0.369,13.8,35,86
"217","2019","Xavier Scruggs","YUC","1B",57,210,243,118,0,0,0,54,"0.00",".326","19.09",26.3,9.5,35.9,0.384,27.7,65,115
"218","2019","Walter Ibarra","YUC","2B",90,302,362,151,10,5,0,73,"0.00",".348","151.00",23.2,11.9,51.2,0.331,25,81,117
"219","2019","Omar Renteria","LEO","C",66,176,204,97,4,4,1,38,"0.03",".331","176.00",21.1,8.8,41.9,0.312,10.8,42,84
"220","2019","Adonis García","DUR","DH",61,230,260,122,1,2,1,61,"0.02",".292","28.75",17.7,7.7,43.5,0.346,21.3,61,85
"221","2019","Juan Macias","SLT","X",51,23,28,13,1,0,0,6,"0.00",".375","-.--",25,14.3,57.1,0.332,2,6,102
"222","2019","Andres Martin","DUR","X",30,23,24,11,0,0,0,5,"0.00",".353","-.--",25,4.2,16.7,0.283,0.7,4,89
"223","2019","Armando Araiza","MEX","C",82,234,275,116,8,3,0,54,"0.00",".354","58.50",26.2,10.5,40.3,0.335,19.9,62,73
"224","2019","Jorge Gonzalez","AGS","1B",60,108,117,60,0,0,0,21,"0.00",".317","54.00",20.5,7.7,37.5,0.312,6.2,24,95
"225","2019","Carlos Peguero","TIJ","DH",22,81,94,46,0,0,0,17,"0.00",".340","16.20",30.9,12.8,41.4,0.386,10.9,25,115
"226","2019","Hans Wilson","DUR","C",49,135,154,70,4,2,0,24,"0.00",".320","45.00",22.1,5.8,26.5,0.32,9.2,33,83
"227","2019","Rolando Acosta","DUR","3B",50,120,129,56,2,1,0,28,"0.00",".296","60.00",16.3,4.7,28.6,0.292,4.7,25,80
"228","2019","Ivan Terrazas","MEX","LF",64,182,210,93,2,3,0,49,"0.00",".283","45.50",13.8,9.5,69,0.329,14.1,46,73
"229","2019","Oswaldo Arcia","TAB","DH",73,244,300,132,0,2,3,49,"0.06",".336","18.77",28,15.3,54.8,0.401,38.5,85,120
"230","2019","Alex Robles","TIG","2B",29,66,70,30,0,0,1,15,"0.07",".296","66.00",15.7,5.7,36.4,0.303,3.2,14,127
"231","2019","Edgar Robles","LAG","CF",91,233,270,103,4,3,1,60,"0.02",".306","-.--",14.8,9.3,62.5,0.316,15.2,57,111
"232","2019","Roberto Lopez","LAR","1B",97,304,340,123,2,3,1,94,"0.01",".285","33.78",16.5,7.9,48.2,0.326,22,74,114
"233","2019","Logan Watkins","TIJ","X",69,122,146,50,3,0,0,27,"0.00",".326","40.67",22.6,13,57.6,0.357,13.3,36,114
"234","2019","Michael Crouse","LAG","CF",36,130,152,69,0,0,2,19,"0.11",".333","14.44",32.2,14.5,44.9,0.397,19,42,110
"235","2019","Brandon Macias","PUE","2B",80,209,235,123,1,0,0,47,"0.00",".316","41.80",22.1,8.1,36.5,0.329,15.8,52,90
"236","2019","Diego Goris","OAX","3B",54,218,238,107,0,2,1,38,"0.03",".305","24.22",25.2,7.1,28.3,0.331,16.4,53,92
"237","2019","Erick Migueles","TIG","RF",45,147,176,79,1,2,0,30,"0.00",".299","18.38",25,13.1,52.3,0.377,19,46,121
"238","2019","Manny Rodriguez","SLT","2B",116,474,524,216,1,4,1,143,"0.01",".279","52.67",14.3,8,56,0.31,26.9,108,96
"239","2019","Omar Meza","OAX","2B",111,279,307,131,5,2,3,84,"0.04",".293","93.00",16,5.2,32.7,0.299,12.9,60,91
"240","2019","Aaron Colmenares","TAB","1B",26,84,87,40,0,0,0,15,"0.00",".328","-.--",23,3.4,15,0.266,1.2,15,131
"241","2019","Brayan Quintero","TAB","SS",27,40,51,17,5,0,0,6,"0.00",".303","-.--",13.7,9.8,71.4,0.32,3,11,126
"242","2019","Francisco Williams","CAM","X",54,101,105,38,3,0,0,23,"0.00",".280","25.25",21,1,4.5,0.285,3.2,19,115
"243","2019","Adrian Gutierrez","LAG","C",80,248,276,111,4,4,0,80,"0.00",".263","22.54",18.5,5.8,31.4,0.325,17.7,60,112
"244","2019","Kevin Flores","LAG","3B",62,156,173,85,2,2,0,31,"0.00",".302","-.--",18.5,6.4,34.4,0.28,4.5,31,114
"245","2019","Francisco Cordoba","TIG","C",111,363,418,181,5,4,0,130,"0.00",".245","18.15",16.5,9.3,56.5,0.35,35.6,100,123
"246","2019","Isidro Pina","MTY","C",31,91,98,45,3,0,0,22,"0.00",".304","91.00",21.4,2,9.5,0.274,2,17,95
"247","2019","Jon Del Campo","LEO","DH",51,166,181,93,2,2,0,48,"0.00",".279","41.50",19.3,5.5,28.6,0.294,6.8,35,82
"248","2019","Carlos Mendivil","CAM","C",51,108,127,49,3,2,0,28,"0.00",".295","36.00",22.8,11,48.3,0.321,7.7,27,112
"249","2019","Luany Sanchez","LAR","X",11,21,24,10,0,0,0,8,"0.00",".267","21.00",20.8,12.5,60,0.349,2,6,107
"250","2019","Diego Madero","CAM","2B",93,311,350,141,4,1,0,111,"0.00",".243","22.21",14.6,8.6,58.8,0.331,24.2,78,110
"251","2019","Bernardo Heras","TIG","C",34,59,69,25,3,0,0,19,"0.00",".273","29.50",18.8,10.1,53.8,0.321,4.2,15,124
"252","2019","Alfredo Hurtado","MTY","C",26,38,45,27,1,0,0,6,"0.00",".333","12.67",37.8,11.1,29.4,0.387,5.2,12,98
"253","2019","Francisco Hernandez","YUC","X",61,51,62,31,3,0,0,10,"0.00",".324","-.--",22.6,12.9,57.1,0.307,3,13,115
"254","2019","Abraham Ramos","TAB","2B",30,78,91,45,2,0,1,24,"0.04",".250","39.00",13.2,12.1,91.7,0.323,5.7,20,125
"255","2019","Ramon Ulises Villa","LAR","2B",7,13,16,5,0,0,0,0,"-.--",".333","-.--",25,18.8,75,0.343,1.3,4,106
"256","2019","Tyler Marincov","OAX","DH",16,61,68,26,0,0,0,12,"0.00",".290","12.20",36.8,4.4,12,0.369,6.9,17,95
"257","2019","Michael Bernal","LEO","2B",11,22,28,8,1,0,0,4,"0.00",".417","-.--",35.7,14.3,40,0.335,2,6,89
"258","2019","Fernando Flores","CAM","C",53,150,171,80,5,4,0,30,"0.00",".260","75.00",17,7,41.4,0.269,2.8,29,114
"259","2019","Luis Fonseca","DUR","LF",20,53,55,37,0,0,0,7,"0.00",".306","53.00",29.1,3.6,12.5,0.268,0.9,9,82
"260","2019","Beau Amaral","TIJ","LF",98,133,152,67,3,0,0,27,"0.00",".271","33.25",21.7,9.2,42.4,0.317,8.7,32,118
"261","2019","Dustin Geiger","LAG","3B",31,121,139,57,0,1,0,25,"0.00",".324","30.25",33.8,10.8,31.9,0.328,9.2,31,110
"262","2019","Aldo Flores","AGS","X",21,9,11,4,0,1,0,3,"0.00",".000","4.50",18.2,9.1,50,0.449,1.9,4,86
"263","2019","Alan Lopez","YUC","X",54,54,61,33,0,0,0,8,"0.00",".316","-.--",26.2,8.2,31.2,0.294,2.3,12,117
"264","2019","Luis Medina","LEO","2B",79,198,210,104,2,4,0,41,"0.00",".299","33.00",32.9,2.4,7.2,0.272,4,36,81
"265","2019","Alejandro Rivero","TAB","SS",36,54,60,30,2,1,0,18,"0.00",".273","-.--",18.3,5,27.3,0.24,-0.5,9,136
"266","2019","Jose Carlos Urena","DUR","LF",58,149,183,80,0,3,0,31,"0.00",".288","14.90",33.9,15.8,46.8,0.367,18.2,46,87
"267","2019","Ramon Osuna","TAB","DH",33,77,96,34,0,1,1,10,"0.10",".311","25.67",31.2,18.8,60,0.354,8.5,23,126
"268","2019","Jose Luna","TAB","2B",54,145,160,62,3,0,0,46,"0.00",".282","48.33",24.4,5.6,23.1,0.286,5,30,130
"269","2019","Jesus Alberto Vega","TAB","C",63,170,186,78,1,0,0,55,"0.00",".295","28.33",31.7,7.5,23.7,0.297,7.5,36,131
"270","2019","Mario Cabrera","TIG","2B",17,23,26,9,0,0,0,5,"0.00",".294","-.--",23.1,11.5,50,0.272,0.5,5,118
"271","2019","Sergio Contreras","YUC","1B",21,46,52,28,0,0,0,10,"0.00",".286","-.--",21.2,7.7,36.4,0.276,1.2,9,125
"272","2019","Iker Franco","OAX","C",52,111,123,59,2,1,0,32,"0.00",".247","27.75",22,7.3,33.3,0.289,4.1,23,90
"273","2019","Alan Garcia","PUE","X",63,94,105,43,2,0,0,19,"0.00",".265","47.00",22.9,8.6,37.5,0.289,3.5,20,87
"274","2019","Brandon Villarreal","TIG","LF",49,66,71,39,1,0,0,9,"0.00",".300","33.00",33.8,2.8,8.3,0.276,1.6,13,126
"275","2021","Jibran Castro","SLT","C",1,2,2,1,0,0,0,1,"0.00",".500","-.--",0,0,NA,0.554,0.2,1,47
"276","2021","Christopher Escarrega","MTY","C",8,6,7,5,0,0,0,2,"0.00",".600","-.--",14.3,14.3,100,0.517,0.6,2,77
"277","2021","Efren Nieves","TIG","X",2,2,2,0,0,0,0,0,"-.--","1.000","-.--",50,0,0,0.475,0.1,0,Inf
"278","2021","Andres Martin","MTY","X",32,18,21,7,1,0,7,2,"3.50",".500","-.--",9.5,9.5,100,0.473,1.1,4,98
"279","2021","Santiago Gonzalez","DUR","DH",15,54,55,21,0,0,14,12,"1.17",".435","27.00",10.9,1.8,16.7,0.441,1.4,9,82
"280","2021","Mikell Granberry","VER","C",32,67,73,23,0,0,10,11,"0.91",".512","16.75",27.4,6.8,25,0.478,4.2,15,105
"281","2021","Sebastián Elizalde","MTY","RF",25,104,114,39,0,0,22,32,"0.69",".407","34.67",8.8,8.8,100,0.443,3.2,19,97
"282","2021","Henry Urrutia","SLT","1B",56,221,246,83,0,3,56,44,"1.27",".422","18.42",15.9,8.1,51.3,0.461,10.6,45,97
"283","2021","Gabriel Gutierrez","TIJ","C",42,138,155,41,0,0,37,33,"1.12",".407","27.60",9.7,8.4,86.7,0.455,5.9,28,119
"284","2021","Christian Sanchez","PUE","X",10,21,21,11,0,0,5,1,"5.00",".571","-.--",33.3,0,0,0.362,-0.9,2,83
"285","2021","Isaac Rodriguez","TIJ","2B",48,184,214,64,2,3,51,47,"1.09",".411","61.33",9.8,10.7,109.5,0.436,4.6,35,121
"286","2021","Agustin Murillo","MTY","3B",44,169,192,63,0,3,38,50,"0.76",".405","42.25",10.4,9.4,90,0.43,3.2,30,96
"287","2021","Leandro Castro","TIJ","LF",64,246,282,109,0,7,48,75,"0.64",".391","17.57",13.1,8.2,62.2,0.467,13.5,54,117
"288","2021","Roberto Mendez","OAX","LF",12,24,28,6,1,1,7,4,"1.75",".474","-.--",21.4,3.6,16.7,0.388,-0.5,3,100
"289","2021","Tito Polo","DUR","CF",45,168,193,45,0,1,43,30,"1.43",".443","33.60",17.1,9.3,54.5,0.475,10.6,38,83
"290","2021","Josuan Hernandez","SLT","SS",66,247,277,124,1,0,58,55,"1.05",".431","35.29",15.5,9,58.1,0.442,7.4,47,95
"291","2021","Victor Mendoza","MTY","1B",55,200,229,92,0,1,45,45,"1.00",".408","18.18",16.6,11.4,68.4,0.463,10.2,43,95
"292","2021","Fernando Villegas","SLT","X",8,22,27,14,0,0,5,4,"1.25",".438","22.00",18.5,18.5,100,0.505,2.2,6,97
"293","2021","Jose Tabata","MTY","LF",39,113,134,60,0,2,40,22,"1.82",".361","18.83",9,11.9,133.3,0.465,6.2,25,96
"294","2021","Yadir Drake","YUC","RF",54,207,230,80,2,2,65,54,"1.20",".350","17.25",7.4,7,94.1,0.449,7.5,40,121
"295","2021","Brandon Villarreal","LEO","CF",47,138,152,48,1,0,38,28,"1.36",".430","138.00",15.1,6.6,43.5,0.403,-0.9,21,76
"296","2021","Edwin Garcia","TAB","SS",55,213,242,84,2,1,59,57,"1.04",".400","213.00",9.5,9.9,104.3,0.403,-1.5,33,139
"297","2021","Daniel Mayora","DUR","3B",54,202,224,85,0,4,59,39,"1.51",".413","50.50",15.6,7.1,45.7,0.401,-1.8,30,76
"298","2021","Leonardo Reginatto","AGS","3B",38,134,154,60,2,1,40,31,"1.29",".405","134.00",11.7,11,94.4,0.416,0.7,23,91
"299","2021","Miguel Torrero","PUE","2B",34,84,91,26,1,1,34,14,"2.43",".373","42.00",8.8,5.5,62.5,0.388,-1.7,11,86
"300","2021","Maikel Serrano","TAB","1B",62,208,232,87,1,3,44,52,"0.85",".421","41.60",18.1,5.2,28.6,0.411,0.1,33,138
"301","2021","Henry Alejandro Rodriguez","AGS","1B",50,180,197,93,0,4,53,43,"1.23",".373","25.71",12.2,6.1,50,0.406,-0.7,27,93
"302","2021","David Olmedo-Barrera","PUE","LF",52,206,228,78,2,1,50,40,"1.25",".393","12.88",20.2,7.9,39.1,0.473,12.1,44,91
"303","2021","Oscar Marten","LEO","3B",5,17,20,5,0,0,7,1,"7.00",".429","-.--",15,15,100,0.417,0.1,3,77
"304","2021","Brayan Quintero","YUC","X",15,17,17,11,0,0,5,3,"1.67",".429","-.--",17.6,0,0,0.354,-0.8,2,111
"305","2021","Aneury Tavárez","DUR","LF",55,204,235,76,1,0,47,48,"0.98",".397","20.40",16.2,8.5,52.6,0.46,9.9,43,83
"306","2021","Miguel Guzman","PUE","1B",54,217,235,81,4,1,89,31,"2.87",".373","36.17",11.5,4.3,37,0.391,-3.9,30,83
"307","2021","Efren Navarro","TIJ","1B",44,142,176,55,0,0,32,34,"0.94",".421","142.00",15.3,18.8,122.2,0.43,2.9,28,121
"308","2021","Michael Wing","AGS","2B",49,171,191,67,0,4,33,45,"0.73",".391","19.00",19.9,7.3,36.8,0.426,2.5,30,92
"309","2021","Omar Meza","MEX","2B",42,85,91,29,2,0,39,10,"3.90",".382","-.--",9.9,2.2,22.2,0.361,-3.8,9,44
"310","2021","Christian Zazueta","SLT","RF",55,195,215,69,8,5,58,58,"1.00",".368","65.00",12.1,2.8,23.1,0.362,-8.8,22,92
"311","2021","Yamaico Navarro","MTY","LF",19,71,81,36,0,0,15,23,"0.65",".321","11.83",11.1,12.3,111.1,0.466,3.8,15,97
"312","2021","Andres Ayon","SLT","X",14,12,14,4,0,0,2,2,"1.00",".429","12.00",28.6,14.3,50,0.474,0.8,3,90
"313","2021","Marco Lopez","SLT","3B",7,15,15,8,0,0,1,6,"0.17",".417","-.--",20,0,0,0.327,-1.1,1,92
"314","2021","Alonzo Harris","OAX","LF",62,220,260,49,2,1,51,59,"0.86",".383","36.67",15.4,13.8,90,0.414,0.8,38,88
"315","2021","Ramiro Pena","MTY","2B",47,190,210,77,2,1,52,53,"0.98",".352","27.14",11.9,7.6,64,0.407,-0.6,29,95
"316","2021","Enrique Osorio","LAR","LF",49,154,171,63,3,0,44,42,"1.05",".362","38.50",11.7,5.8,50,0.39,-3,21,123
"317","2021","Manny Rodriguez","SLT","2B",66,269,297,103,0,4,76,74,"1.03",".342","24.46",11.4,7.4,64.7,0.399,-2.9,39,95
"318","2021","Eddy Martinez","LAG","CF",22,85,98,48,0,0,16,15,"1.07",".456","42.50",26.5,12.2,46.2,0.406,-0.4,14,112
"319","2021","Antonio Lamas","PUE","3B",58,201,231,86,0,1,67,51,"1.31",".341","40.20",7.8,11.3,144.4,0.403,-1.4,31,86
"320","2021","Herlis Rodriguez","TAB","CF",65,244,287,65,7,4,67,65,"1.03",".378","61.00",15,9.4,62.8,0.391,-4.7,36,143
"321","2021","Rudy Flores","LAR","DH",66,248,278,110,0,0,33,57,"0.58",".455","41.33",27.7,9,32.5,0.395,-3.6,36,120
"322","2021","Alejandro Ortiz","VER","LF",61,230,264,81,5,2,68,54,"1.26",".381","76.67",15.2,7.6,50,0.38,-6.8,31,112
"323","2021","Javier Salazar","MTY","SS",48,166,182,82,2,1,40,54,"0.74",".361","83.00",11.5,7.1,61.9,0.363,-7.3,19,89
"324","2021","Isaias Tejeda","LAG","1B",59,216,257,92,0,0,58,43,"1.35",".357","15.43",17.5,15.2,86.7,0.451,8.8,45,114
"325","2021","Francisco Ferreiro","LAG","LF",47,167,191,76,4,4,54,33,"1.64",".394","-.--",17.8,8.4,47.1,0.349,-9.9,17,127
"326","2021","Jose Carlos Urena","OAX","RF",64,223,254,95,1,2,44,48,"0.92",".377","13.12",24.4,10.6,43.5,0.439,6.2,42,90
"327","2021","Rainel Rosario","SLT","LF",65,279,307,93,0,2,61,87,"0.70",".321","13.95",14,8.5,60.5,0.434,6.1,50,95
"328","2021","Luis Jimenez","CAM","3B",32,121,134,67,0,1,29,40,"0.73",".337","30.25",10.4,6.7,64.3,0.389,-2.4,17,115
"329","2021","Walter Ibarra","YUC","2B",53,180,208,77,8,3,44,54,"0.81",".379","60.00",16.8,7.2,42.9,0.367,-7.6,22,133
"330","2021","Jon Singleton","MEX","1B",46,137,189,77,0,1,13,31,"0.42",".397","9.13",26.5,27,102,0.524,18.2,45,76
"331","2021","Ramon Rios","MTY","3B",39,106,116,47,2,1,44,29,"1.52",".304","35.33",1.7,6,350,0.377,-3.3,13,94
"332","2021","Carlos Paulino","DUR","C",55,203,225,108,0,2,55,40,"1.38",".367","20.30",20,8,40,0.413,0.5,32,78
"333","2021","Francisco Lugo","TAB","LF",42,150,165,64,5,2,62,30,"2.07",".356","-.--",10.3,4.2,41.2,0.333,-10.8,13,166
"334","2021","Drew Stankiewicz","PUE","SS",28,97,113,45,1,2,23,23,"1.00",".384","32.33",20.4,11.5,56.5,0.388,-2.1,14,84
"335","2021","Wilin Rosario","PUE","DH",31,119,130,53,0,1,29,31,"0.94",".355","23.80",16.9,6.9,40.9,0.392,-2,16,87
"336","2021","Addison Russell","MVA","3B",66,257,296,122,0,1,69,64,"1.08",".357","32.12",14.5,12.5,86,0.407,-0.8,41,109
"337","2021","Francisco Rivera","LAG","DH",48,157,172,78,0,0,51,41,"1.24",".338","52.33",8.7,7.6,86.7,0.367,-6.3,18,122
"338","2021","Cesar Tapia","MVA","C",45,148,162,64,2,2,33,50,"0.66",".362","148.00",13.6,4.3,31.8,0.342,-9.4,14,110
"339","2021","Erick Aybar","MVA","2B",52,211,237,78,0,2,68,51,"1.33",".350","70.33",11.4,8.4,74.1,0.378,-6.5,27,111
"340","2021","Alberto Carreon","PUE","2B",62,224,249,124,3,3,75,49,"1.53",".363","112.00",14.1,4.8,34.3,0.353,-12.1,23,80
"341","2021","Alex Liddi","YUC","3B",63,238,276,100,2,1,53,53,"1.00",".362","14.88",21.7,12,55,0.435,5.8,45,122
"342","2021","Japhet Amador","MEX","DH",59,210,248,102,0,3,46,54,"0.85",".338","14.00",19,14.1,74.5,0.438,5.8,41,66
"343","2021","Diego Madero","CAM","2B",61,223,257,92,9,1,58,79,"0.73",".340","55.75",10.1,7.8,76.9,0.37,-8.8,28,118
"344","2021","Alex D. Mejia","MVA","SS",50,195,205,89,2,2,62,47,"1.32",".355","97.50",14.1,2,13.8,0.333,-13.4,16,113
"345","2021","Alan Garcia","MVA","LF",39,96,116,49,0,1,28,16,"1.75",".405","-.--",19.8,15.5,78.3,0.377,-3.3,13,111
"346","2021","Yasiel Puig","VER","RF",62,205,247,100,0,5,52,58,"0.90",".329","20.50",14.6,13,88.9,0.417,1.4,36,112
"347","2021","Juan Camacho","OAX","C",58,199,212,72,0,4,62,44,"1.41",".329","19.90",16.5,2.8,17.1,0.38,-5.5,25,84
"348","2021","Luis Alfonso Cruz","TIJ","3B",52,199,206,92,0,3,46,75,"0.61",".316","33.17",9.2,1.9,21.1,0.338,-12.6,17,139
"349","2021","Jesus Valdez","VER","DH",64,241,259,118,0,1,74,67,"1.10",".322","30.12",10,5.8,57.7,0.379,-6.9,30,113
"350","2021","Angel Reyes","TIG","LF",35,135,149,45,0,0,32,24,"1.33",".385","19.29",24.8,9.4,37.8,0.4,-1.3,20,136
"351","2021","Nicholas Torres","LAG","RF",61,238,275,107,0,0,48,36,"1.33",".413","15.87",29.1,11.6,40,0.437,6.2,45,114
"352","2021","Emmanuel Avila","MEX","3B",61,222,251,114,3,1,80,47,"1.70",".340","44.40",12,8.4,70,0.375,-7.5,28,50
"353","2021","Noah Perio","MVA","CF",65,251,290,113,3,4,68,75,"0.91",".358","-.--",12.8,10,78.4,0.355,-13.6,28,110
"354","2021","Luis Medina","LEO","2B",41,103,119,48,3,1,28,21,"1.33",".387","34.33",21.8,10.1,46.2,0.383,-2.8,14,74
"355","2021","Paulo Orlando","VER","CF",61,235,261,109,1,2,52,64,"0.81",".365","33.57",18.8,6.9,36.7,0.371,-8.7,28,116
"356","2021","Yangervis Solarte","MEX","2B",39,142,154,64,0,1,34,51,"0.67",".325","47.33",9.1,6.5,71.4,0.364,-6.1,16,44
"357","2021","Roberto Valenzuela","LAR","SS",66,255,296,94,3,0,86,61,"1.41",".348","127.50",10.8,11.1,103.1,0.377,-8.4,34,122
"358","2021","Kevin Medrano","LAR","CF",29,113,131,40,3,0,40,24,"1.67",".358","113.00",13,10.7,82.4,0.382,-3.1,15,127
"359","2021","Kennys Vargas","SLT","DH",66,239,285,120,0,1,49,45,"1.09",".373","13.28",25.3,14.4,56.9,0.451,9.8,50,96
"360","2021","Gerardo Garcia","TAB","2B",17,26,29,10,1,0,11,3,"3.67",".381","-.--",17.2,6.9,40,0.332,-1.9,2,189
"361","2021","Anthony Giansanti","MTY","LF",53,208,225,106,2,0,46,56,"0.82",".367","34.67",19.6,6.2,31.8,0.364,-8.8,23,92
"362","2021","Orlando Pina","OAX","3B",29,104,117,33,0,1,22,21,"1.05",".358","13.00",25.6,10.3,40,0.427,1.6,18,90
"363","2021","Jairo Perez","LAR","RF",52,163,182,74,1,1,54,40,"1.35",".331","40.75",11.5,7.7,66.7,0.368,-6.5,19,128
"364","2021","Daniel Carbonell","CAM","CF",56,206,232,93,1,2,48,60,"0.80",".355","51.50",16.4,8.6,52.6,0.376,-6.8,26,120
"365","2021","Edgar Robles","LAG","CF",35,118,133,43,2,1,39,24,"1.63",".371","-.--",16.5,9,54.5,0.335,-8.5,10,134
"366","2021","Jesus Arredondo","TAB","2B",61,200,234,96,4,1,54,55,"0.98",".335","25.00",15,12,80,0.398,-2.5,31,140
"367","2021","Angel Erro","TIG","3B",24,69,77,34,4,0,23,12,"1.92",".404","-.--",22.1,5.2,23.5,0.318,-6,5,175
"368","2021","Ruben Sosa","TIG","LF",28,102,122,34,4,2,37,23,"1.61",".349","102.00",13.9,11.5,82.4,0.36,-5.2,12,152
"369","2021","Ricardo Valenzuela","MEX","C",44,135,160,54,0,1,39,38,"1.03",".319","27.00",11.2,13.8,122.2,0.404,-0.9,22,58
"370","2021","Carlos Alvarez","MTY","X",31,56,66,22,1,1,17,15,"1.13",".326","28.00",13.6,12.1,88.9,0.381,-1.6,8,90
"371","2021","Jose Cardona","CAM","CF",43,162,175,74,2,0,42,43,"0.98",".357","54.00",17.1,5.7,33.3,0.345,-9.7,15,126
"372","2021","Jose Vargas","MVA","1B",46,162,183,100,3,4,33,43,"0.77",".360","20.25",24,4.9,20.5,0.375,-5.5,21,107
"373","2021","Keven Lamas","AGS","2B",37,110,117,44,1,0,33,28,"1.18",".333","36.67",14.5,5.1,35.3,0.354,-5.6,11,88
"374","2021","Samar Leyva","OAX","SS",64,240,267,104,4,2,76,70,"1.09",".324","60.00",10.5,3,28.6,0.355,-12.5,25,83
"375","2021","Carlo Mancillas","PUE","SS",15,30,33,13,0,0,6,7,"0.86",".409","-.--",24.2,9.1,37.5,0.37,-1.1,4,73
"376","2021","Arturo Rodriguez","LAR","C",63,210,235,106,3,7,61,69,"0.88",".302","26.25",11.5,5.5,48.1,0.351,-11.8,22,127
"377","2021","Moisés Sierra","LAR","LF",53,197,226,94,0,1,64,33,"1.94",".345","24.62",18.6,11.5,61.9,0.39,-3.9,28,122
