"","total_splits","season","num_teams","rank","games_played","ground_outs","air_outs","runs","doubles","triples","home_runs","strike_outs","base_on_balls","intentional_walks","hits","hit_by_pitch","avg","at_bats","obp","slg","ops","caught_stealing","stolen_bases","stolen_base_percentage","ground_into_double_play","number_of_pitches","plate_appearances","total_bases","rbi","left_on_base","sac_bunts","sac_flies","babip","ground_outs_to_airouts","catchers_interference","at_bats_per_home_run","team_id","team_name","team_link","player_id","player_full_name","player_link","player_first_name","player_last_name","league_id","league_name","league_link","sport_id","sport_link","sport_abbreviation","position_code","position_name","position_type","position_abbreviation","player_pool","type_display_name","group_display_name"
"55",450,"2024",1,49,23,24,13,21,5,0,2,14,6,1,25,5,".333",75,".414",".480",".894",0,3,"1.000",1,310,87,36,11,32,0,1,".383","1.85",0,"37.50",532,"Diablos Rojos del Mexico","/api/v1/teams/532",517369,"José Pirela","/api/v1/people/517369","José","Pirela",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","9","Outfielder","Outfielder","RF","ALL","season","hitting"
"56",450,"2024",1,49,22,9,21,8,6,0,1,10,4,0,17,0,".333",51,".362",".510",".872",0,0,".---",0,215,61,26,12,14,3,3,".372","0.43",0,"51.00",502,"Saraperos de Saltillo","/api/v1/teams/502",585133,"Arturo Rodriguez","/api/v1/people/585133","Arturo","Rodriguez",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","2","Catcher","Catcher","C","ALL","season","hitting"
"57",450,"2024",1,49,43,45,35,24,10,0,5,33,8,0,56,2,".333",168,".369",".482",".851",1,1,".500",5,648,179,81,32,65,0,1,".389","1.29",0,"33.60",575,"Dorados de Chihuahua","/api/v1/teams/575",655996,"Cristian Santana","/api/v1/people/655996","Cristian","Santana",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","3","First Base","Infielder","1B","ALL","season","hitting"
"58",450,"2024",1,58,57,53,50,26,9,1,0,11,11,0,55,5,".331",166,".388",".398",".786",2,3,".600",2,648,185,66,25,75,2,1,".353","1.06",0,"-.--",442,"Olmecas de Tabasco","/api/v1/teams/442",641896,"Roy Morales","/api/v1/people/641896","Roy","Morales",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","2","Catcher","Catcher","C","ALL","season","hitting"
"59",450,"2024",1,59,88,86,80,70,15,2,12,53,35,0,104,10,".328",317,".406",".502",".908",4,4,".500",10,1410,368,159,58,148,1,5,".358","1.08",0,"26.42",502,"Saraperos de Saltillo","/api/v1/teams/502",679589,"Fernando Villegas","/api/v1/people/679589","Fernando","Villegas",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","9","Outfielder","Outfielder","RF","ALL","season","hitting"
"60",450,"2024",1,60,47,46,34,41,14,0,5,39,20,0,57,0,".328",174,".397",".494",".891",0,1,"1.000",5,806,196,86,23,91,2,0,".400","1.35",0,"34.80",532,"Diablos Rojos del Mexico","/api/v1/teams/532",677690,"Diosbel Arias","/api/v1/people/677690","Diosbel","Arias",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","5","Third Base","Infielder","3B","ALL","season","hitting"
"61",450,"2024",1,61,92,97,86,46,23,1,10,46,38,1,110,10,".327",336,".409",".491",".900",5,9,".643",8,1449,387,165,66,154,1,2,".355","1.13",0,"33.60",4444,"Caliente de Durango","/api/v1/teams/4444",598724,"Manuel Boscan","/api/v1/people/598724","Manuel","Boscan",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","4","Second Base","Infielder","2B","ALL","season","hitting"
"62",450,"2024",1,62,40,21,28,16,8,0,2,20,6,0,32,0,".327",98,".358",".469",".827",0,3,"1.000",0,375,107,46,13,40,1,2,".385","0.75",0,"49.00",434,"Bravos de Leon","/api/v1/teams/434",664739,"Alan Garcia","/api/v1/people/664739","Alan","Garcia",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","X","Unknown","Unknown","X","ALL","season","hitting"
"63",450,"2024",1,62,13,14,11,5,1,0,3,8,4,0,16,1,".327",49,".389",".531",".920",0,1,"1.000",1,183,54,26,11,16,0,0,".342","1.27",0,"16.33",579,"Guerreros de Oaxaca","/api/v1/teams/579",600524,"Renato Núñez","/api/v1/people/600524","Renato","Núñez",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","10","Designated Hitter","Hitter","DH","ALL","season","hitting"
"64",450,"2024",1,64,78,77,66,50,18,0,22,67,24,1,100,2,".326",307,".375",".599",".974",1,0,".000",6,1299,336,184,63,131,0,3,".353","1.17",0,"13.96",562,"Sultanes de Monterrey","/api/v1/teams/562",501660,"Zoilo Almonte","/api/v1/people/501660","Zoilo","Almonte",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","7","Outfielder","Outfielder","LF","ALL","season","hitting"
"65",450,"2024",1,65,84,119,54,48,17,2,3,56,37,0,106,4,".325",326,".399",".417",".816",6,24,".800",9,1411,376,136,39,126,8,1,".384","2.20",0,"108.67",447,"Algodoneros Union Laguna","/api/v1/teams/447",542340,"Jonathan Villar","/api/v1/people/542340","Jonathan","Villar",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","5","Third Base","Infielder","3B","ALL","season","hitting"
"66",450,"2024",1,66,74,61,58,50,18,1,7,58,40,2,83,4,".324",256,".423",".484",".907",2,10,".833",3,1310,304,124,47,118,4,0,".398","1.05",0,"36.57",532,"Diablos Rojos del Mexico","/api/v1/teams/532",585251,"Juan Carlos Gamboa","/api/v1/people/585251","Juan Carlos","Gamboa",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","6","Shortstop","Infielder","SS","ALL","season","hitting"
"67",450,"2024",1,67,19,14,22,16,0,0,3,10,9,0,22,2,".324",68,".418",".456",".874",0,0,".---",3,305,79,31,11,40,0,0,".345","0.64",0,"22.67",5010,"Toros de Tijuana","/api/v1/teams/5010",595943,"Phillip Evans","/api/v1/people/595943","Phillip","Evans",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","5","Third Base","Infielder","3B","ALL","season","hitting"
"68",450,"2024",1,68,57,42,37,34,16,1,1,31,28,3,52,1,".323",161,".424",".453",".877",1,2,".667",3,816,191,73,13,72,0,1,".392","1.14",0,"161.00",532,"Diablos Rojos del Mexico","/api/v1/teams/532",570717,"Ramón Flores","/api/v1/people/570717","Ramón","Flores",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","9","Outfielder","Outfielder","RF","ALL","season","hitting"
"69",450,"2024",1,69,19,7,10,4,1,0,3,5,5,0,10,1,".323",31,".421",".645","1.066",1,0,".000",1,136,38,20,11,8,0,1,".292","0.70",0,"10.33",528,"Rieleros de Aguascalientes","/api/v1/teams/528",608608,"Carlos Munoz","/api/v1/people/608608","Carlos","Munoz",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","3","First Base","Infielder","1B","ALL","season","hitting"
"70",450,"2024",1,70,61,76,56,51,10,6,5,48,15,0,81,1,".321",252,".361",".468",".829",2,15,".882",0,955,277,118,27,58,8,1,".380","1.36",0,"50.40",560,"Acereros del Norte","/api/v1/teams/560",642423,"Magneuris Sierra","/api/v1/people/642423","Magneuris","Sierra",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","8","Outfielder","Outfielder","CF","ALL","season","hitting"
"71",450,"2024",1,71,79,117,77,41,11,1,4,16,13,0,96,4,".321",299,".356",".405",".761",1,8,".889",22,966,323,121,42,146,6,1,".329","1.52",0,"74.75",528,"Rieleros de Aguascalientes","/api/v1/teams/528",540204,"Ramon Rios","/api/v1/people/540204","Ramon","Rios",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","4","Second Base","Infielder","2B","ALL","season","hitting"
"72",450,"2024",2,72,69,67,46,43,14,4,3,54,27,1,78,2,".321",243,".391",".449",".840",3,2,".400",4,1081,274,109,33,107,0,2,".399","1.46",0,"81.00",4444,"Caliente de Durango","/api/v1/teams/4444",656695,"J.J. Matijevic","/api/v1/people/656695","J.J.","Matijevic",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","7","Outfielder","Outfielder","LF","ALL","season","hitting"
"73",450,"2024",1,73,92,127,106,75,21,2,4,26,37,0,119,2,".321",371,".382",".420",".802",2,5,".714",9,1415,417,156,41,162,3,4,".333","1.20",0,"92.75",536,"Tecos de los Dos Laredos","/api/v1/teams/536",542419,"Ali Castillo","/api/v1/people/542419","Ali","Castillo",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","4","Second Base","Infielder","2B","ALL","season","hitting"
"74",450,"2024",1,74,79,77,83,66,22,0,16,53,30,1,98,2,".320",306,".379",".549",".928",6,7,".538",11,1315,343,168,84,154,0,5,".339","0.93",0,"19.12",532,"Diablos Rojos del Mexico","/api/v1/teams/532",676140,"Julian Ornelas","/api/v1/people/676140","Julian","Ornelas",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","7","Outfielder","Outfielder","LF","ALL","season","hitting"
"75",450,"2024",1,75,84,77,98,46,20,2,6,57,24,1,106,1,".320",331,".366",".447",".813",3,3,".500",6,1410,363,148,30,141,5,2,".370","0.79",0,"55.17",5010,"Toros de Tijuana","/api/v1/teams/5010",605612,"Harold Castro","/api/v1/people/605612","Harold","Castro",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","4","Second Base","Infielder","2B","ALL","season","hitting"
"76",450,"2024",1,76,66,67,42,30,13,0,3,46,19,1,71,1,".320",222,".376",".419",".795",1,0,".000",4,914,246,93,31,104,4,0,".393","1.60",0,"74.00",434,"Bravos de Leon","/api/v1/teams/434",617918,"Marco Chicuate","/api/v1/people/617918","Marco","Chicuate",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","2","Catcher","Catcher","C","ALL","season","hitting"
"77",450,"2024",1,77,56,36,34,14,6,0,1,21,8,0,39,3,".320",122,".368",".393",".761",1,1,".500",3,514,141,48,13,44,5,3,".369","1.06",0,"122.00",520,"Pericos de Puebla","/api/v1/teams/520",675202,"Juan Kirk","/api/v1/people/675202","Juan","Kirk",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","2","Catcher","Catcher","C","ALL","season","hitting"
"78",450,"2024",1,78,45,54,27,23,7,0,5,17,13,0,44,2,".319",138,".383",".478",".861",0,3,"1.000",4,546,157,66,21,59,3,1,".333","2.00",0,"27.60",434,"Bravos de Leon","/api/v1/teams/434",660857,"Yorman Rodriguez","/api/v1/people/660857","Yorman","Rodriguez",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","2","Catcher","Catcher","C","ALL","season","hitting"
"79",450,"2024",1,79,82,79,83,49,15,2,7,54,45,0,100,2,".318",314,".405",".446",".851",1,6,".857",11,1391,363,140,51,146,0,2,".365","0.95",0,"44.86",560,"Acereros del Norte","/api/v1/teams/560",608365,"Addison Russell","/api/v1/people/608365","Addison","Russell",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","6","Shortstop","Infielder","SS","ALL","season","hitting"
"80",450,"2024",2,80,85,119,79,59,20,2,4,52,14,0,112,4,".318",352,".347",".420",".767",2,8,".800",12,1285,380,148,50,186,5,5,".359","1.51",0,"88.00",579,"Guerreros de Oaxaca","/api/v1/teams/579",602074,"Yonathan Daza","/api/v1/people/602074","Yonathan","Daza",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","8","Outfielder","Outfielder","CF","ALL","season","hitting"
"81",450,"2024",1,81,72,67,78,50,15,0,18,39,31,0,83,8,".317",262,".399",".580",".979",1,0,".000",8,1144,306,152,51,148,0,5,".310","0.86",0,"14.56",6304,"Charros de Jalisco","/api/v1/teams/6304",595885,"Greg Bird","/api/v1/people/595885","Greg","Bird",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","3","First Base","Infielder","1B","ALL","season","hitting"
"82",450,"2024",2,82,86,91,103,58,24,0,8,36,39,1,104,1,".316",329,".386",".462",".848",3,14,".824",7,1415,374,152,44,134,1,4,".332","0.88",0,"41.12",562,"Sultanes de Monterrey","/api/v1/teams/562",590271,"Sebastián Elizalde","/api/v1/people/590271","Sebastián","Elizalde",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","7","Outfielder","Outfielder","LF","ALL","season","hitting"
"83",450,"2024",1,82,85,90,88,49,21,4,2,50,34,0,104,3,".316",329,".383",".422",".805",5,2,".286",9,1378,369,139,35,128,1,2,".366","1.02",0,"164.50",575,"Dorados de Chihuahua","/api/v1/teams/575",600951,"Leobaldo Piña","/api/v1/people/600951","Leobaldo","Piña",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","5","Third Base","Infielder","3B","ALL","season","hitting"
"84",450,"2024",1,84,88,66,61,53,20,0,15,96,51,7,102,6,".316",323,".416",".517",".933",0,0,".---",9,1570,382,167,80,160,0,2,".407","1.08",0,"21.53",536,"Tecos de los Dos Laredos","/api/v1/teams/536",573627,"Kennys Vargas","/api/v1/people/573627","Kennys","Vargas",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","10","Designated Hitter","Hitter","DH","ALL","season","hitting"
"85",450,"2024",1,85,63,47,63,43,12,0,18,44,25,3,70,12,".314",223,".410",".610","1.020",3,1,".250",7,986,261,136,43,99,0,1,".321","0.75",0,"12.39",5567,"El Aguila de Veracruz","/api/v1/teams/5567",624577,"Yasiel Puig","/api/v1/people/624577","Yasiel","Puig",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","9","Outfielder","Outfielder","RF","ALL","season","hitting"
"86",450,"2024",1,86,21,16,11,13,5,0,3,20,7,0,21,4,".313",67,".405",".522",".927",1,0,".000",0,295,79,35,14,29,0,1,".400","1.45",0,"22.33",575,"Dorados de Chihuahua","/api/v1/teams/575",665890,"Seuly Matias","/api/v1/people/665890","Seuly","Matias",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","8","Outfielder","Outfielder","CF","ALL","season","hitting"
"87",450,"2024",2,86,62,80,35,29,11,0,1,29,21,2,63,3,".313",201,".383",".383",".766",1,1,".500",11,786,231,77,28,83,4,2,".358","2.29",0,"201.00",528,"Rieleros de Aguascalientes","/api/v1/teams/528",542513,"Tomás Telis","/api/v1/people/542513","Tomás","Telis",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","2","Catcher","Catcher","C","ALL","season","hitting"
"88",450,"2024",1,88,82,64,92,62,17,1,22,72,25,5,103,8,".313",329,".374",".571",".945",1,2,".667",11,1419,364,188,71,157,0,2,".342","0.70",0,"14.96",560,"Acereros del Norte","/api/v1/teams/560",650346,"Ramon Hernandez","/api/v1/people/650346","Ramon","Hernandez",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","5","Third Base","Infielder","3B","ALL","season","hitting"
"89",450,"2024",2,89,12,5,3,1,1,0,0,3,1,0,5,1,".313",16,".389",".375",".764",0,0,".---",2,69,18,6,0,9,0,0,".385","1.67",0,"-.--",5567,"El Aguila de Veracruz","/api/v1/teams/5567",655212,"Manuel Orduno","/api/v1/people/655212","Manuel","Orduno",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","4","Second Base","Infielder","2B","ALL","season","hitting"
"90",450,"2024",1,89,59,61,31,29,8,0,0,24,9,0,50,10,".313",160,".383",".363",".746",4,6,".600",1,619,185,58,12,48,5,1,".365","1.97",0,"-.--",502,"Saraperos de Saltillo","/api/v1/teams/502",661311,"Brandon Villarreal","/api/v1/people/661311","Brandon","Villarreal",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","7","Outfielder","Outfielder","LF","ALL","season","hitting"
"91",450,"2024",1,91,69,85,74,47,16,0,14,27,20,0,81,2,".312",260,".363",".535",".898",1,1,".500",13,982,289,139,52,124,5,2,".303","1.15",0,"18.57",496,"Leones de Yucatan","/api/v1/teams/496",660436,"Yadir Drake","/api/v1/people/660436","Yadir","Drake",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","9","Outfielder","Outfielder","RF","ALL","season","hitting"
"92",450,"2024",1,92,65,60,69,45,14,1,11,41,19,0,76,0,".311",244,".358",".512",".870",1,0,".000",4,1029,265,125,40,101,0,2,".335","0.87",0,"22.18",579,"Guerreros de Oaxaca","/api/v1/teams/579",670582,"Yariel Gonzalez","/api/v1/people/670582","Yariel","Gonzalez",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","5","Third Base","Infielder","3B","ALL","season","hitting"
"93",450,"2024",1,93,61,76,36,41,13,1,2,35,42,2,66,2,".311",212,".430",".410",".840",1,2,".667",6,1084,257,87,21,91,1,0,".366","2.11",0,"106.00",496,"Leones de Yucatan","/api/v1/teams/496",650995,"Norberto Obeso","/api/v1/people/650995","Norberto","Obeso",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","7","Outfielder","Outfielder","LF","ALL","season","hitting"
"94",450,"2024",1,94,43,25,13,10,7,0,0,14,7,0,23,0,".311",74,".370",".405",".775",2,1,".333",1,299,82,30,9,36,1,0,".383","1.92",0,"-.--",520,"Pericos de Puebla","/api/v1/teams/520",664021,"Ciro Norzagaray","/api/v1/people/664021","Ciro","Norzagaray",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","4","Second Base","Infielder","2B","ALL","season","hitting"
"95",450,"2024",1,95,72,75,60,54,19,1,12,54,42,2,83,0,".310",268,".398",".522",".920",0,1,"1.000",7,1323,314,140,51,128,0,4,".345","1.25",0,"22.33",562,"Sultanes de Monterrey","/api/v1/teams/562",628013,"Victor Mendoza","/api/v1/people/628013","Victor","Mendoza",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","10","Designated Hitter","Hitter","DH","ALL","season","hitting"
"96",450,"2024",1,96,55,29,31,35,14,0,8,53,17,0,48,1,".310",155,".377",".555",".932",2,1,".333",4,707,179,86,42,78,4,2,".417","0.94",0,"19.38",532,"Diablos Rojos del Mexico","/api/v1/teams/532",605011,"Moises Gutierrez","/api/v1/people/605011","Moises","Gutierrez",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","5","Third Base","Infielder","3B","ALL","season","hitting"
"97",450,"2024",1,97,78,64,108,40,11,1,8,31,39,4,89,3,".309",288,".392",".438",".830",0,2,"1.000",8,1339,334,126,63,135,0,4,".320","0.59",0,"36.00",6303,"Conspiradores de Queretaro","/api/v1/teams/6303",477399,"Jesse Castillo","/api/v1/people/477399","Jesse","Castillo",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","3","First Base","Infielder","1B","ALL","season","hitting"
"98",450,"2024",3,98,76,56,66,46,18,0,15,59,34,1,79,6,".309",256,".398",".555",".953",2,6,".750",12,1229,300,142,45,132,1,3,".346","0.85",0,"17.07",528,"Rieleros de Aguascalientes","/api/v1/teams/528",571685,"Anthony García","/api/v1/people/571685","Anthony","García",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","9","Outfielder","Outfielder","RF","ALL","season","hitting"
"99",450,"2024",1,99,7,1,8,2,0,0,0,1,1,0,4,0,".308",13,".333",".308",".641",0,1,"1.000",1,47,15,4,1,5,0,1,".308","0.13",0,"-.--",447,"Algodoneros Union Laguna","/api/v1/teams/447",692269,"Ramon Mora","/api/v1/people/692269","Ramon","Mora",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","6","Shortstop","Infielder","SS","ALL","season","hitting"
"100",450,"2024",1,100,70,64,74,38,24,0,9,53,34,3,83,5,".307",270,".390",".496",".886",0,3,"1.000",5,1255,313,134,49,127,0,4,".349","0.86",0,"30.00",562,"Sultanes de Monterrey","/api/v1/teams/562",608577,"Nomar Mazara","/api/v1/people/608577","Nomar","Mazara",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","9","Outfielder","Outfielder","RF","ALL","season","hitting"
"101",450,"2024",3,101,71,96,54,41,14,6,3,44,27,3,82,2,".306",268,".372",".437",".809",1,16,".941",2,1119,305,117,26,90,7,1,".356","1.78",0,"89.33",579,"Guerreros de Oaxaca","/api/v1/teams/579",642456,"Luis Barrera","/api/v1/people/642456","Luis","Barrera",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","9","Outfielder","Outfielder","RF","ALL","season","hitting"
"102",450,"2024",1,102,37,11,9,6,2,1,0,6,2,0,11,2,".306",36,".375",".417",".792",0,0,".---",0,137,41,15,1,21,1,0,".367","1.22",0,"-.--",447,"Algodoneros Union Laguna","/api/v1/teams/447",674504,"Francisco Hernandez","/api/v1/people/674504","Francisco","Hernandez",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","9","Outfielder","Outfielder","RF","ALL","season","hitting"
"103",450,"2024",1,103,82,50,73,94,13,0,29,93,47,1,94,9,".305",308,".410",".630","1.040",0,3,"1.000",8,1484,366,194,74,159,0,2,".346","0.68",0,"10.62",6303,"Conspiradores de Queretaro","/api/v1/teams/6303",547982,"Leonys Martin","/api/v1/people/547982","Leonys","Martin",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","9","Outfielder","Outfielder","RF","ALL","season","hitting"
"104",450,"2024",1,104,84,98,60,58,16,2,4,45,39,1,83,13,".304",273,".412",".421",".833",7,10,".588",9,1305,338,115,29,101,10,3,".348","1.63",0,"68.25",447,"Algodoneros Union Laguna","/api/v1/teams/447",642707,"Allen Córdoba","/api/v1/people/642707","Allen","Córdoba",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","8","Outfielder","Outfielder","CF","ALL","season","hitting"
"105",450,"2024",1,105,62,36,29,13,7,0,4,38,28,2,44,2,".303",145,".418",".434",".852",1,0,".000",4,748,177,63,20,59,0,2,".381","1.24",0,"36.25",562,"Sultanes de Monterrey","/api/v1/teams/562",666728,"Carlos Soto","/api/v1/people/666728","Carlos","Soto",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","2","Catcher","Catcher","C","ALL","season","hitting"
"106",450,"2024",1,106,37,20,18,10,6,0,3,28,10,0,27,0,".303",89,".366",".472",".838",1,0,".000",2,395,103,42,16,37,2,2,".400","1.11",0,"29.67",560,"Acereros del Norte","/api/v1/teams/560",622700,"Santiago Chávez","/api/v1/people/622700","Santiago","Chávez",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","2","Catcher","Catcher","C","ALL","season","hitting"
"107",450,"2024",1,107,40,23,44,27,7,0,11,40,12,0,46,0,".303",152,".352",".566",".918",0,2,"1.000",6,655,165,86,31,80,0,1,".343","0.52",0,"13.82",496,"Leones de Yucatan","/api/v1/teams/496",600301,"Taylor Motter","/api/v1/people/600301","Taylor","Motter",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","5","Third Base","Infielder","3B","ALL","season","hitting"
"108",450,"2024",1,108,93,102,91,76,18,2,7,66,57,0,111,6,".302",367,".402",".420",".822",10,33,".767",7,1696,433,154,35,133,0,3,".350","1.12",0,"52.43",536,"Tecos de los Dos Laredos","/api/v1/teams/536",657598,"Cade Gotta","/api/v1/people/657598","Cade","Gotta",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","8","Outfielder","Outfielder","CF","ALL","season","hitting"
"109",450,"2024",1,109,69,60,82,42,21,0,5,48,24,0,81,3,".302",268,".365",".437",".802",2,3,".600",4,1123,298,117,30,100,2,1,".352","0.73",0,"53.60",5010,"Toros de Tijuana","/api/v1/teams/5010",608686,"Jack Mayfield","/api/v1/people/608686","Jack","Mayfield",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","6","Shortstop","Infielder","SS","ALL","season","hitting"
"110",450,"2024",1,110,74,85,86,58,24,1,7,37,27,4,84,5,".302",278,".373",".471",".844",1,4,".800",6,1167,324,131,45,109,13,1,".328","0.99",0,"39.71",562,"Sultanes de Monterrey","/api/v1/teams/562",455369,"Ramiro Pena","/api/v1/people/455369","Ramiro","Pena",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","4","Second Base","Infielder","2B","ALL","season","hitting"
"111",450,"2024",1,111,56,63,47,31,10,0,5,35,17,1,61,1,".302",202,".353",".426",".779",1,5,".833",8,843,224,86,39,106,0,4,".337","1.34",0,"40.40",536,"Tecos de los Dos Laredos","/api/v1/teams/536",622168,"Yairo Muñoz","/api/v1/people/622168","Yairo","Muñoz",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","5","Third Base","Infielder","3B","ALL","season","hitting"
"112",450,"2024",1,112,39,40,27,14,7,0,1,11,9,0,32,0,".302",106,".350",".396",".746",0,1,"1.000",1,489,119,42,20,56,2,2,".323","1.48",0,"106.00",562,"Sultanes de Monterrey","/api/v1/teams/562",593495,"Daniel Castro","/api/v1/people/593495","Daniel","Castro",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","4","Second Base","Infielder","2B","ALL","season","hitting"
"113",450,"2024",1,112,79,60,66,54,18,1,11,63,51,3,80,1,".302",265,".413",".502",".915",6,10,".625",2,1273,321,133,41,105,1,3,".356","0.91",0,"24.09",6304,"Charros de Jalisco","/api/v1/teams/6304",596105,"Dwight Smith Jr.","/api/v1/people/596105","Dwight","Smith",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","8","Outfielder","Outfielder","CF","ALL","season","hitting"
"114",450,"2024",1,114,79,95,103,50,7,2,7,27,20,0,95,3,".302",315,".345",".403",".748",1,1,".500",9,1187,343,127,41,151,1,4,".309","0.92",0,"45.00",496,"Leones de Yucatan","/api/v1/teams/496",606299,"José Peraza","/api/v1/people/606299","José","Peraza",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","4","Second Base","Infielder","2B","ALL","season","hitting"
"115",450,"2024",1,115,90,102,75,66,24,1,5,76,45,2,107,9,".301",355,".392",".417",".809",9,36,".800",1,1594,414,148,32,112,3,2,".370","1.36",0,"71.00",5567,"El Aguila de Veracruz","/api/v1/teams/5567",607439,"Herlis Rodriguez","/api/v1/people/607439","Herlis","Rodriguez",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","8","Outfielder","Outfielder","CF","ALL","season","hitting"
"116",450,"2024",1,116,88,105,65,58,17,3,7,49,53,0,94,2,".301",312,".406",".442",".848",2,13,".867",8,1397,368,138,39,104,1,0,".340","1.62",0,"44.57",520,"Pericos de Puebla","/api/v1/teams/520",542436,"Cristhian Adames","/api/v1/people/542436","Cristhian","Adames",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","6","Shortstop","Infielder","SS","ALL","season","hitting"
"117",450,"2024",1,117,71,67,68,39,15,2,8,50,22,0,78,7,".301",259,".366",".467",".833",4,8,".667",11,1071,292,121,44,126,0,4,".341","0.99",0,"32.38",562,"Sultanes de Monterrey","/api/v1/teams/562",570799,"Christian Villanueva","/api/v1/people/570799","Christian","Villanueva",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","3","First Base","Infielder","1B","ALL","season","hitting"
"118",450,"2024",1,118,75,77,57,37,9,0,4,35,28,2,71,5,".301",236,".385",".390",".775",0,0,".---",8,982,273,92,23,87,3,1,".338","1.35",0,"59.00",523,"Piratas de Campeche","/api/v1/teams/523",506747,"Francisco Peña","/api/v1/people/506747","Francisco","Peña",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","2","Catcher","Catcher","C","ALL","season","hitting"
"119",450,"2024",1,119,81,97,73,51,13,5,9,38,29,1,89,4,".301",296,".371",".470",".841",1,6,".857",13,1281,330,139,40,150,1,0,".321","1.33",0,"32.89",562,"Sultanes de Monterrey","/api/v1/teams/562",672438,"Roberto Valenzuela","/api/v1/people/672438","Roberto","Valenzuela",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","5","Third Base","Infielder","3B","ALL","season","hitting"
