"","total_splits","season","num_teams","rank","games_played","ground_outs","air_outs","runs","doubles","triples","home_runs","strike_outs","base_on_balls","intentional_walks","hits","hit_by_pitch","avg","at_bats","obp","slg","ops","caught_stealing","stolen_bases","stolen_base_percentage","ground_into_double_play","number_of_pitches","plate_appearances","total_bases","rbi","left_on_base","sac_bunts","sac_flies","babip","ground_outs_to_airouts","catchers_interference","at_bats_per_home_run","team_id","team_name","team_link","player_id","player_full_name","player_link","player_first_name","player_last_name","league_id","league_name","league_link","sport_id","sport_link","sport_abbreviation","position_code","position_name","position_type","position_abbreviation","player_pool","type_display_name","group_display_name"
"120",450,"2024",1,120,42,40,32,29,6,1,13,42,8,2,49,2,".301",163,".341",".589",".930",0,1,"1.000",5,666,173,96,32,73,0,0,".333","1.25",0,"12.54",569,"Tigres de Quintana Roo","/api/v1/teams/569",622603,"Carlos Castro","/api/v1/people/622603","Carlos","Castro",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","2","Catcher","Catcher","C","ALL","season","hitting"
"121",450,"2024",1,121,68,57,51,34,17,0,4,65,12,0,73,2,".300",243,".337",".420",".757",1,3,".750",10,904,260,102,29,125,2,1,".394","1.12",0,"60.75",562,"Sultanes de Monterrey","/api/v1/teams/562",650339,"Jermaine Palacios","/api/v1/people/650339","Jermaine","Palacios",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","6","Shortstop","Infielder","SS","ALL","season","hitting"
"122",450,"2024",1,122,75,62,84,55,13,1,11,53,27,2,85,6,".300",283,".372",".470",".842",1,8,".889",8,1223,317,133,41,124,0,1,".336","0.74",0,"25.73",502,"Saraperos de Saltillo","/api/v1/teams/502",606213,"Yermín Mercedes","/api/v1/people/606213","Yermín","Mercedes",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","10","Designated Hitter","Hitter","DH","ALL","season","hitting"
"123",450,"2024",1,123,93,88,77,57,17,1,14,78,54,1,102,0,".300",340,".391",".479",".870",0,1,"1.000",11,1689,399,163,70,151,0,5,".348","1.14",0,"24.29",536,"Tecos de los Dos Laredos","/api/v1/teams/536",628450,"Yadiel Hernandez","/api/v1/people/628450","Yadiel","Hernandez",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","7","Outfielder","Outfielder","LF","ALL","season","hitting"
"124",450,"2024",1,123,8,2,1,0,2,0,0,11,3,0,6,0,".300",20,".391",".400",".791",0,0,".---",0,112,23,8,2,13,0,0,".667","2.00",0,"-.--",5567,"El Aguila de Veracruz","/api/v1/teams/5567",451713,"Carlos Peguero","/api/v1/people/451713","Carlos","Peguero",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","10","Designated Hitter","Hitter","DH","ALL","season","hitting"
"125",450,"2024",2,125,59,39,26,23,12,1,8,53,27,0,50,5,".299",167,".410",".527",".937",0,0,".---",5,801,200,88,32,72,0,1,".393","1.50",0,"20.88",4444,"Caliente de Durango","/api/v1/teams/4444",672906,"Lazaro Alonso","/api/v1/people/672906","Lazaro","Alonso",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","3","First Base","Infielder","1B","ALL","season","hitting"
"126",450,"2024",2,126,90,95,91,54,25,6,8,82,27,5,112,10,".299",375,".361",".461",".822",4,12,".750",6,1517,417,173,57,166,4,1,".364","1.04",0,"46.88",5010,"Toros de Tijuana","/api/v1/teams/5010",606477,"Aneury Tavárez","/api/v1/people/606477","Aneury","Tavárez",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","7","Outfielder","Outfielder","LF","ALL","season","hitting"
"127",450,"2024",1,127,64,33,52,31,12,0,15,57,34,1,60,2,".299",201,".403",".582",".985",1,0,".000",6,979,238,117,41,93,0,1,".346","0.63",0,"13.40",579,"Guerreros de Oaxaca","/api/v1/teams/579",657733,"Roberto Ramos","/api/v1/people/657733","Roberto","Ramos",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","10","Designated Hitter","Hitter","DH","ALL","season","hitting"
"128",450,"2024",1,128,40,22,13,20,9,0,4,32,12,0,28,2,".298",94,".389",".521",".910",0,1,"1.000",0,417,109,49,15,47,1,0,".414","1.69",0,"23.50",579,"Guerreros de Oaxaca","/api/v1/teams/579",681482,"Pedro Castellano","/api/v1/people/681482","Pedro","Castellano",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","5","Third Base","Infielder","3B","ALL","season","hitting"
"129",450,"2024",1,128,41,38,30,25,6,0,10,35,19,2,42,0,".298",141,".372",".553",".925",0,0,".---",5,633,164,78,35,80,0,4,".320","1.27",0,"14.10",447,"Algodoneros Union Laguna","/api/v1/teams/447",594953,"Daniel Palka","/api/v1/people/594953","Daniel","Palka",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","3","First Base","Infielder","1B","ALL","season","hitting"
"130",450,"2024",1,128,73,59,64,35,14,0,4,43,38,0,70,5,".298",235,".405",".409",".814",0,3,"1.000",7,1064,279,96,34,88,0,1,".349","0.92",0,"58.75",496,"Leones de Yucatan","/api/v1/teams/496",514913,"Rubén Tejada","/api/v1/people/514913","Rubén","Tejada",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","6","Shortstop","Infielder","SS","ALL","season","hitting"
"131",450,"2024",1,131,83,98,94,60,20,3,7,41,26,1,97,7,".297",327,".361",".440",".801",5,13,".722",3,1247,363,144,39,125,3,0,".323","1.04",0,"46.71",562,"Sultanes de Monterrey","/api/v1/teams/562",606580,"Jose Cardona","/api/v1/people/606580","Jose","Cardona",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","8","Outfielder","Outfielder","CF","ALL","season","hitting"
"132",450,"2024",1,132,85,70,70,60,12,4,9,64,60,1,86,5,".297",290,".425",".459",".884",5,11,".688",2,1496,355,133,55,153,0,0,".355","1.00",0,"32.22",4444,"Caliente de Durango","/api/v1/teams/4444",663445,"James Nelson","/api/v1/people/663445","James","Nelson",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","5","Third Base","Infielder","3B","ALL","season","hitting"
"133",450,"2024",1,132,53,39,32,22,10,0,1,36,10,0,43,2,".297",145,".344",".386",".730",2,1,".333",5,639,162,56,28,53,2,3,".378","1.22",0,"145.00",447,"Algodoneros Union Laguna","/api/v1/teams/447",681944,"Dean Nevarez","/api/v1/people/681944","Dean","Nevarez",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","2","Catcher","Catcher","C","ALL","season","hitting"
"134",450,"2024",1,132,73,100,54,33,14,1,10,50,12,0,86,5,".297",290,".336",".455",".791",1,1,".500",6,1119,307,132,54,118,0,0,".330","1.85",0,"29.00",442,"Olmecas de Tabasco","/api/v1/teams/442",501317,"Francisco Peguero","/api/v1/people/501317","Francisco","Peguero",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","7","Outfielder","Outfielder","LF","ALL","season","hitting"
"135",450,"2024",2,135,73,71,35,32,15,0,9,70,35,1,73,3,".296",247,".388",".466",".854",1,2,".667",10,1239,287,115,42,91,1,1,".379","2.03",0,"27.44",569,"Tigres de Quintana Roo","/api/v1/teams/569",630034,"David Rodríguez","/api/v1/people/630034","David","Rodríguez",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","10","Designated Hitter","Hitter","DH","ALL","season","hitting"
"136",450,"2024",2,136,76,80,87,33,20,3,6,42,15,1,86,5,".296",291,".340",".447",".787",5,14,".737",8,1073,315,130,46,116,3,1,".328","0.92",0,"48.50",575,"Dorados de Chihuahua","/api/v1/teams/575",824627,"Manny Garcia","/api/v1/people/824627","Manny","Garcia",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","9","Outfielder","Outfielder","RF","ALL","season","hitting"
"137",450,"2024",1,137,59,43,55,47,16,0,9,60,34,3,65,2,".295",220,".390",".491",".881",1,5,".833",7,998,259,108,37,101,0,3,".364","0.78",0,"24.44",532,"Diablos Rojos del Mexico","/api/v1/teams/532",606157,"Aristides Aquino","/api/v1/people/606157","Aristides","Aquino",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","9","Outfielder","Outfielder","RF","ALL","season","hitting"
"138",450,"2024",1,138,65,94,36,38,13,0,0,44,46,0,70,0,".295",237,".408",".350",".758",6,12,".667",5,1149,290,83,20,87,6,1,".361","2.61",0,"-.--",496,"Leones de Yucatan","/api/v1/teams/496",678465,"Tomo Otosaka","/api/v1/people/678465","Tomo","Otosaka",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","8","Outfielder","Outfielder","CF","ALL","season","hitting"
"139",450,"2024",1,139,89,67,95,62,27,3,16,98,27,0,106,8,".295",359,".354",".521",".875",3,15,".833",4,1436,401,187,61,152,3,4,".361","0.71",0,"22.44",434,"Bravos de Leon","/api/v1/teams/434",677965,"Jimmy Kerrigan","/api/v1/people/677965","Jimmy","Kerrigan",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","8","Outfielder","Outfielder","CF","ALL","season","hitting"
"140",450,"2024",2,140,69,82,63,32,12,0,6,36,15,1,74,4,".295",251,".343",".414",".757",2,1,".333",10,939,274,104,31,127,3,1,".324","1.30",0,"41.83",434,"Bravos de Leon","/api/v1/teams/434",500869,"Emmanuel Avila","/api/v1/people/500869","Emmanuel","Avila",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","5","Third Base","Infielder","3B","ALL","season","hitting"
"141",450,"2024",1,141,43,23,30,15,8,1,2,27,10,0,33,3,".295",112,".365",".438",".803",1,2,".667",3,487,126,49,14,55,0,1,".369","0.77",0,"56.00",523,"Piratas de Campeche","/api/v1/teams/523",702090,"Edgar Bravo","/api/v1/people/702090","Edgar","Bravo",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","7","Outfielder","Outfielder","LF","ALL","season","hitting"
"142",450,"2024",1,142,78,39,48,62,14,0,33,95,76,2,74,3,".294",252,".457",".742","1.199",0,0,".---",6,1450,335,187,81,121,0,4,".320","0.81",0,"7.64",496,"Leones de Yucatan","/api/v1/teams/496",543021,"Art Charles","/api/v1/people/543021","Art","Charles",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","3","First Base","Infielder","1B","ALL","season","hitting"
"143",450,"2024",1,143,37,24,27,19,3,0,7,34,18,0,35,0,".292",120,".384",".492",".876",1,1,".500",3,614,138,59,25,54,0,0,".354","0.89",0,"17.14",5010,"Toros de Tijuana","/api/v1/teams/5010",664848,"Donny Sands","/api/v1/people/664848","Donny","Sands",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","2","Catcher","Catcher","C","ALL","season","hitting"
"144",450,"2024",2,144,69,89,85,27,14,0,3,7,11,1,72,13,".291",247,".352",".385",".737",2,0,".000",5,786,277,95,29,103,4,2,".289","1.05",0,"82.33",528,"Rieleros de Aguascalientes","/api/v1/teams/528",553902,"Willians Astudillo","/api/v1/people/553902","Willians","Astudillo",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","5","Third Base","Infielder","3B","ALL","season","hitting"
"145",450,"2024",2,145,77,76,78,45,13,0,11,49,41,1,82,5,".291",282,".387",".454",".841",3,1,".250",11,1291,331,128,47,144,0,3,".316","0.97",0,"25.64",434,"Bravos de Leon","/api/v1/teams/434",501731,"Rainel Rosario","/api/v1/people/501731","Rainel","Rosario",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","7","Outfielder","Outfielder","LF","ALL","season","hitting"
"146",450,"2024",1,146,80,57,90,46,12,1,11,61,37,0,84,3,".291",289,".373",".453",".826",3,7,".700",12,1269,332,131,48,142,0,3,".332","0.63",0,"26.27",528,"Rieleros de Aguascalientes","/api/v1/teams/528",553891,"Leonardo Reginatto","/api/v1/people/553891","Leonardo","Reginatto",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","3","First Base","Infielder","1B","ALL","season","hitting"
"147",450,"2024",1,147,82,87,105,32,10,0,7,34,18,1,90,4,".290",310,".331",".390",".721",0,1,"1.000",11,1331,338,121,54,157,0,6,".302","0.83",0,"44.29",5567,"El Aguila de Veracruz","/api/v1/teams/5567",606340,"Edwin Espinal","/api/v1/people/606340","Edwin","Espinal",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","3","First Base","Infielder","1B","ALL","season","hitting"
"148",450,"2024",1,147,74,100,60,36,15,2,4,44,17,2,81,2,".290",279,".336",".401",".737",3,3,".500",5,1014,304,112,30,113,6,0,".333","1.67",0,"69.75",575,"Dorados de Chihuahua","/api/v1/teams/575",650508,"Carlos Herrera","/api/v1/people/650508","Carlos","Herrera",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","6","Shortstop","Infielder","SS","ALL","season","hitting"
"149",450,"2024",1,147,71,70,59,35,20,0,17,49,10,0,72,4,".290",248,".326",".577",".903",0,0,".---",17,916,264,143,66,130,0,2,".299","1.19",0,"14.59",520,"Pericos de Puebla","/api/v1/teams/520",600466,"Raudy Read","/api/v1/people/600466","Raudy","Read",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","3","First Base","Infielder","1B","ALL","season","hitting"
"150",450,"2024",1,150,81,66,61,53,14,0,13,69,39,0,78,2,".290",269,".380",".487",".867",3,11,".786",15,1243,315,131,41,125,2,3,".342","1.08",0,"20.69",528,"Rieleros de Aguascalientes","/api/v1/teams/528",660659,"Leobaldo Cabrera","/api/v1/people/660659","Leobaldo","Cabrera",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","7","Outfielder","Outfielder","LF","ALL","season","hitting"
"151",450,"2024",2,151,85,42,83,45,16,2,14,69,52,2,76,10,".287",265,".416",".521",".937",2,4,".667",2,1459,332,138,50,125,0,5,".332","0.51",0,"18.93",502,"Saraperos de Saltillo","/api/v1/teams/502",542455,"Oswaldo Arcia","/api/v1/people/542455","Oswaldo","Arcia",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","9","Outfielder","Outfielder","RF","ALL","season","hitting"
"152",450,"2024",1,152,87,96,106,45,21,1,4,42,31,2,94,11,".287",328,".365",".393",".758",4,6,".600",5,1405,380,129,42,134,7,3,".316","0.91",0,"82.00",502,"Saraperos de Saltillo","/api/v1/teams/502",668992,"Missael Rivera","/api/v1/people/668992","Missael","Rivera",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","4","Second Base","Infielder","2B","ALL","season","hitting"
"153",450,"2024",1,153,39,21,23,11,7,0,0,13,2,0,22,1,".286",77,".309",".377",".686",1,1,".500",3,265,82,29,15,30,0,1,".338","0.91",0,"-.--",560,"Acereros del Norte","/api/v1/teams/560",616613,"Rodolfo Amador","/api/v1/people/616613","Rodolfo","Amador",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","5","Third Base","Infielder","3B","ALL","season","hitting"
"154",450,"2024",1,153,3,2,1,0,1,0,0,2,0,0,2,0,".286",7,".286",".429",".715",0,0,".---",0,22,7,3,0,4,0,0,".400","2.00",0,"-.--",569,"Tigres de Quintana Roo","/api/v1/teams/569",802562,"Cesar Cuevas","/api/v1/people/802562","Cesar","Cuevas",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","6","Shortstop","Infielder","SS","ALL","season","hitting"
"155",450,"2024",1,153,61,54,66,34,16,0,10,42,23,2,64,2,".286",224,".355",".491",".846",0,0,".---",4,914,251,110,45,111,0,2,".310","0.82",0,"22.40",496,"Leones de Yucatan","/api/v1/teams/496",550492,"Luis Juarez","/api/v1/people/550492","Luis","Juarez",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","10","Designated Hitter","Hitter","DH","ALL","season","hitting"
"156",450,"2024",1,153,47,42,25,23,7,0,5,36,21,0,40,3,".286",140,".390",".443",".833",0,2,"1.000",2,696,167,62,24,68,3,0,".354","1.68",0,"28.00",562,"Sultanes de Monterrey","/api/v1/teams/562",661313,"Asael Sanchez","/api/v1/people/661313","Asael","Sanchez",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","7","Outfielder","Outfielder","LF","ALL","season","hitting"
"157",450,"2024",1,157,73,45,45,51,20,2,16,101,28,0,75,8,".285",263,".368",".559",".927",0,1,"1.000",5,1164,302,147,42,123,0,3,".396","1.00",0,"16.44",520,"Pericos de Puebla","/api/v1/teams/520",598284,"Peter O'Brien","/api/v1/people/598284","Peter","O'Brien",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","9","Outfielder","Outfielder","RF","ALL","season","hitting"
"158",450,"2024",1,158,42,36,44,22,3,1,3,27,18,1,41,1,".285",144,".361",".382",".743",3,3,".500",6,643,167,55,24,74,1,3,".325","0.82",0,"48.00",4444,"Caliente de Durango","/api/v1/teams/4444",628366,"Ariel Sandoval","/api/v1/people/628366","Ariel","Sandoval",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","8","Outfielder","Outfielder","CF","ALL","season","hitting"
"159",450,"2024",1,159,31,26,25,7,3,0,2,10,0,0,23,1,".284",81,".293",".395",".688",0,1,"1.000",3,258,85,32,4,35,3,0,".304","1.04",0,"40.50",442,"Olmecas de Tabasco","/api/v1/teams/442",510548,"Jose Heberto Felix","/api/v1/people/510548","Jose Heberto","Felix",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","2","Catcher","Catcher","C","ALL","season","hitting"
"160",450,"2024",1,159,25,14,8,11,3,0,3,37,7,0,23,0,".284",81,".337",".432",".769",1,0,".000",3,346,89,35,10,52,0,1,".476","1.75",0,"27.00",4444,"Caliente de Durango","/api/v1/teams/4444",608380,"Drew Ward","/api/v1/people/608380","Drew","Ward",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","3","First Base","Infielder","1B","ALL","season","hitting"
"161",450,"2024",1,161,63,63,45,36,8,2,0,29,31,0,53,2,".283",187,".387",".348",".735",6,3,".333",5,825,223,65,22,87,1,2,".331","1.40",0,"-.--",528,"Rieleros de Aguascalientes","/api/v1/teams/528",668616,"Marco Jaime","/api/v1/people/668616","Marco","Jaime",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","6","Shortstop","Infielder","SS","ALL","season","hitting"
"162",450,"2024",1,162,21,14,20,6,6,0,1,7,0,0,15,3,".283",53,".316",".453",".769",0,0,".---",1,187,59,24,9,34,2,1,".304","0.70",0,"53.00",6303,"Conspiradores de Queretaro","/api/v1/teams/6303",660840,"Jose Lizarraga","/api/v1/people/660840","Jose","Lizarraga",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","2","Catcher","Catcher","C","ALL","season","hitting"
"163",450,"2024",1,163,89,50,102,62,16,0,28,76,51,5,88,1,".283",311,".380",".605",".985",1,0,".000",4,1539,368,188,77,131,0,5,".283","0.49",0,"11.11",520,"Pericos de Puebla","/api/v1/teams/520",543611,"Danny Ortiz","/api/v1/people/543611","Danny","Ortiz",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","7","Outfielder","Outfielder","LF","ALL","season","hitting"
"164",450,"2024",1,164,12,8,5,6,4,1,1,20,4,0,13,1,".283",46,".353",".478",".831",1,0,".000",0,197,51,22,7,23,0,0,".480","1.60",0,"46.00",447,"Algodoneros Union Laguna","/api/v1/teams/447",649955,"Hendrik Clementina","/api/v1/people/649955","Hendrik","Clementina",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","10","Designated Hitter","Hitter","DH","ALL","season","hitting"
"165",450,"2024",3,165,83,100,89,51,20,0,14,48,23,0,89,6,".283",315,".338",".479",".817",7,8,".533",9,1307,355,151,56,113,6,5,".291","1.12",0,"22.50",536,"Tecos de los Dos Laredos","/api/v1/teams/536",596143,"Luis Sardinas","/api/v1/people/596143","Luis","Sardinas",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","5","Third Base","Infielder","3B","ALL","season","hitting"
"166",450,"2024",1,166,67,74,75,53,19,2,5,53,13,0,77,7,".282",273,".330",".421",".751",8,15,".652",5,1062,299,115,25,114,5,1,".333","0.99",0,"54.60",502,"Saraperos de Saltillo","/api/v1/teams/502",641561,"Johneshwy Fargas","/api/v1/people/641561","Johneshwy","Fargas",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","8","Outfielder","Outfielder","CF","ALL","season","hitting"
"167",450,"2024",2,167,55,42,26,21,13,0,4,68,16,0,53,5,".282",188,".352",".415",".767",0,2,"1.000",5,879,210,78,29,89,0,1,".419","1.62",0,"47.00",434,"Bravos de Leon","/api/v1/teams/434",642488,"Ademar Rifaela","/api/v1/people/642488","Ademar","Rifaela",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","10","Designated Hitter","Hitter","DH","ALL","season","hitting"
"168",450,"2024",2,168,68,49,61,35,15,3,11,48,34,1,62,3,".282",220,".385",".527",".912",3,9,".750",2,1023,257,116,48,115,0,0,".317","0.80",0,"20.00",5010,"Toros de Tijuana","/api/v1/teams/5010",572868,"Anthony Giansanti","/api/v1/people/572868","Anthony","Giansanti",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","8","Outfielder","Outfielder","CF","ALL","season","hitting"
"169",450,"2024",1,169,46,37,41,19,8,0,3,28,12,0,40,3,".282",142,".350",".401",".751",3,0,".000",3,606,161,57,20,58,4,0,".333","0.90",0,"47.33",575,"Dorados de Chihuahua","/api/v1/teams/575",653245,"Kristian Delgado","/api/v1/people/653245","Kristian","Delgado",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","4","Second Base","Infielder","2B","ALL","season","hitting"
"170",450,"2024",1,170,57,36,39,25,14,1,2,53,8,0,49,7,".282",174,".339",".408",".747",5,1,".167",3,714,192,71,16,74,3,0,".395","0.92",0,"87.00",575,"Dorados de Chihuahua","/api/v1/teams/575",681669,"Alejandro Rivero","/api/v1/people/681669","Alejandro","Rivero",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","4","Second Base","Infielder","2B","ALL","season","hitting"
"171",450,"2024",1,171,73,71,52,42,10,1,0,48,39,0,63,2,".281",224,".391",".335",".726",5,7,".583",3,1058,275,75,24,95,9,1,".356","1.37",0,"-.--",579,"Guerreros de Oaxaca","/api/v1/teams/579",592312,"Jorge Flores","/api/v1/people/592312","Jorge","Flores",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","6","Shortstop","Infielder","SS","ALL","season","hitting"
"172",450,"2024",1,172,68,40,67,28,14,0,7,53,27,2,62,1,".281",221,".360",".439",".799",1,0,".000",6,996,250,97,32,91,0,1,".340","0.60",0,"31.57",496,"Leones de Yucatan","/api/v1/teams/496",593590,"Webster Rivas","/api/v1/people/593590","Webster","Rivas",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","2","Catcher","Catcher","C","ALL","season","hitting"
"173",450,"2024",1,173,73,84,60,25,11,1,3,41,13,1,69,1,".280",246,".316",".370",".686",5,1,".167",4,903,268,91,41,96,5,3,".322","1.40",0,"82.00",502,"Saraperos de Saltillo","/api/v1/teams/502",622270,"Alex D. Mejia","/api/v1/people/622270","Alex D.","Mejia",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","5","Third Base","Infielder","3B","ALL","season","hitting"
"174",450,"2024",1,173,46,42,50,27,9,0,4,32,18,1,46,3,".280",164,".360",".409",".769",3,3,".500",3,770,191,67,18,64,5,1,".326","0.84",0,"41.00",4444,"Caliente de Durango","/api/v1/teams/4444",682841,"Michael Robles","/api/v1/people/682841","Michael","Robles",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","4","Second Base","Infielder","2B","ALL","season","hitting"
"175",450,"2024",1,175,83,123,68,61,15,1,3,44,51,3,88,4,".280",314,".384",".363",".747",1,6,".857",8,1433,378,114,43,120,6,3,".315","1.81",0,"104.67",560,"Acereros del Norte","/api/v1/teams/560",596107,"Eric Filia","/api/v1/people/596107","Eric","Filia",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","7","Outfielder","Outfielder","LF","ALL","season","hitting"
"176",450,"2024",2,176,82,82,53,56,12,1,19,98,30,5,89,2,".280",318,".342",".503",".845",3,2,".400",11,1325,354,160,64,166,0,4,".341","1.55",0,"16.74",502,"Saraperos de Saltillo","/api/v1/teams/502",606143,"Alejandro Mejia","/api/v1/people/606143","Alejandro","Mejia",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","3","First Base","Infielder","1B","ALL","season","hitting"
"177",450,"2024",1,177,79,71,72,43,15,1,8,66,48,0,80,1,".280",286,".383",".423",".806",0,0,".---",5,1329,338,121,44,136,1,2,".336","0.99",0,"35.75",5010,"Toros de Tijuana","/api/v1/teams/5010",543875,"Niko Vasquez","/api/v1/people/543875","Niko","Vasquez",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","5","Third Base","Infielder","3B","ALL","season","hitting"
"178",450,"2024",1,178,55,38,41,26,7,0,9,52,10,0,50,3,".279",179,".326",".469",".795",0,1,"1.000",3,734,195,84,35,78,1,1,".345","0.93",1,"19.89",579,"Guerreros de Oaxaca","/api/v1/teams/579",593449,"Gabriel Lino","/api/v1/people/593449","Gabriel","Lino",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","2","Catcher","Catcher","C","ALL","season","hitting"
"179",450,"2024",1,179,82,115,79,47,12,0,7,41,43,0,89,1,".279",319,".364",".382",".746",5,14,".737",10,1333,368,122,40,140,3,2,".300","1.46",0,"45.57",5567,"El Aguila de Veracruz","/api/v1/teams/5567",516631,"Gustavo Nunez","/api/v1/people/516631","Gustavo","Nunez",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","6","Shortstop","Infielder","SS","ALL","season","hitting"
"180",450,"2024",1,180,56,35,43,23,9,2,2,40,21,3,44,2,".278",158,".368",".399",".767",5,11,".688",0,761,185,63,16,70,3,1,".359","0.81",0,"79.00",442,"Olmecas de Tabasco","/api/v1/teams/442",511428,"Leo Heras","/api/v1/people/511428","Leo","Heras",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","9","Outfielder","Outfielder","RF","ALL","season","hitting"
"181",450,"2024",1,181,72,38,89,55,12,0,21,70,42,5,76,7,".278",273,".388",".553",".941",0,5,"1.000",3,1293,322,151,68,124,0,0,".302","0.43",0,"13.00",579,"Guerreros de Oaxaca","/api/v1/teams/579",657674,"Kyle Martin","/api/v1/people/657674","Kyle","Martin",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","3","First Base","Infielder","1B","ALL","season","hitting"
"182",450,"2024",1,182,59,42,43,39,9,6,5,35,24,0,44,3,".277",159,".378",".503",".881",1,2,".667",1,768,191,80,28,76,3,2,".322","0.98",0,"31.80",447,"Algodoneros Union Laguna","/api/v1/teams/447",686659,"Julian Escobedo","/api/v1/people/686659","Julian","Escobedo",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","7","Outfielder","Outfielder","LF","ALL","season","hitting"
"183",450,"2024",1,183,29,28,20,14,4,0,4,13,8,0,21,0,".276",76,".337",".487",".824",1,0,".000",0,344,90,37,14,44,4,2,".279","1.40",0,"19.00",562,"Sultanes de Monterrey","/api/v1/teams/562",664966,"Jonathan Morales","/api/v1/people/664966","Jonathan","Morales",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","2","Catcher","Catcher","C","ALL","season","hitting"
"184",450,"2024",2,184,53,27,34,27,8,1,7,59,12,1,45,10,".276",163,".360",".466",".826",0,6,"1.000",6,668,187,76,25,93,1,1,".388","0.79",0,"23.29",5010,"Toros de Tijuana","/api/v1/teams/5010",676941,"Saul Garza","/api/v1/people/676941","Saul","Garza",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","2","Catcher","Catcher","C","ALL","season","hitting"
