"","x"
"1075","Leonardo Ortiz"
"1076","Leonardo Reginatto"
"1077","Leonel Campos"
"1078","Leonel Zazueta"
"1079","Leonys Martin"
"1080","Lester Oliveros"
"1081","Leuris Gomez"
"1082","Lewin Díaz"
"1083","Lewis Brinson"
"1084","Lewis Thorpe"
"1085","Liarvis Breto"
"1086","Linder Castro"
"1087","Lisalverto Bonilla"
"1088","Lisban Correa"
"1089","Logan Brown"
"1090","Logan Darnell"
"1091","Logan Duran"
"1092","Logan Moore"
"1093","Logan Ondrusek"
"1094","Loidel Chapelli"
"1095","Loiger Padron"
"1096","Lorenzo Cedrola"
"1097","Luis Alberto Ramirez"
"1098","Luis Alfonso Cruz"
"1099","Luis Amador"
"1100","Luis Angel Gonzalez"
"1101","Luis Angel Verdugo"
"1102","Luis Aviles Jr."
"1103","Luis Barrera"
"1104","Luis Carlos Martinez"
"1105","Luis Castillo"
"1106","Luis Cessa"
"1107","Luis Cossio"
"1108","Luis De Avila"
"1109","Luis De La O"
"1110","Luis De Luna"
"1111","Luis Escobar"
"1112","Luis Flores"
"1113","Luis Fonseca"
"1114","Luis Gamez"
"1115","Luis García"
"1116","Luis González"
"1117","Luis Heredia"
"1118","Luis Ivan Rodriguez"
"1119","Luis Jimenez"
"1120","Luis Juarez"
"1121","Luis Leroy Cruz"
"1122","Luis Liberato"
"1123","Luis Marquez"
"1124","Luis Martinez"
"1125","Luis Medina"
"1126","Luis Millan"
"1127","Luis Miranda"
"1128","Luis Morales"
"1129","Luis Moreno"
"1130","Luis Niebla"
"1131","Luis Oviedo"
"1132","Luis Pacheco"
"1133","Luis Partida"
"1134","Luis Payan"
"1135","Luis Perdomo"
"1136","Luis Perez Elizondo"
"1137","Luis Perez Ruiz"
"1138","Luis Ramirez"
"1139","Luis Rodriguez"
"1140","Luis Romero"
"1141","Luis Santos"
"1142","Luis Sardinas"
"1143","Luke Voit"
"1144","Lupe Chavez"
"1145","Magneuris Sierra"
"1146","Maikel Cleto"
"1147","Maikel Serrano"
"1148","Maikol Perez"
"1149","Mallex Smith"
"1150","Malquin Canelo"
"1151","Manny Acosta"
"1152","Manny Bañuelos"
"1153","Manny Barreda"
"1154","Manny Garcia"
"1155","Manny Olloque"
"1156","Manuel Baez"
"1157","Manuel Barradas"
"1158","Manuel Boscan"
"1159","Manuel Carranza"
"1160","Manuel Chavez"
"1161","Manuel Cruz"
"1162","Manuel Flores"
"1163","Manuel Melendez"
"1164","Manuel Orduno"
"1165","Manuel Perez"
"1166","Manuel Rondon"
"1167","Manuel Valdez"
"1168","Marc Flores"
"1169","Marcelo Martinez"
"1170","Marco Antonio Duarte"
"1171","Marco Antonio Rivas"
"1172","Marco Avena"
"1173","Marco Camarena"
"1174","Marco Carrillo"
"1175","Marco Chicuate"
"1176","Marco Fregozo"
"1177","Marco Guzman"
"1178","Marco Hernández"
"1179","Marco Jaime"
"1180","Marco Lopez"
"1181","Marco Ramirez"
"1182","Marco Tovar"
"1183","Marcos Diplán"
"1184","Marcos Machado"
"1185","Marcos Valenzuela"
"1186","Marcos Vechionacci"
"1187","Marcus Chiu"
"1188","Mario Cabrera"
"1189","Mario Feliciano"
"1190","Mario Garcia"
"1191","Mario Jimenez"
"1192","Mario Meza"
"1193","Mario Morales"
"1194","Mario Rosas"
"1195","Mario Vega"
"1196","Mark Serrano"
"1197","Markos  Sanchez"
"1198","Martin Buitimea"
"1199","Martin Herrera"
"1200","Masaru Nakamura"
"1201","Mateo Gil"
"1202","Matt Adams"
"1203","Matt Bottcher"
"1204","Matt Clark"
"1205","Matt Dermody"
"1206","Matt Foster"
"1207","Matt Hartman"
"1208","Matt McDermott"
"1209","Matt Tenuta"
"1210","Matthew Acosta"
"1211","Mauricio Cabrera"
"1212","Mauricio Lara"
"1213","Max Castillo"
"1214","Max Kuhns"
"1215","Max Murphy"
"1216","Maximo Rodriguez"
"1217","Maxwell Leon"
"1218","Mayckol Guaipe"
"1219","Mel Rojas Jr."
"1220","Melvin Mercedes"
"1221","Merfy Andrew"
"1222","Michael Baca"
"1223","Michael Bernal"
"1224","Michael Boyle"
"1225","Michael Crouse"
"1226","Michael De La Cruz"
"1227","Michael De León"
"1228","Michael Devine"
"1229","Michael Feliz"
"1230","Michael Robles"
"1231","Michael Wielansky"
"1232","Michael Wing"
"1233","Michel Baez"
"1234","Micker Adolfo"
"1235","Miguel Aguilar"
"1236","Miguel Aparicio"
"1237","Miguel Esparza"
"1238","Miguel Gamboa"
"1239","Miguel Guzman"
"1240","Miguel Leon"
"1241","Miguel Martinez"
"1242","Miguel Ojeda Jr."
"1243","Miguel Pena"
"1244","Miguel Torrero"
"1245","Miguel Vazquez"
"1246","Mike Antonini"
"1247","Mike Kickham"
"1248","Mike Morin"
"1249","Mikell Granberry"
"1250","Miles Simington"
"1251","Miller Hogan"
"1252","Missael Rivera"
"1253","Mitch Lambson"
"1254","Moisés Castillo"
"1255","Moises Diaz"
"1256","Moises Gutierrez"
"1257","Moisés Sierra"
"1258","Narciso Crook"
"1259","Nate Antone"
"1260","Nathanael Santiago"
"1261","Nattino Diplan"
"1262","Naykel Cruz"
"1263","Neftalí Feliz"
"1264","Nellie Rodriguez"
"1265","Nestor Anguamea"
"1266","Nestor Molina"
"1267","Nicholas Torres"
"1268","Nick Bennett"
"1269","Nick Gardewine"
"1270","Nick Kingham"
"1271","Nick Lee"
"1272","Nick Margevicius"
"1273","Nick Senzel"
"1274","Nick Struck"
"1275","Nick Trogrlic-Iverson"
"1276","Nick Tropeano"
"1277","Nick Wells"
"1278","Nick Williams"
"1279","Nico Tellache"
"1280","Nicolas Heredia"
"1281","Niko Hulsizer"
"1282","Niko Vasquez"
"1283","Niuman Romero"
"1284","Nivaldo Rodriguez"
"1285","Noah Bremer"
"1286","Noah Perio"
"1287","Nolan Blackwood"
"1288","Nolan Kingham"
"1289","Nolberto Henriquez"
"1290","Nomar Mazara"
"1291","Nomar Valdez"
"1292","Norberto Obeso"
"1293","Norberto Susini"
"1294","Norman Elenes"
"1295","Norwith Gudiño"
"1296","O'Koyea Dickson"
"1297","Octavio Acosta"
"1298","Odalvi Javier"
"1299","Odrisamer Despaigne"
"1300","Odúbel Herrera"
"1301","Ofelky Peralta"
"1302","Ofreidy Gómez"
"1303","Olbis Parra"
"1304","Oliver Mateo"
"1305","Oliver Pérez"
"1306","Olmo Rosario"
"1307","Omar Araujo"
"1308","Omar Bustamante"
"1309","Omar Meza"
"1310","Omar Renteria"
"1311","Onelki Garcia"
"1312","Orlando Gonzalez"
"1313","Orlando Lara"
"1314","Orlando Martinez"
"1315","Orlando Pina"
"1316","Oscar Armenta"
"1317","Oscar Cuello"
"1318","Oscar De La Cruz"
"1319","Oscar Felix"
"1320","Óscar Hernández"
"1321","Oscar Hurtado"
"1322","Oscar Lemus"
"1323","Oscar Marten"
"1324","Oscar Rojas"
"1325","Oscar Sanay"
"1326","Osmer Morales"
"1327","Oswaldo Arcia"
"1328","Oswaldo Martínez"
"1329","Oziel Flores"
"1330","Ozzie Mendez"
"1331","Pabel Manzanero"
"1332","Pablo Cortes"
"1333","Pablo Garabitos"
"1334","Pablo Tellez"
"1335","Paolo Espino"
"1336","Parker Dunshee"
"1337","Patricio Ress"
"1338","Patrick Mazeika"
"1339","Patrick Weigel"
"1340","Paul Fry"
"1341","Paul Leon"
"1342","Paulo Orlando"
"1343","Pavel Hernandez"
"1344","Pedro Beato"
"1345","Pedro Castellano"
"1346","Pedro Echemendia"
"1347","Pedro Felix"
"1348","Pedro Fernandez"
"1349","Pedro Garcia"
"1350","Pedro Gonzalez"
"1351","Pedro Martinez"
"1352","Pedro Ordaz"
"1353","Pedro Payano"
"1354","Pedro Rodriguez"
"1355","Pedro Strop"
"1356","Peter Maris"
"1357","Peter O'Brien"
"1358","Phillip Ervin"
"1359","Phillip Evans"
"1360","Phillips Valdez"
"1361","R.J. Alaniz"
"1362","R.J. Martinez"
"1363","Radhames Liz"
"1364","Rafael Castaneda"
"1365","Rafael Cordova"
"1366","Rafael Dolis"
"1367","Rafael Ordaz"
"1368","Rafael Pineda"
"1369","Rafael Polo"
"1370","Rafael Rodriguez"
"1371","Raico Santos"
"1372","Raimel Tapia"
"1373","Rainel Rosario"
"1374","Ralph Garza Jr."
"1375","Ramiro Pena"
"1376","Ramon Bramasco"
"1377","Ramón Cabrera"
"1378","Ramón Flores"
"1379","Ramon Hernandez"
"1380","Ramon Mora"
"1381","Ramon R Ramirez"
"1382","Ramon Rios"
"1383","Ramón Rosso"
"1384","Ramon Valenzuela"
"1385","Randall Delgado"
"1386","Randy Delgado"
"1387","Randy Galvez"
"1388","Randy Romero"
"1389","Randy Trejo"
"1390","Rangel Ravelo"
"1391","Rashad Crawford"
"1392","Raudel Lazo"
"1393","Raudy Read"
"1394","Raúl Alcántara"
"1395","Raul Barron"
"1396","Raul Carrillo"
"1397","Raul De Los Reyes"
"1398","Rayder Ascanio"
"1399","Raynel Espinal"
"1400","Reid Birlingmair"
"1401","Remy Cordero"
"1402","Renae Martinez"
"1403","Renato Núñez"
"1404","Reyes Moronta"
"1405","Reymin Guduan"
"1406","Reynaldo Rodriguez"
"1407","Reza Aleaziz"
"1408","Ricardo Cespedes"
"1409","Ricardo Chapa"
"1410","Ricardo Hernandez"
"1411","Ricardo Pinto"
"1412","Ricardo Rincon"
"1413","Ricardo Rodríguez"
"1414","Ricardo Serrano"
"1415","Ricardo Valenzuela"
"1416","Richard Guasch"
"1417","Richard Rodríguez"
"1418","Richelson Peña"
"1419","Ricky Eusebio"
"1420","Ricky Karcher"
"1421","Ricky Rodriguez"
"1422","Rico Noel"
"1423","Rigoberto Borbolla"
"1424","Rigoberto Terrazas"
"1425","Rio Ruiz"
"1426","Rito Lugo"
"1427","Robbie Glendinning"
"1428","Robby Scott"
"1429","Robel García"
"1430","Robert Dugger"
"1431","Robert Emery"
"1432","Robert Rabassa"
"1433","Roberto Caro"
"1434","Roberto Castro"
"1435","Roberto Espinosa"
"1436","Roberto Espinoza"
"1437","Roberto Mendez"
"1438","Roberto Osuna"
"1439","Roberto Pérez"
"1440","Roberto Ramos"
"1441","Roberto Valenzuela"
"1442","Robinson Cabrera"
"1443","Robinson Canó"
"1444","Robinson Hernandez"
"1445","Rodolfo Aguilar"
"1446","Rodolfo Alvarez"
"1447","Rodolfo Amador"
"1448","Rodrigo Benoit"
"1449","Roel Ramírez"
"1450","Roel Santos"
"1451","Rogelio Armenteros"
"1452","Rogelio Bernal"
"1453","Rogelio Cobos"
"1454","Rogelio Martinez"
"1455","Rogelio Quesada"
"1456","Roger Bernadina"
"1457","Rolando Acosta"
"1458","Rolando Valdez"
"1459","Roldani Baldwin"
"1460","Roman Mendez"
"1461","Roman Pena"
"1462","Romario Gil"
"1463","Romer Cuadrado"
"1464","Ronald Belisario"
"1465","Ronald Bolaños"
"1466","Ronald Medrano"
"1467","Ronald Peña"
"1468","Ronnie Williams"
"1469","Ronnier Mustelier"
"1470","Ronny Rodríguez"
"1471","Roque Salinas"
"1472","Rosman Verdugo"
"1473","Roy Morales"
"1474","Ruben Molina"
"1475","Ruben Sosa"
"1476","Rubén Tejada"
"1477","Rubi Silva"
"1478","Ruddy Acosta"
"1479","Rudy Flores"
"1480","Rudy Martin"
"1481","Rusber Estrada"
"1482","Rusney Castillo"
"1483","Ryan Aguilar"
"1484","Ryan Castellani"
"1485","Ryan Flores"
"1486","Ryan Garton"
"1487","Ryan Grotjohn"
"1488","Ryan Hernandez"
"1489","Ryan Kelly"
"1490","Ryan Kussmaul"
"1491","Ryan Meisinger"
"1492","Ryan Sherriff"
"1493","Salvador Valdez"
"1494","Sam Bordner"
"1495","Sam Clay"
"1496","Sam Dyson"
"1497","Sam Travis"
"1498","Sam Tuivailala"
"1499","Samar Leyva"
"1500","Sammy Peralta"
"1501","Sammy Solís"
"1502","Samuel Adames"
"1503","Samuel Alvarado"
"1504","Samuel Burgos"
"1505","Samuel Favela"
"1506","Samuel Zazueta"
"1507","Sandber Pimentel"
"1508","Santiago Chávez"
"1509","Santiago Elizondo"
"1510","Santiago Gonzalez"
"1511","Santiago Gutierrez"
"1512","Sasagi Sanchez"
"1513","Saul Arias"
"1514","Saul Castellanos"
"1515","Saul Garza"
"1516","Saul Vazquez"
"1517","Scott Harkin"
"1518","Sean Nolin"
"1519","Sean Poppen"
"1520","Sean Rackoski"
"1521","Sebastian Diaz"
"1522","Sebastián Elizalde"
"1523","Sebastian Garcia"
"1524","Sebastian Rodriguez"
"1525","Sebastian Valle"
"1526","Sergio Alvarado"
"1527","Sergio Barthelemy"
"1528","Sergio Burruel"
"1529","Sergio Garcia"
"1530","Sergio Macias"
"1531","Sergio Perez"
"1532","Sergio Rodriguez"
"1533","Seuly Matias"
"1534","Severino González"
"1535","Shane Barringer"
"1536","Shane Robinson"
"1537","Shaun Anderson"
"1538","Shea Spitzbarth"
"1539","Shed Long Jr."
"1540","Silvino Bracho"
"1541","Símon Muzziotti"
"1542","Skylar Arias"
"1543","Sócrates Brito"
"1544","Solomon Bates"
"1545","Spencer Jones"
"1546","Spencer Patton"
"1547","Stefen Romero"
"1548","Stephen Gonsalves"
"1549","Stephen Nogosek"
"1550","Stephen Tarpley"
"1551","Sterling Sharp"
"1552","Steve Carrillo"
"1553","Steven Fuentes"
"1554","Steven Moyers"
"1555","Stevie Ledesma"
"1556","T.J. White"
"1557","T.J. Zeuch"
"1558","Takeru Ohashi"
"1559","Tanner Anderson"
"1560","Taylor Cole"
"1561","Taylor Hill"
"1562","Taylor Lehman"
"1563","Taylor Motter"
"1564","Taylor Williams"
"1565","Tayron Guerrero"
"1566","Teddy Stankiewicz"
"1567","Terance Marin"
"1568","Theo Denlinger"
"1569","Thomas McIlraith"
"1570","Thomas Melgarejo"
"1571","Thomas Ponticelli"
"1572","Ti'Quan Forbes"
"1573","Tiago Da Silva"
"1574","Tim Peterson"
"1575","Tito Polo"
"1576","Tom de Blok"
"1577","Tom Hackimer"
"1578","Tomas Solis"
"1579","Tomás Telis"
"1580","Tommy Milone"
"1581","Tommy Romero"
"1582","Tomo Otosaka"
"1583","Tomohiro Anraku"
"1584","Tony Amezcua"
"1585","Tony Cordova"
"1586","Tony Guerra"
"1587","Travis Banwart"
"1588","Travis Lakins Sr."
"1589","Tres Barrera"
"1590","Trevor Clifton"
"1591","Trevor Kelley"
"1592","Ty Madrigal"
"1593","Tyler Alexander"
"1594","Tyler Beardsley"
"1595","Tyler Danish"
"1596","Tyler Duffey"
"1597","Tyler Eppler"
"1598","Tyler Thomas"
"1599","Tyler Viza"
"1600","Tyler Wilson"
"1601","Tyson Perez"
"1602","Ulises Joaquin"
"1603","Ulises Lopez"
"1604","Vicente Valenzuela"
"1605","Victor Buelna"
"1606","Victor Garcia"
"1607","Victor Landeta"
"1608","Victor Marquez"
"1609","Victor Mendoza"
"1610","Victor Morales"
"1611","Victor Rodriguez"
"1612","Victor Ruiz"
"1613","Victor Sepulveda"
"1614","Victor Vargas"
"1615","Vidal Nuño"
"1616","Vidal Sotelo"
"1617","Vimael Machín"
"1618","Vinnie Tarantola"
"1619","Vladimir Gutierrez"
"1620","Walker Lockett"
"1621","Walter Ibarra"
"1622","Walter Silva"
"1623","Wandisson Charles"
"1624","Webster Rivas"
"1625","Wendell Floranus"
"1626","Wendell Rijo"
"1627","Wendolyn Bautista"
"1628","West Tunnell"
"1629","Wilfredo Boscan"
"1630","Wilfredo Ledezma"
"1631","Wilfredo Ramirez"
"1632","Wilfredo Tovar"
"1633","Wilin Rosario"
"1634","Wilking Rodríguez"
"1635","Williams Jerez"
"1636","Williams Pérez"
"1637","Williams Ramirez"
"1638","Willians Astudillo"
"1639","Willie Calhoun"
"1640","Wilmer Difo"
"1641","Wilmer Font"
"1642","Wilmer Rios"
"1643","Wilson Garcia"
"1644","Winston Lavendier"
"1645","Wirfin Obispo"
"1646","Wladimir Balentien"
"1647","Wynton Bernard"
"1648","Xavier Batista"
"1649","Xavier Fernández"
"1650","Xorge Carrillo"
"1651","Yadiel Hernandez"
"1652","Yadir Drake"
"1653","Yairo Muñoz"
"1654","Yamaico Navarro"
"1655","Yamil Castillo"
"1656","Yancarlo Angulo"
"1657","Yandy Yanes"
"1658","Yangervis Solarte"
"1659","Yanlun Zhang"
"1660","Yapson Gomez"
"1661","Yaramil Hiraldo"
"1662","Yariel Gonzalez"
"1663","Yasiel Puig"
"1664","Yasutomo Kubo"
"1665","Yaya Chentouf"
"1666","Yefri Pérez"
"1667","Yeison Asencio"
"1668","Yeison Coca"
"1669","Yennsy Díaz"
"1670","Yermín Mercedes"
"1671","Yeury Gervacio"
"1672","Yoan López"
"1673","Yoandy Cruz"
"1674","Yoanner Negrin"
"1675","Yoanys Quiala"
"1676","Yoen Socarras"
"1677","Yoennis Yera"
"1678","Yojhan Quevedo"
"1679","Yonathan Daza"
"1680","Yordanys Linares"
"1681","Yordi Martinez"
"1682","Yordy Cabrera"
"1683","Yorman Rodriguez"
"1684","Yorvin Pantoja"
"1685","Yosmany Guerra"
"1686","Yosshel Hurtado"
"1687","Yousamot Cota"
"1688","Yunesky Maya"
"1689","Yurisbel Gracial"
"1690","Zac Grotz"
"1691","Zac Lowther"
"1692","Zac Rosscup"
"1693","Zach Hartman"
"1694","Zach Matson"
"1695","Zach Mort"
"1696","Zach Muckenhirn"
"1697","Zach Phillips"
"1698","Zack Leban"
"1699","Zoilo Almonte"
