"","Season","wOBA","wOBAScale","wHBP","wBB","w1B","w2B","w3B","wHR","R/PA","cFIP"
"1",2023,0.309161231117088,1.14708712679164,0.798837144354186,0.771259642571378,0.943566252533218,1.1210070320448,1.60305923572681,2.01218622718844,0.132,3.66303925099028
"2",2024,0.314939649745466,1.14577037109752,0.790504068052228,0.772176288529149,0.929095582870233,1.11843623421705,1.74507827079047,2.01755529628011,0.141,3.81273004963727
