"","Year","Name","Team","POS","GP","GS","INN","TC","RF/G","RF/9","TE","CERA","CI"
"278","2021","Greifer Andrade","AGS","RF",4,3,"25.0",4,"1.00","1.44",0,NA,NA
"279","2021","Fabian Anguamea","TIG","P",22,0,"25.0",11,"0.50","3.96",0,NA,NA
"280","2021","Armando Anguis","OAX","P",11,0,"11.1",2,"0.18","1.64",0,NA,NA
"281","2021","Yancarlo Angulo","DUR","LF",14,13,"113.1",25,"1.79","1.99",0,NA,NA
"282","2021","Bryant Aragon","LAG","1B",2,1,"9.0",15,"7.50","15.00",0,NA,NA
"283","2021","Armando Araiza","MEX","P",15,0,"15.0",1,"0.07","0.60",0,NA,NA
"284","2021","Bryan Araiza","OAX","1B",7,3,"34.0",39,"5.57","10.32",0,NA,NA
"285","2021","Bryan Araiza","OAX","LF",10,10,"81.0",10,"1.00","1.11",0,NA,NA
"286","2021","Elvis Araujo","MTY","P",16,12,"63.0",5,"0.31","0.71",0,NA,NA
"287","2021","Francisco Arcia","MTY","1B",1,0,"3.0",2,"2.00","6.00",0,NA,NA
"288","2021","Gabriel Arias","PUE","P",3,2,"11.2",5,"1.67","4.09",0,NA,NA
"289","2021","Jonathan Aro","GDL","P",26,0,"24.0",5,"0.19","1.88",0,NA,NA
"290","2021","Eduardo Arredondo","VER","1B",2,2,"18.0",11,"5.50","5.50",0,NA,NA
"291","2021","Eduardo Arredondo","VER","CF",1,1,"5.0",2,"2.00","3.60",0,NA,NA
"292","2021","Felipe Arredondo","TIG","P",28,1,"40.0",8,"0.29","1.80",0,NA,NA
"293","2021","Guillermo Arvizu","OAX","P",4,1,"6.1",2,"0.50","3.00",0,NA,NA
"294","2021","Jay Austin","MVA","LF",5,5,"44.0",10,"2.00","2.05",0,NA,NA
"295","2021","Marco Avena","CAM","C",1,0,"2.0",2,"2.00","9.00",0,"22.50",0
"296","2021","Andres Ayon","SLT","LF",4,0,"11.0",1,"0.25","0.82",0,NA,NA
"297","2021","Manuel Baez","LAG","P",28,0,"26.1",7,"0.25","2.42",0,NA,NA
"298","2021","Manny Bañuelos","MTY","P",3,2,"10.0",2,"0.67","1.80",0,NA,NA
"299","2021","Arturo Barradas","PUE","P",25,0,"18.0",5,"0.20","2.50",0,NA,NA
"300","2021","Jesus Barraza","VER","P",32,0,"31.0",6,"0.19","1.74",0,NA,NA
"301","2021","Raul Barron","TIG","P",18,0,"15.1",5,"0.28","3.00",0,NA,NA
"302","2021","Sergio Barthelemy","CAM","LF",4,4,"38.1",13,"3.25","3.08",0,NA,NA
"303","2021","Gerson Bautista","MEX","P",22,0,"22.2",3,"0.14","1.23",0,NA,NA
"304","2021","Ronald Belisario","CAM","P",21,0,"23.0",3,"0.14","1.17",0,NA,NA
"305","2021","Rogelio Bernal","DUR","P",13,11,"50.2",3,"0.23","0.54",0,NA,NA
"306","2021","Brennan Bernardino","TIJ","P",17,3,"24.0",4,"0.24","1.50",0,NA,NA
"307","2021","Liarvis Breto","LAR","P",20,5,"36.2",6,"0.30","1.50",0,NA,NA
"308","2021","Geoff Broussard","LAR","P",35,0,"44.1",12,"0.34","2.45",0,NA,NA
"309","2021","Fernando Burgueno","LAG","P",10,0,"10.2",1,"0.10","0.90",0,NA,NA
"310","2021","Carlos Bustamante","MVA","P",20,0,"21.2",3,"0.15","1.29",0,NA,NA
"311","2021","Mario Cabrera","OAX","RF",3,3,"24.0",8,"2.67","3.00",0,NA,NA
"312","2021","Yordy Cabrera","TIG","P",5,1,"10.0",1,"0.20","0.90",0,NA,NA
"313","2021","Juan Raul Camacho","GDL","LF",1,0,"5.0",1,"1.00","1.80",0,NA,NA
"314","2021","Arquimedes Caminero","MEX","P",16,0,"18.0",2,"0.13","1.00",0,NA,NA
"315","2021","Leonel Campos","LEO","P",9,0,"7.1",1,"0.11","1.29",0,NA,NA
"316","2021","Arel Campoy","LAG","3B",5,0,"9.2",3,"0.60","3.00",0,NA,NA
"317","2021","Jorge Cantu","MEX","1B",20,18,"168.0",178,"8.90","9.54",0,NA,NA
"318","2021","Daniel Carbonell","CAM","RF",6,6,"52.0",13,"2.17","2.25",0,NA,NA
"319","2021","Adalberto Carrillo","TIJ","LF",14,6,"69.1",10,"0.71","1.30",0,NA,NA
"320","2021","Adalberto Carrillo","TIJ","CF",2,1,"12.0",2,"1.00","1.50",0,NA,NA
"321","2021","Adalberto Carrillo","TIJ","RF",7,5,"49.0",14,"2.00","2.57",0,NA,NA
"322","2021","Raul Carrillo","SLT","P",11,11,"45.1",10,"0.91","2.00",0,NA,NA
"323","2021","Xorge Carrillo","TIJ","C",8,5,"44.0",49,"6.13","10.02",0,"3.27",0
"324","2021","Anthony Carter","SLT","P",18,0,"17.1",3,"0.17","1.59",0,NA,NA
"325","2021","Chris Carter","MVA","1B",2,2,"20.0",20,"10.00","9.00",0,NA,NA
"326","2021","Andrew Case","TAB","P",10,0,"10.0",4,"0.40","3.60",0,NA,NA
"327","2021","Antonio Castaneda","MEX","CF",10,2,"33.2",8,"0.80","2.18",0,NA,NA
"328","2021","Antonio Castaneda","MEX","RF",5,2,"23.0",7,"1.40","2.74",0,NA,NA
"329","2021","Felipe Castaneda","LEO","P",14,5,"36.2",8,"0.57","2.00",0,NA,NA
"330","2021","Jonathan Castellanos","TIG","P",2,2,"3.1",1,"0.50","3.00",0,NA,NA
"331","2021","Saul Castellanos","SLT","P",25,3,"40.0",3,"0.12","0.68",0,NA,NA
"332","2021","Cristian Castillo","LEO","P",12,12,"69.2",11,"0.92","1.43",0,NA,NA
"333","2021","Jesus Adrian Castillo","CAM","P",9,4,"17.2",2,"0.22","1.06",0,NA,NA
"334","2021","Luis Castillo","CAM","P",13,0,"20.0",4,"0.31","1.80",0,NA,NA
"335","2021","Daniel Castro","TIJ","2B",9,8,"72.0",47,"5.22","5.88",0,NA,NA
"336","2021","Daniel Castro","TIJ","3B",2,1,"12.0",7,"3.50","5.25",0,NA,NA
"337","2021","Jibran Castro","SLT","C",1,0,"4.2",2,"2.00","4.50",0,"7.71",0
"338","2021","Julian Castro","AGS","3B",9,9,"71.1",19,"2.11","2.41",0,NA,NA
"339","2021","Julian Castro","AGS","SS",2,0,"5.2",2,"1.00","3.60",0,NA,NA
"340","2021","Linder Castro","AGS","P",20,0,"23.2",1,"0.05","0.39",0,NA,NA
"341","2021","Henry Centeno","AGS","P",4,4,"12.2",2,"0.50","1.50",0,NA,NA
"342","2021","Ricardo Chapa","LAR","P",11,0,"20.1",8,"0.73","3.60",0,NA,NA
"343","2021","Angel Chavarin","TAB","C",12,8,"77.0",56,"4.67","6.55",0,"4.56",0
"344","2021","Manuel Chavez","YUC","P",25,1,"25.1",1,"0.04","0.36",0,NA,NA
"345","2021","Jesus Cordova","PUE","C",1,0,"2.0",3,"3.00","13.50",0,"0.00",0
"346","2021","Tony Cordova","OAX","P",20,0,"18.2",1,"0.05","0.50",0,NA,NA
"347","2021","Daniel Cornejo","LEO","LF",4,3,"28.0",8,"2.00","2.57",0,NA,NA
"348","2021","Daniel Cornejo","LEO","CF",7,6,"51.1",6,"0.86","1.06",0,NA,NA
"349","2021","Daniel Cornejo","LEO","RF",12,1,"30.0",6,"0.50","1.80",0,NA,NA
"350","2021","Joshua Corrales","TIJ","P",19,0,"21.0",2,"0.11","0.86",0,NA,NA
"351","2021","Lisban Correa","TAB","1B",17,17,"145.0",139,"8.18","8.63",0,NA,NA
"352","2021","Juan Cossio","TIG","P",16,2,"36.1",8,"0.50","2.00",0,NA,NA
"353","2021","Luis Cossio","PUE","LF",8,6,"53.1",15,"1.88","2.55",0,NA,NA
"354","2021","Luis Cossio","PUE","CF",4,2,"17.0",3,"0.75","1.59",0,NA,NA
"355","2021","Fabian Cota","OAX","P",15,9,"49.1",7,"0.47","1.29",0,NA,NA
"356","2021","Rashad Crawford","TIJ","LF",8,7,"59.1",10,"1.25","1.53",0,NA,NA
"357","2021","Rashad Crawford","TIJ","CF",8,5,"54.1",12,"1.50","2.00",0,NA,NA
"358","2021","Aloysius Cruz","TAB","C",9,0,"14.0",19,"2.11","12.21",0,"0.64",0
"359","2021","Daniel Cruz","LEO","P",18,2,"26.0",1,"0.06","0.35",0,NA,NA
"360","2021","Fernando Cruz","GDL","P",26,0,"26.1",7,"0.27","2.42",0,NA,NA
"361","2021","Luis Alfonso Cruz","TIJ","2B",3,2,"15.2",8,"2.67","4.80",0,NA,NA
"362","2021","Luis Leroy Cruz","LEO","P",10,10,"55.1",9,"0.90","1.47",0,NA,NA
"363","2021","Manuel Cruz","TAB","C",2,0,"2.2",3,"1.50","13.50",0,"20.25",0
"364","2021","Tiago Da Silva","DUR","P",20,5,"48.2",11,"0.55","2.06",0,NA,NA
"365","2021","Johnny Davis","GDL","CF",11,11,"85.0",29,"2.64","3.07",0,NA,NA
"366","2021","Daniel De La Fuente","AGS","P",6,0,"4.2",1,"0.17","2.25",0,NA,NA
"367","2021","Luis De La O","LEO","P",26,0,"21.1",3,"0.12","1.29",0,NA,NA
"368","2021","Raul De Los Reyes","VER","P",29,0,"30.0",4,"0.14","1.20",0,NA,NA
"369","2021","Luis De Luna","SLT","P",33,0,"39.1",5,"0.15","1.15",0,NA,NA
"370","2021","Irwin Delgado","VER","P",12,10,"38.2",8,"0.67","1.89",0,NA,NA
"371","2021","Kristian Delgado","SLT","2B",2,1,"11.0",10,"5.00","8.18",0,NA,NA
"372","2021","Michael Devine","TIJ","P",10,10,"65.1",8,"0.80","1.11",0,NA,NA
"373","2021","Frank Diaz","LEO","1B",1,0,"4.0",5,"5.00","11.25",0,NA,NA
"374","2021","Frank Diaz","LEO","RF",9,9,"76.0",20,"2.22","2.37",0,NA,NA
"375","2021","Sebastian Diaz","CAM","2B",3,1,"8.0",4,"1.33","4.50",0,NA,NA
"376","2021","Nattino Diplan","MVA","P",4,1,"10.0",1,"0.25","0.90",0,NA,NA
"377","2021","Isaac Dominguez","TIG","3B",1,0,"3.0",1,"1.00","3.00",0,NA,NA
"378","2021","Isaac Dominguez","TIG","LF",1,1,"9.0",1,"1.00","1.00",0,NA,NA
"379","2021","Isaac Dominguez","TIG","RF",13,8,"73.0",14,"1.08","1.73",0,NA,NA
"380","2021","Yadir Drake","YUC","LF",5,5,"44.0",8,"1.60","1.64",0,NA,NA
"381","2021","Yadir Drake","YUC","RF",50,49,"404.0",97,"1.94","2.16",0,NA,NA
"382","2021","Norman Elenes","MTY","P",38,0,"36.2",5,"0.13","1.25",0,NA,NA
"383","2021","Sebastián Elizalde","MTY","1B",3,0,"5.0",3,"1.00","5.40",0,NA,NA
"384","2021","Sebastián Elizalde","MTY","RF",25,25,"201.1",43,"1.72","1.93",0,NA,NA
"385","2021","Geno Encina","MVA","P",21,0,"23.1",7,"0.33","2.74",0,NA,NA
"386","2021","Angel Erro","TIG","1B",3,0,"5.0",8,"2.67","14.40",0,NA,NA
"387","2021","Angel Erro","TIG","2B",7,6,"53.2",29,"4.14","4.92",0,NA,NA
"388","2021","Christopher Escarrega","MTY","C",6,0,"11.0",8,"1.33","6.55",0,"5.73",0
"389","2021","Roberto Espinosa","MTY","P",21,1,"19.0",6,"0.29","2.84",0,NA,NA
"390","2021","Jesse Estrada","GDL","P",10,10,"48.0",8,"0.80","1.50",0,NA,NA
"391","2021","Jesus Fabela","MEX","CF",6,5,"35.0",12,"2.00","3.09",0,NA,NA
"392","2021","Samuel Favela","VER","C",4,1,"19.0",22,"5.50","10.42",0,"9.95",0
"393","2021","Carlos Felix","SLT","P",12,0,"13.1",3,"0.25","2.08",0,NA,NA
"394","2021","Jose Heberto Felix","AGS","1B",1,1,"8.0",10,"10.00","11.25",0,NA,NA
"395","2021","Francisco Ferreiro","LAG","CF",4,4,"31.0",8,"2.00","2.32",0,NA,NA
"396","2021","Francisco Ferreiro","LAG","RF",7,4,"40.1",9,"1.29","2.03",0,NA,NA
"397","2021","Edwin Fierro","MEX","P",28,0,"24.2",1,"0.04","0.38",0,NA,NA
"398","2021","Jose Augusto Figueroa","VER","LF",18,13,"108.2",18,"1.00","1.50",0,NA,NA
"399","2021","Jose Augusto Figueroa","VER","CF",10,7,"64.0",9,"0.90","1.27",0,NA,NA
"400","2021","Jose Augusto Figueroa","VER","RF",9,3,"49.0",9,"1.00","1.65",0,NA,NA
"401","2021","Aldo Flores","AGS","2B",7,3,"39.0",29,"4.14","6.69",0,NA,NA
"402","2021","Aldo Flores","AGS","3B",3,3,"26.0",7,"2.33","2.42",0,NA,NA
"403","2021","Jorge Flores","YUC","3B",1,0,"2.2",2,"2.00","9.00",0,NA,NA
"404","2021","Kevin Flores","VER","2B",10,4,"45.0",33,"3.30","6.60",0,NA,NA
"405","2021","Kevin Flores","VER","3B",9,4,"50.0",9,"1.00","1.62",0,NA,NA
"406","2021","Marc Flores","AGS","1B",11,11,"84.2",71,"6.45","7.61",0,NA,NA
"407","2021","Oziel Flores","VER","2B",1,0,"4.0",2,"2.00","4.50",0,NA,NA
"408","2021","Oziel Flores","VER","RF",8,4,"39.1",11,"1.38","2.54",0,NA,NA
"409","2021","Edison Frias","VER","P",3,3,"10.0",1,"0.33","0.90",0,NA,NA
"410","2021","Jose Gaitan","VER","CF",4,3,"29.0",7,"1.75","2.17",0,NA,NA
"411","2021","Joe Galindo","PUE","P",16,2,"18.1",2,"0.13","1.00",0,NA,NA
"412","2021","Augie Gallardo","LEO","P",17,0,"17.0",1,"0.06","0.53",0,NA,NA
"413","2021","Alex Gallegos","LAG","P",19,0,"20.2",4,"0.21","1.80",0,NA,NA
"414","2021","Hector Galvan","GDL","P",12,7,"30.2",1,"0.08","0.30",0,NA,NA
"415","2021","Eddie Gamboa","MTY","P",5,5,"25.0",4,"0.80","1.44",0,NA,NA
"416","2021","Miguel Gamboa","PUE","2B",3,0,"3.2",1,"0.33","3.00",0,NA,NA
"417","2021","Alan Garcia","MVA","LF",20,11,"120.0",19,"0.95","1.43",0,NA,NA
"418","2021","Edson Garcia","TIJ","1B",1,1,"8.0",6,"6.00","6.75",0,NA,NA
"419","2021","Edson Garcia","TIJ","2B",5,1,"25.0",11,"2.20","3.96",0,NA,NA
"420","2021","Edson Garcia","TIJ","LF",7,3,"33.0",4,"0.57","1.09",0,NA,NA
"421","2021","Edson Garcia","TIJ","CF",4,2,"22.0",4,"1.00","1.64",0,NA,NA
"422","2021","Edson Garcia","TIJ","RF",5,0,"8.1",2,"0.40","2.25",0,NA,NA
"423","2021","Gabriel Garcia","MTY","P",12,12,"65.1",2,"0.17","0.28",0,NA,NA
"424","2021","Gerardo Garcia","TAB","2B",9,2,"33.2",27,"3.00","7.36",0,NA,NA
"425","2021","Jesus Garcia","TIG","P",27,0,"24.1",4,"0.15","1.50",0,NA,NA
"426","2021","Juan Carlos Garcia","AGS","C",15,9,"76.0",83,"5.53","9.83",0,"8.29",0
"427","2021","Sebastian Garcia","OAX","SS",1,0,"3.0",2,"2.00","6.00",0,NA,NA
"428","2021","Anthony García","GDL","1B",2,0,"3.0",5,"2.50","15.00",0,NA,NA
"429","2021","Anthony García","GDL","RF",34,34,"268.1",60,"1.76","2.01",0,NA,NA
"430","2021","Jonas Garibay","YUC","P",8,0,"7.2",1,"0.13","1.29",0,NA,NA
"431","2021","Ryan Garton","MVA","P",8,0,"9.0",1,"0.13","1.00",0,NA,NA
"432","2021","Antonio Garzon","CAM","P",27,0,"22.1",8,"0.30","3.27",0,NA,NA
"433","2021","Koby Gauna","DUR","P",33,0,"28.0",6,"0.18","1.93",0,NA,NA
"434","2021","Leo German","VER","LF",24,19,"161.2",37,"1.54","2.07",0,NA,NA
"435","2021","Leo German","VER","CF",16,6,"70.2",24,"1.50","3.09",0,NA,NA
"436","2021","Leo German","VER","RF",3,1,"20.0",5,"1.67","2.25",0,NA,NA
"437","2021","Anthony Giansanti","MTY","RF",6,5,"45.0",12,"2.00","2.40",0,NA,NA
"438","2021","Romario Gil","CAM","P",8,8,"36.0",6,"0.75","1.50",0,NA,NA
"439","2021","Granden Goetzman","TIG","LF",1,1,"9.0",6,"6.00","6.00",0,NA,NA
"440","2021","Amilcar Gomez","AGS","LF",18,14,"116.0",25,"1.39","1.94",0,NA,NA
"441","2021","Leuris Gomez","LAG","P",3,3,"13.0",1,"0.33","0.69",0,NA,NA
"442","2021","Yapson Gomez","MEX","P",15,2,"23.1",4,"0.27","1.57",0,NA,NA
"443","2021","Edgar Gonzalez","MVA","P",14,12,"50.0",6,"0.43","1.08",0,NA,NA
"444","2021","Jorge Gonzalez","AGS","RF",3,2,"15.0",3,"1.00","1.80",0,NA,NA
"445","2021","Orlando Gonzalez","SLT","P",7,0,"11.1",1,"0.14","0.82",0,NA,NA
"446","2021","Cade Gotta","AGS","RF",1,0,"1.0",1,"1.00","9.00",0,NA,NA
"447","2021","Mikell Granberry","VER","C",20,7,"89.0",68,"3.40","6.88",0,"4.96",0
"448","2021","Mikell Granberry","VER","1B",7,4,"41.1",31,"4.43","6.80",0,NA,NA
"449","2021","Mikell Granberry","VER","3B",1,0,"3.0",1,"1.00","3.00",0,NA,NA
"450","2021","Mikell Granberry","VER","RF",1,0,"2.0",1,"1.00","4.50",0,NA,NA
"451","2021","Yosmany Guerra","TIG","2B",10,6,"57.2",28,"2.80","4.42",0,NA,NA
"452","2021","Yosmany Guerra","TIG","3B",2,0,"7.0",3,"1.50","3.86",0,NA,NA
"453","2021","Daniel Guerrero","AGS","P",4,2,"6.0",1,"0.25","1.50",0,NA,NA
"454","2021","Hector Guerrero","TIG","3B",14,12,"91.0",37,"2.64","3.66",0,NA,NA
"455","2021","Ivan Guerrero","VER","2B",1,0,"10.0",5,"5.00","4.50",0,NA,NA
"456","2021","Jason Gurka","GDL","P",16,0,"13.2",3,"0.19","2.08",0,NA,NA
"457","2021","Beder Gutierrez","LAR","LF",5,0,"9.2",2,"0.40","2.00",0,NA,NA
"458","2021","Beder Gutierrez","LAR","CF",4,2,"24.1",2,"0.50","0.75",0,NA,NA
"459","2021","Beder Gutierrez","LAR","RF",12,1,"26.0",9,"0.75","3.12",0,NA,NA
"460","2021","David Gutierrez","YUC","P",34,0,"33.2",4,"0.12","1.09",0,NA,NA
"461","2021","Gabriel Gutierrez","TIJ","1B",1,1,"6.0",7,"7.00","10.50",0,NA,NA
"462","2021","Antonio Guzman","TAB","P",9,0,"14.1",1,"0.11","0.64",0,NA,NA
"463","2021","Marco Guzman","CAM","LF",1,0,"3.2",2,"2.00","6.00",0,NA,NA
"464","2021","Marco Guzman","CAM","RF",2,2,"15.0",1,"0.50","0.60",0,NA,NA
"465","2021","Miguel Guzman","PUE","LF",4,4,"28.0",7,"1.75","2.25",0,NA,NA
"466","2021","Miguel Guzman","PUE","CF",8,8,"58.0",16,"2.00","2.48",0,NA,NA
"467","2021","Héctor Gómez","VER","1B",1,0,"1.0",2,"2.00","18.00",0,NA,NA
"468","2021","Kodai Hamaya","VER","P",3,2,"13.1",2,"0.67","1.38",0,NA,NA
"469","2021","Conor Harber","TIG","P",14,13,"55.0",11,"0.79","1.80",0,NA,NA
"470","2021","Casey Harman","YUC","P",4,4,"16.1",3,"0.75","1.69",0,NA,NA
"471","2021","Esteban Haro","PUE","P",29,0,"26.1",6,"0.21","2.08",0,NA,NA
"472","2021","Francisco Haro","CAM","P",18,0,"16.1",2,"0.11","1.13",0,NA,NA
"473","2021","Jose Haros","DUR","P",15,4,"38.1",8,"0.53","1.89",0,NA,NA
"474","2021","Leo Heras","GDL","LF",43,41,"325.1",59,"1.37","1.63",0,NA,NA
"475","2021","Leo Heras","GDL","CF",5,3,"26.0",5,"1.00","1.73",0,NA,NA
"476","2021","Ferrol Heredia","VER","P",9,1,"12.2",2,"0.22","1.50",0,NA,NA
"477","2021","Luis Heredia","OAX","P",7,1,"9.0",3,"0.43","3.00",0,NA,NA
"478","2021","Carlos Hernandez","TIJ","P",10,10,"50.2",5,"0.50","0.90",0,NA,NA
"479","2021","Felipe Hernandez","TIG","P",4,1,"4.2",1,"0.25","2.25",0,NA,NA
"480","2021","Francisco Hernandez","LAG","LF",7,5,"43.0",5,"0.71","1.05",0,NA,NA
"481","2021","Francisco Hernandez","LAG","CF",25,21,"196.1",51,"2.04","2.34",0,NA,NA
"482","2021","Hector Hernandez","VER","1B",3,0,"17.1",18,"6.00","9.53",0,NA,NA
"483","2021","Hector Hernandez","VER","SS",10,5,"35.1",19,"1.90","4.89",0,NA,NA
"484","2021","Josuan Hernandez","SLT","1B",13,4,"41.2",42,"3.23","9.22",0,NA,NA
"485","2021","Josuan Hernandez","SLT","RF",15,13,"108.0",28,"1.87","2.33",0,NA,NA
"486","2021","Gorkys Hernández","MEX","LF",5,4,"28.0",6,"1.20","1.93",0,NA,NA
"487","2021","Óscar Hernández","TIJ","C",12,11,"91.1",70,"5.83","6.92",0,"3.35",0
"488","2021","Óscar Hernández","TIJ","1B",2,1,"9.0",12,"6.00","12.00",0,NA,NA
"489","2021","Kurt Heyer","PUE","P",3,1,"4.1",1,"0.33","2.25",0,NA,NA
"490","2021","David Holmberg","SLT","P",4,3,"20.0",1,"0.25","0.45",0,NA,NA
"491","2021","Jesus Huerta","PUE","P",19,0,"23.2",5,"0.26","1.96",0,NA,NA
"492","2021","Yosshel Hurtado","PUE","P",28,0,"22.1",7,"0.25","2.86",0,NA,NA
"493","2021","Christian Ibarra","GDL","3B",3,0,"6.0",2,"0.67","3.00",0,NA,NA
"494","2021","Jorge Ibarra","LAR","P",24,1,"21.0",1,"0.04","0.43",0,NA,NA
"495","2021","Marco Jaime","YUC","2B",10,6,"57.0",26,"2.60","4.11",0,NA,NA
"496","2021","Daniel Jimenez","MEX","RF",11,3,"35.0",9,"0.82","2.31",0,NA,NA
"497","2021","Isaac Jimenez","DUR","P",28,0,"25.0",3,"0.11","1.08",0,NA,NA
"498","2021","Luis Jimenez","CAM","1B",1,0,"5.0",6,"6.00","10.80",0,NA,NA
"499","2021","Mario Jimenez","TAB","P",24,0,"24.0",2,"0.08","0.75",0,NA,NA
"500","2021","Ulises Joaquin","OAX","P",28,1,"33.0",4,"0.14","1.09",0,NA,NA
"501","2021","Jonathan Jones","YUC","CF",17,15,"128.0",26,"1.53","1.83",0,NA,NA
"502","2021","Luis Juarez","YUC","LF",22,22,"172.0",31,"1.41","1.62",0,NA,NA
"503","2021","Jair Jurrjens","OAX","P",7,7,"38.0",2,"0.29","0.47",0,NA,NA
"504","2021","Juan Kirk","PUE","1B",1,0,"1.0",1,"1.00","9.00",0,NA,NA
"505","2021","Winston Lavendier","GDL","P",18,0,"15.0",3,"0.17","1.80",0,NA,NA
"506","2021","Erick Leal","AGS","P",12,11,"54.2",9,"0.75","1.50",0,NA,NA
"507","2021","Wilfredo Ledezma","LAR","P",3,3,"11.0",1,"0.33","0.82",0,NA,NA
"508","2021","Jorge Leo","MEX","P",16,4,"26.1",3,"0.19","1.04",0,NA,NA
"509","2021","Julian Leon","MEX","C",31,29,"233.1",200,"6.45","7.73",0,"4.28",0
"510","2021","Maxwell Leon","VER","2B",2,0,"5.0",6,"3.00","10.80",0,NA,NA
"511","2021","Maxwell Leon","VER","LF",3,2,"21.0",2,"0.67","0.86",0,NA,NA
"512","2021","Alberto Leyva","LAG","P",30,0,"26.0",10,"0.33","3.46",0,NA,NA
"513","2021","Elian Leyva","CAM","P",11,10,"46.2",12,"1.09","2.35",0,NA,NA
"514","2021","Alex Liddi","YUC","1B",3,0,"4.0",2,"0.67","4.50",0,NA,NA
"515","2021","Yordanys Linares","MTY","LF",2,2,"15.1",2,"1.00","1.20",0,NA,NA
"516","2021","Yordanys Linares","MTY","RF",2,0,"2.0",1,"0.50","4.50",0,NA,NA
"517","2021","Jose Lizarraga","TIG","C",31,23,"211.2",164,"5.29","7.00",0,"5.27",0
"518","2021","Derrick Loop","TAB","P",32,0,"32.2",7,"0.22","1.97",0,NA,NA
"519","2021","Abraham Lopez","YUC","C",10,6,"51.0",40,"4.00","7.06",0,"2.82",0
"520","2021","Alan Lopez","YUC","2B",8,5,"50.1",36,"4.50","6.48",0,NA,NA
"521","2021","Alan Lopez","YUC","LF",3,1,"10.0",2,"0.67","1.80",0,NA,NA
"522","2021","Alfredo Lopez","MVA","2B",8,0,"18.0",9,"1.13","4.50",0,NA,NA
"523","2021","Alfredo Lopez","MVA","LF",2,0,"3.0",1,"0.50","3.00",0,NA,NA
"524","2021","Alfredo Lopez","MVA","CF",3,1,"14.0",2,"0.67","1.29",0,NA,NA
"525","2021","Alfredo Lopez","MVA","RF",1,0,"1.0",1,"1.00","9.00",0,NA,NA
"526","2021","Elmer Lopez","DUR","CF",20,15,"137.1",49,"2.45","3.22",0,NA,NA
"527","2021","Elmer Lopez","DUR","RF",1,0,"2.0",2,"2.00","9.00",0,NA,NA
"528","2021","Jose Manuel Lopez","VER","P",23,0,"19.1",6,"0.26","2.84",0,NA,NA
"529","2021","Marco Lopez","SLT","3B",5,2,"28.1",9,"1.80","2.89",0,NA,NA
"530","2021","Ulises Lopez","AGS","P",28,0,"28.1",9,"0.32","2.89",0,NA,NA
"531","2021","Jesus Loya","DUR","LF",14,14,"111.0",26,"1.86","2.11",0,NA,NA
"532","2021","Jesus Loya","DUR","CF",7,5,"45.0",12,"1.71","2.40",0,NA,NA
"533","2021","Jesus Loya","DUR","RF",10,8,"66.0",19,"1.90","2.59",0,NA,NA
"534","2021","Josh Lueke","YUC","P",27,0,"29.0",7,"0.26","2.17",0,NA,NA
"535","2021","Jose Luna","TAB","1B",10,2,"33.0",29,"2.90","7.91",0,NA,NA
"536","2021","Jose Luna","TAB","LF",5,3,"38.0",8,"1.60","1.89",0,NA,NA
"537","2021","Jose Luna","TAB","RF",5,2,"28.0",8,"1.60","2.57",0,NA,NA
"538","2021","Juan Macias","TAB","P",12,2,"23.2",1,"0.08","0.39",0,NA,NA
"539","2021","Juan Macias","SLT","LF",5,1,"12.0",4,"0.80","3.00",0,NA,NA
"540","2021","Juan Macias","SLT","CF",8,0,"21.2",10,"1.25","4.29",0,NA,NA
"541","2021","Juan Macias","SLT","RF",3,1,"11.0",2,"0.67","1.64",0,NA,NA
"542","2021","Greg Mahle","LAR","P",3,3,"14.2",3,"1.00","1.93",0,NA,NA
"543","2021","Gerson Manzanillo","CAM","LF",11,5,"60.0",11,"1.00","1.65",0,NA,NA
"544","2021","Gerson Manzanillo","CAM","CF",3,3,"25.0",5,"1.67","1.80",0,NA,NA
"545","2021","Terance Marin","TIG","P",12,12,"61.1",18,"1.50","2.66",0,NA,NA
"546","2021","Chris Mariscal","LAG","1B",1,0,"1.0",1,"1.00","9.00",0,NA,NA
"547","2021","Chris Mariscal","LAG","3B",7,6,"51.0",14,"2.00","2.47",0,NA,NA
"548","2021","Luis Marquez","VER","P",11,0,"15.0",3,"0.27","1.80",0,NA,NA
"549","2021","Ignacio Marrujo","TAB","P",11,11,"56.1",4,"0.36","0.64",0,NA,NA
"550","2021","Andres Martin","MTY","CF",7,0,"17.0",2,"0.29","1.06",0,NA,NA
"551","2021","Alberth Martinez","DUR","LF",1,1,"8.0",1,"1.00","1.13",0,NA,NA
"552","2021","Alberth Martinez","DUR","CF",1,1,"6.0",1,"1.00","1.50",0,NA,NA
"553","2021","Alejandro Martinez","VER","P",17,3,"27.0",8,"0.47","2.67",0,NA,NA
"554","2021","Eddy Martinez","LAG","CF",11,11,"97.0",28,"2.55","2.60",0,NA,NA
"555","2021","Jeremy Martinez","MVA","1B",2,1,"12.0",14,"7.00","10.50",0,NA,NA
"556","2021","Jose Martinez","DUR","1B",5,3,"27.0",22,"4.40","7.33",0,NA,NA
"557","2021","Juan Martinez","LAR","1B",2,0,"5.0",4,"2.00","7.20",0,NA,NA
"558","2021","Miguel Martinez","AGS","P",5,0,"6.2",2,"0.40","3.00",0,NA,NA
