"","Year","Name","Team","POS","GP","GS","IP","GO","AO","NP","O","CG","SHO","BK","GO/AO","P/INN","K/BB","K/9","W/9","H/9","R/9","HR/9","K%","BB%","K-BB%","FIP"
"343","2021","James Russell","LAG","P",7,7,"34.1",34,45,543,103,0,0,0,"0.76","15.82","3.29","6.03","1.83","10.49","4.19","0.52",15.4,4.7,10.7,3.84
"344","2021","JC Ramírez","MEX","P",3,3,"14.2",20,16,223,44,0,0,0,"1.25","15.20","-.--","6.14","0.00","10.43","5.52","0.00",15.6,0,15.6,2.62
"345","2021","Juan Cossio","TIG","P",16,2,"36.1",38,38,568,109,0,0,0,"1.00","15.63","3.00","7.43","2.48","8.42","4.21","1.49",19.9,6.6,13.3,5.23
"346","2021","Matt Tenuta","MTY","P",9,9,"46.0",57,46,781,138,0,0,0,"1.24","16.98","2.13","6.26","2.93","10.76","5.28","0.98",15.5,7.3,8.2,4.88
"347","2021","Yoanner Negrin","YUC","P",11,11,"61.2",88,61,921,185,0,0,0,"1.44","14.94","2.23","4.23","1.90","9.49","3.94","0.15",11.2,5,6.2,3.91
"348","2021","Jenrry Mejia","LAG","P",26,0,"28.1",37,16,446,85,0,0,0,"2.31","15.74","3.25","8.26","2.54","9.53","4.13","0.64",22.2,6.8,15.4,3.74
"349","2021","Wilking Rodríguez","LAR","P",25,0,"28.1",20,29,451,85,0,0,0,"0.69","15.92","2.92","11.12","3.81","6.67","3.81","0.32",29.4,10.1,19.3,3.28
"350","2021","Joshua Corrales","TIJ","P",19,0,"21.0",17,23,370,63,0,0,0,"0.74","17.62","1.43","8.57","6.00","6.43","3.86","1.29",22.5,15.7,6.8,5.77
"351","2021","Vidal Sotelo","MEX","P",4,0,"4.2",7,3,96,14,0,0,0,"2.33","20.57","0.60","5.79","9.64","11.57","3.86","1.93",12.5,20.8,-8.3,9.05
"352","2021","Cristian Castillo","LEO","P",12,12,"69.2",99,60,1023,209,0,0,0,"1.65","14.68","2.92","4.52","1.55","9.82","4.13","0.52",12.3,4.2,8.1,4.16
"353","2021","Luis Angel Verdugo","CAM","P",18,5,"44.0",35,75,656,132,0,0,0,"0.47","14.91","1.14","3.27","2.86","8.39","4.91","1.23",8.8,7.7,1.1,5.88
"354","2021","Adrian Gusman","MTY","P",18,6,"41.0",64,30,656,123,0,0,2,"2.13","16.00","2.70","5.93","2.20","12.29","6.37","0.88",14.4,5.3,9.1,4.57
"355","2021","Radhames Liz","YUC","P",10,10,"52.1",58,46,819,157,2,0,1,"1.26","15.65","2.17","8.60","3.96","8.77","4.30","0.34",21.6,10,11.6,3.89
"356","2021","Fabian Anguamea","TIG","P",22,0,"25.0",27,24,427,75,0,0,0,"1.13","17.08","1.54","7.20","4.68","8.64","3.96","0.72",18,11.7,6.3,5.17
"357","2021","Jean Machi","MTY","P",24,0,"22.2",25,17,370,68,0,0,0,"1.47","16.32","4.17","9.93","2.38","9.13","5.16","1.19",25.8,6.2,19.6,4.26
"358","2021","Demetrio Gutierrez","CAM","P",12,11,"61.0",57,76,924,183,0,0,1,"0.75","15.15","2.05","5.75","2.80","8.26","4.43","1.18",15.7,7.7,8,5.22
"359","2021","Kodai Hamaya","VER","P",3,2,"13.1",12,4,253,40,0,0,0,"3.00","18.98","4.00","16.20","4.05","8.10","4.05","0.00",41.4,10.3,31.1,1.52
"360","2021","Ivan Salas","MTY","P",29,0,"28.2",40,21,462,86,0,0,0,"1.90","16.12","1.54","6.28","4.08","8.16","4.40","0.00",16.1,10.5,5.6,4.2
"361","2021","Yoen Socarras","PUE","P",11,6,"37.0",32,43,608,111,0,0,0,"0.74","16.43","2.29","7.78","3.41","9.73","4.62","0.97",19.8,8.6,11.2,4.7
"362","2021","Elvis Araujo","MTY","P",16,12,"63.0",51,62,1105,189,0,0,0,"0.82","17.54","2.52","9.71","3.86","9.86","4.71","0.86",24.5,9.7,14.8,4.23
"363","2021","Leuris Gomez","LAG","3B",3,3,"13.0",13,12,221,39,0,0,0,"1.08","17.00","4.67","9.69","2.08","8.31","4.15","0.00",25.5,5.5,20,2.58
"364","2021","Alberto Leyva","LAG","P",30,0,"26.0",26,29,421,78,0,0,1,"0.90","16.19","1.14","5.54","4.85","7.96","4.15","0.69",14.7,12.8,1.9,5.31
"365","2021","Devin Raftery","MVA","P",28,0,"28.0",25,27,458,84,0,0,0,"0.93","16.36","2.55","9.00","3.54","9.64","4.18","1.29",22.8,8.9,13.9,5.06
"366","2021","Fernando Burgueno","LAG","P",10,0,"10.2",10,16,177,32,0,0,0,"0.63","16.59","0.83","4.22","5.06","10.13","7.59","1.69",10,12,-2,7.44
"367","2021","Jorge Perez","TIJ","P",14,1,"21.1",30,17,374,64,0,0,0,"1.76","17.53","2.71","8.02","2.95","11.81","5.06","1.69",18.8,6.9,11.9,5.47
"368","2021","Luis Leroy Cruz","LEO","P",10,10,"55.1",62,59,935,166,1,0,0,"1.05","16.90","1.32","5.37","4.07","9.92","4.72","0.33",13.6,10.3,3.3,4.56
"369","2021","Guillermo Arvizu","OAX","P",4,1,"6.1",6,7,104,19,0,0,0,"0.86","16.42","2.00","8.53","4.26","5.68","4.26","0.00",23.1,11.5,11.6,3.32
"370","2021","Jair Jurrjens","OAX","P",7,7,"38.0",36,47,585,114,0,0,0,"0.77","15.39","2.27","5.92","2.61","9.71","4.26","1.18",15.6,6.9,8.7,5.08
"371","2021","Juan Robles","DUR","P",10,0,"14.2",13,17,252,44,0,0,0,"0.76","17.18","2.33","8.59","3.68","8.59","4.91","0.61",21.9,9.4,12.5,4.02
"372","2021","Ronald Belisario","CAM","P",21,0,"23.0",37,9,326,69,0,0,0,"4.11","14.17","1.78","6.26","3.52","8.61","4.30","0.78",17,9.6,7.4,4.86
"373","2021","Erik Martinez","GDL","P",11,0,"12.1",12,11,217,37,0,0,0,"1.09","17.59","1.38","8.03","5.84","8.76","5.11","0.73",20.4,14.8,5.6,5.05
"374","2021","Anthony Vasquez","GDL","P",10,10,"53.1",62,60,784,160,0,0,0,"1.03","14.70","1.85","4.05","2.19","9.96","4.39","1.52",10.9,5.9,5,5.96
"375","2021","Francisco Rios","MVA","P",13,13,"67.2",74,59,1139,203,0,0,0,"1.25","16.83","1.83","8.51","4.66","7.45","4.79","0.53",22.1,12.1,10,4.33
"376","2021","Jorge Rondon","AGS","P",29,0,"28.2",42,17,501,86,0,0,2,"2.47","17.48","3.38","8.48","2.51","11.93","5.02","0.63",20.3,6,14.3,3.78
"377","2021","Casey Harman","YUC","P",4,4,"16.1",14,24,253,49,0,0,1,"0.58","15.49","1.50","4.96","3.31","8.82","4.41","1.10",12.9,8.6,4.3,5.61
"378","2021","Dalton Rodriguez","YUC","P",14,7,"36.2",43,34,601,110,0,0,0,"1.26","16.39","2.07","7.12","3.44","9.82","4.42","1.23",18.1,8.8,9.3,5.17
"379","2021","Manuel Valdez","TIG","P",31,0,"20.1",18,21,369,61,0,0,0,"0.86","18.15","1.12","8.41","7.52","8.41","5.75","0.00",19.8,17.7,2.1,4.76
"380","2021","Manuel Baez","LAG","P",28,0,"26.1",40,26,437,79,0,0,0,"1.54","16.59","1.33","4.10","3.08","11.28","5.47","1.03",9.8,7.4,2.4,5.65
"381","2021","Luis Castillo","CAM","P",13,0,"20.0",14,31,334,60,0,0,0,"0.45","16.70","1.09","5.40","4.95","11.70","5.40","0.90",12.6,11.6,1,5.71
"382","2021","Christian Prado","YUC","P",5,1,"6.0",6,6,103,18,0,0,0,"1.00","17.17","2.00","9.00","4.50","7.50","4.50","0.00",23.1,11.5,11.6,3.31
"383","2021","Horacio Ramirez","TIJ","P",12,10,"50.0",76,50,681,150,0,0,0,"1.52","13.62","1.89","3.06","1.62","11.34","5.04","1.44",7.8,4.1,3.7,5.87
"384","2021","Nathanael Santiago","OAX","P",27,0,"28.0",26,28,463,84,0,0,0,"0.93","16.54","2.33","9.00","3.86","5.79","5.14","0.96",23.9,10.3,13.6,5.03
"385","2021","Luis Gamez","LAG","P",10,9,"47.2",50,48,818,143,0,0,1,"1.04","17.16","1.48","6.99","4.72","9.44","5.29","0.19",17.5,11.8,5.7,4.24
"386","2021","Bartolo Colon","MVA","P",11,11,"61.1",55,77,949,184,1,0,0,"0.71","15.47","4.00","5.87","1.47","10.27","4.84","1.76",15.4,3.8,11.6,5.94
"387","2021","Jose Ramirez","OAX","P",19,0,"27.2",41,23,424,83,0,0,0,"1.78","15.33","1.17","4.55","3.90","10.08","4.88","0.33",11.5,9.8,1.7,4.7
"388","2021","Carlos Bustamante","MVA","P",20,0,"21.2",18,21,339,65,0,0,0,"0.86","15.65","3.86","11.22","2.91","9.97","4.57","0.00",27.8,7.2,20.6,2.26
"389","2021","Yair Lozoya","LAR","P",30,1,"41.1",44,35,790,124,0,0,1,"1.26","19.11","1.78","8.93","5.01","11.98","6.10","0.65",20.3,11.4,8.9,4.74
"390","2021","Fredy Quintero","LEO","P",31,0,"33.1",39,27,560,100,0,0,0,"1.44","16.80","2.46","8.64","3.51","8.10","5.94","1.08",22.5,9.2,13.3,4.72
"391","2021","Daniel Flores","CAM","P",9,9,"49.0",60,37,840,147,0,0,0,"1.62","17.14","1.48","7.35","4.96","9.55","4.59","0.37",18.3,12.4,5.9,4.49
"392","2021","Carlos Hernandez","TIJ","P",10,10,"50.2",55,49,762,152,0,0,0,"1.12","15.04","5.25","7.46","1.42","10.13","4.97","1.24",19.9,3.8,16.1,4.43
"393","2021","Jose Manuel Lopez","VER","P",23,0,"19.1",25,19,358,58,0,0,0,"1.32","18.52","1.07","7.45","6.98","8.38","6.05","1.40",16.8,15.8,1,6.85
"394","2021","Juan Rodriguez","LAR","P",9,0,"9.2",11,7,150,29,0,0,0,"1.57","15.52","3.50","6.52","1.86","9.31","4.66","0.93",18.4,5.3,13.1,4.68
"395","2021","Anthony Carter","SLT","P",18,0,"17.1",24,8,273,52,0,0,0,"3.00","15.75","4.75","9.87","2.08","8.31","4.67","0.52",26,5.5,20.5,3.4
"396","2021","Oscar Felix","GDL","P",23,0,"17.1",16,17,289,52,0,0,0,"0.94","16.67","1.42","8.83","6.23","4.67","4.67","0.52",23,16.2,6.8,5.22
"397","2021","Luis Santos","SLT","P",10,9,"42.1",29,42,724,127,0,0,0,"0.69","17.10","3.36","9.99","2.98","11.27","5.10","0.64",25.3,7.5,17.8,3.58
"398","2021","Alemao Hernandez","MEX","P",22,4,"40.1",62,30,593,121,0,0,0,"2.07","14.70","1.79","5.58","3.12","9.37","4.69","0.45",14.5,8.1,6.4,4.26
"399","2021","Jorge Martinez","VER","P",12,12,"63.1",66,68,1028,190,0,0,0,"0.97","16.23","1.87","6.11","3.27","10.09","4.97","1.28",15.8,8.4,7.4,5.49
"400","2021","Luis Payan","DUR","P",10,7,"38.1",46,36,640,115,1,0,0,"1.28","16.70","2.14","7.04","3.29","11.27","6.10","2.11",16.9,7.9,9,6.73
"401","2021","Wilmer Rios","MVA","P",15,9,"59.1",65,62,927,178,0,0,0,"1.05","15.62","3.58","6.52","1.82","11.53","5.31","1.37",16.6,4.6,12,5
"402","2021","Marco Carrillo","GDL","P",11,11,"58.2",83,59,922,176,0,0,0,"1.41","15.72","1.10","3.53","3.22","11.05","5.83","1.84",8.8,8,0.8,6.94
"403","2021","Jaime Lugo","CAM","P",12,12,"64.1",88,59,1017,193,0,0,0,"1.49","15.81","1.36","4.76","3.50","9.93","5.04","0.70",12.2,9,3.2,5.03
"404","2021","Armando Araiza","MEX","C",15,0,"15.0",8,24,255,45,0,0,0,"0.33","17.00","2.00","6.00","3.00","14.40","6.00","1.80",14.1,7,7.1,6.08
"405","2021","Jesus Sainz","LEO","P",20,0,"15.0",20,13,296,45,0,0,0,"1.54","19.73","1.00","6.60","6.60","12.00","6.00","1.80",14.5,14.5,0,7.35
"406","2021","Andrew Morales","MVA","P",23,0,"24.1",13,26,470,73,0,0,0,"0.50","19.32","1.50","11.10","7.40","8.14","5.18","1.48",27,18,9,5.97
"407","2021","Manny Martinez","VER","P",15,0,"13.0",13,11,230,39,0,0,0,"1.18","17.69","1.20","8.31","6.92","6.92","5.54","1.38",21.1,17.5,3.6,6.51
"408","2021","Miguel Pena","SLT","P",13,13,"68.2",79,65,1096,206,0,0,0,"1.22","15.96","2.70","7.08","2.62","11.53","5.37","0.52",17.3,6.4,10.9,4.14
"409","2021","Ricardo Chapa","LAR","P",11,0,"20.1",22,25,353,61,0,0,0,"0.88","17.36","1.25","4.43","3.54","10.62","4.87","0.89",10.9,8.7,2.2,5.75
"410","2021","Jonathan Aro","GDL","P",26,0,"24.0",25,23,396,72,0,0,0,"1.09","16.50","3.67","8.25","2.25","11.63","5.63","1.13",20.4,5.6,14.8,4.48
"411","2021","Todd Van Steensel","GDL","P",26,0,"24.0",28,19,429,72,0,0,1,"1.47","17.88","1.67","7.50","4.50","10.50","4.88","1.13",18.3,11,7.3,5.52
"412","2021","Alejandro Barraza","LAR","P",25,1,"31.1",37,27,482,94,0,0,0,"1.37","15.38","2.67","6.89","2.59","11.49","5.46","0.86",17.5,6.6,10.9,4.39
"413","2021","Jorge Sauceda","GDL","P",2,0,"3.2",6,2,44,11,0,0,0,"3.00","12.00","3.00","7.36","2.45","4.91","4.91","2.45",21.4,7.1,14.3,6.94
"414","2021","Alejandro Soto","SLT","P",26,0,"22.0",11,31,397,66,0,0,0,"0.35","18.05","2.09","9.41","4.50","11.86","5.73","0.82",21.9,10.5,11.4,4.4
"415","2021","Fabian Cota","OAX","P",15,9,"49.1",55,45,808,148,0,0,0,"1.22","16.38","3.07","8.39","2.74","10.03","5.66","0.73",21.2,6.9,14.3,3.98
"416","2021","Anthony Vizcaya","AGS","P",33,1,"38.1",28,26,658,115,0,0,1,"1.08","17.17","3.18","12.68","3.99","8.69","5.17","0.70",32.9,10.4,22.5,3.5
"417","2021","Juan Macias","TAB","P",12,2,"23.2",26,30,376,71,0,0,0,"0.87","15.89","1.00","4.56","4.56","11.03","4.94","1.52",11,11,0,6.57
"418","2021","Jared Wilson","TIG","P",12,11,"47.1",48,38,768,142,0,0,0,"1.26","16.23","3.50","9.32","2.66","9.89","5.32","0.57",23,6.6,16.4,4.22
"419","2021","Gabriel Garcia","MTY","P",12,12,"65.1",66,74,1165,196,1,0,2,"0.89","17.83","2.23","6.75","3.03","9.92","5.65","1.65",17,7.6,9.4,5.95
"420","2021","Francisco Haro","CAM","P",18,0,"16.1",25,7,274,49,0,0,0,"3.57","16.78","3.00","9.92","3.31","8.27","6.06","1.10",25,8.3,16.7,4.5
"421","2021","Jackson Stephens","LAR","P",12,11,"65.0",71,47,1111,195,0,0,0,"1.51","17.09","4.31","9.55","2.22","10.38","5.40","0.55",24.3,5.6,18.7,3.51
"422","2021","Carlos De Leon","TIG","P",12,8,"39.2",48,43,649,119,0,0,0,"1.12","16.36","0.95","4.54","4.76","9.76","5.67","1.59",11.2,11.8,-0.6,6.95
"423","2021","José A. Váldez","PUE","P",13,13,"72.0",64,76,1244,216,0,0,1,"0.84","17.28","2.16","8.63","4.00","10.25","5.38","1.00",21.1,9.8,11.3,4.84
"424","2021","Hector Hernandez","MEX","P",14,14,"71.2",74,66,1160,215,0,0,0,"1.12","16.19","2.68","8.41","3.14","8.54","5.15","0.50",21.8,8.1,13.7,4.01
"425","2021","Joel Paula","PUE","P",7,3,"14.1",12,17,262,43,0,0,0,"0.71","18.28","1.13","5.65","5.02","8.79","5.02","0.63",14.3,12.7,1.6,5.8
"426","2021","Ariel Gracia","OAX","P",24,0,"25.0",35,18,406,75,0,0,0,"1.94","16.24","2.29","5.76","2.52","12.24","5.40","1.08",14.3,6.2,8.1,5.17
"427","2021","Luis Millan","LEO","P",5,0,"5.1",4,5,97,16,0,0,0,"0.80","18.19","1.00","8.44","8.44","8.44","5.06","0.00",20,20,0,5.38
"428","2021","David Richardson","PUE","P",19,6,"47.2",50,42,757,143,0,0,0,"1.19","15.88","3.36","8.87","2.64","10.95","5.29","1.13",22.2,6.6,15.6,4.43
"429","2021","Gerardo Gutierrez","LAR","P",27,4,"42.1",29,39,829,127,0,0,0,"0.74","19.58","1.90","12.54","6.59","7.87","6.17","1.06",29.9,15.7,14.2,4.91
"430","2021","Carlos Teller","AGS","P",8,8,"26.1",31,26,469,79,0,0,2,"1.19","17.81","1.70","5.81","3.42","12.65","5.81","1.03",13.7,8.1,5.6,5.5
"431","2021","Dario Álvarez","LAG","P",17,1,"21.0",13,24,382,63,0,0,0,"0.54","18.19","1.60","10.29","6.43","11.14","5.14","2.57",23.3,14.6,8.7,7.53
"432","2021","Jorge Ibarra","LAR","P",24,1,"21.0",21,20,425,63,0,0,0,"1.05","20.24","1.25","8.57","6.86","12.00","6.43","0.86",19,15.2,3.8,5.43
"433","2021","Pablo Tellez","VER","P",14,0,"22.2",21,29,377,68,0,0,0,"0.72","16.63","1.17","5.56","4.76","5.16","5.16","1.59",15.6,13.3,2.3,6.65
"434","2021","Aldo Montes","LAG","P",8,7,"34.1",25,46,538,103,0,0,1,"0.54","15.67","2.25","7.08","3.15","9.17","5.24","1.57",18.4,8.2,10.2,5.75
"435","2021","Jose Pina","SLT","P",31,0,"30.2",25,38,525,92,0,0,0,"0.66","17.12","2.17","7.63","3.52","11.45","5.28","0.88",18.2,8.4,9.8,4.87
"436","2021","Arturo Lopez","MEX","P",12,12,"57.2",53,70,973,173,0,0,0,"0.76","16.87","3.58","6.71","1.87","11.71","5.62","0.78",16.9,4.7,12.2,4.13
"437","2021","Edgar Acosta","LEO","P",5,0,"5.0",4,3,94,15,0,0,1,"1.33","18.80","2.33","12.60","5.40","5.40","5.40","1.80",35,15,20,5.41
"438","2021","Rodolfo Alvarez","MEX","P",1,1,"5.0",5,6,81,15,0,0,0,"0.83","16.20","1.50","5.40","3.60","12.60","5.40","0.00",13,8.7,4.3,3.81
"439","2021","Arnold Leon","YUC","P",3,0,"1.2",2,2,22,5,0,0,0,"1.00","13.20","-.--","5.40","0.00","5.40","5.40","5.40",16.7,0,16.7,12.98
"440","2021","Wilfredo Ramirez","LEO","P",14,0,"20.0",19,22,337,60,0,0,0,"0.86","16.85","1.09","5.40","4.95","9.00","5.40","1.35",14.1,12.9,1.2,6.36
"441","2021","Darel Torres","TIG","P",7,0,"8.1",6,6,142,25,0,0,1,"1.00","17.04","2.75","11.88","4.32","12.96","5.40","0.00",28.2,10.3,17.9,2.58
"442","2021","Terance Marin","TIG","P",12,12,"61.1",87,50,946,184,0,0,0,"1.74","15.42","1.76","5.43","3.08","10.71","5.58","0.88",13.6,7.7,5.9,5.16
"443","2021","Ulises Joaquin","OAX","P",28,1,"33.0",37,23,567,99,0,0,0,"1.61","17.18","2.85","10.09","3.55","11.18","7.09","1.36",24.5,8.6,15.9,4.72
"444","2021","Esteban Haro","PUE","P",29,0,"26.1",29,29,446,79,0,0,0,"1.00","16.94","2.50","6.84","2.73","11.28","5.81","1.71",16.8,6.7,10.1,5.69
"445","2021","Ernesto Zaragoza","AGS","P",10,10,"45.2",42,49,756,137,0,0,0,"0.86","16.55","2.80","8.28","2.96","10.05","7.09","0.79",20.6,7.4,13.2,4.43
"446","2021","David Reyes","VER","P",14,13,"73.0",86,77,1101,219,1,1,0,"1.12","15.08","2.71","5.67","2.10","10.36","5.67","1.60",14.7,5.4,9.3,5.65
"447","2021","Tomas Solis","VER","P",28,2,"24.1",22,27,464,73,0,0,0,"0.81","19.07","2.22","7.40","3.33","10.73","5.55","0.00",18.3,8.3,10,3.52
"448","2021","Rafael Ordaz","YUC","P",20,1,"27.1",28,35,422,82,0,0,0,"0.80","15.44","2.00","4.61","2.30","12.18","5.93","1.32",11.5,5.7,5.8,5.58
"449","2021","Nicolas Heredia","TAB","P",12,12,"51.1",40,74,874,154,0,0,0,"0.54","17.03","1.27","6.66","5.26","9.82","6.49","0.70",15.8,12.5,3.3,5.22
"450","2021","Brennan Bernardino","TIJ","P",17,3,"24.0",25,15,441,72,0,0,0,"1.67","18.38","2.25","10.13","4.50","10.13","5.63","2.25",25.2,11.2,14,6.44
"451","2021","Daniel Diaz","AGS","P",16,7,"36.1",46,34,636,109,0,0,0,"1.35","17.50","1.32","6.19","4.71","12.88","6.69","0.74",14,10.7,3.3,5.25
"452","2021","Gonzalo Ochoa","OAX","P",15,7,"39.1",54,39,654,118,0,0,0,"1.38","16.63","0.85","3.89","4.58","11.21","6.41","1.37",9.4,11,-1.6,6.63
"453","2021","Sergio Alvarado","YUC","P",12,0,"11.0",13,9,245,33,0,0,0,"1.44","22.27","0.91","8.18","9.00","11.45","5.73","0.82",17.5,19.3,-1.8,6.18
"454","2021","Eddie Gamboa","MTY","P",5,5,"25.0",34,28,384,75,0,0,0,"1.21","15.36","0.64","2.52","3.96","11.16","6.48","1.44",6.2,9.8,-3.6,6.77
"455","2021","Mike Franco","LAR","P",5,0,"4.2",2,8,71,14,0,0,0,"0.25","15.21","1.00","3.86","3.86","13.50","5.79","1.93",9.5,9.5,0,7.38
"456","2021","Jordan Guerrero","LAG","P",11,9,"48.0",70,45,790,144,0,0,0,"1.56","16.46","1.42","5.06","3.56","9.56","7.13","1.31",12.7,9,3.7,5.77
"457","2021","Justin Kelly","MVA","P",27,0,"21.2",17,21,412,65,0,0,0,"0.81","19.02","1.14","10.38","9.14","8.31","5.82","0.83",23.1,20.4,2.7,6.22
"458","2021","Erick Preciado","PUE","P",23,0,"21.2",17,21,404,65,0,0,0,"0.81","18.65","2.67","9.97","3.74","11.63","5.82","1.66",23.8,8.9,14.9,5.56
"459","2021","Oswaldo Martínez","AGS","P",30,0,"29.1",30,27,475,88,0,0,0,"1.11","16.19","1.92","7.06","3.68","12.58","5.83","1.84",17.3,9,8.3,6.15
"460","2021","Alexis Portillo","DUR","P",8,8,"32.1",34,40,609,97,0,0,0,"0.85","18.84","0.89","4.73","5.29","12.80","6.96","0.56",10.8,12.1,-1.3,5.43
"461","2021","Felipe Castaneda","LEO","P",14,5,"36.2",49,26,601,110,0,0,0,"1.88","16.39","1.25","6.14","4.91","10.06","5.89","0.74",15.3,12.3,3,5.33
"462","2021","Joe Galindo","PUE","P",16,2,"18.1",12,21,373,55,0,0,0,"0.57","20.35","1.00","10.31","10.31","7.85","5.89","0.98",22.1,22.1,0,7.07
"463","2021","Loiger Padron","LEO","P",20,0,"18.1",15,18,326,55,0,0,0,"0.83","17.78","3.50","10.31","2.95","13.25","6.38","0.00",23.9,6.8,17.1,2.65
"464","2021","Nick Struck","MTY","P",19,0,"18.1",22,12,345,55,0,0,0,"1.83","18.82","2.11","9.33","4.42","12.27","6.38","0.49",21.1,10,11.1,4.42
"465","2021","Luis De La O","LEO","P",26,0,"21.1",25,23,377,64,0,0,0,"1.09","17.67","1.89","7.17","3.80","10.55","7.17","0.42",16.8,8.9,7.9,4.38
"466","2021","Jesus Garcia","TIG","P",27,0,"24.1",39,14,377,73,0,0,0,"2.79","15.49","1.75","5.18","2.96","12.21","5.92","1.85",12.8,7.3,5.5,6.47
"467","2021","Erick Leal","AGS","P",12,11,"54.2",51,44,907,164,0,0,1,"1.16","16.59","5.50","10.87","1.98","11.52","6.91","1.32",26.5,4.8,21.7,4.29
"468","2021","Bradley Gonzales","MVA","P",4,0,"3.0",5,2,62,9,0,0,0,"2.50","20.67","1.00","6.00","6.00","12.00","6.00","3.00",12.5,12.5,0,9.81
"469","2021","Pedro Rodriguez","VER","P",15,0,"15.0",16,16,239,45,0,0,0,"1.00","15.93","13.00","7.80","0.60","12.60","6.00","1.80",19.1,1.5,17.6,5.08
"470","2021","Ulises Lopez","AGS","P",28,0,"28.1",30,35,513,85,0,0,0,"0.86","18.11","1.07","4.76","4.45","11.12","6.35","1.59",11.4,10.6,0.8,6.87
"471","2021","Jesus Adrian Castillo","CAM","P",9,4,"17.2",20,23,298,53,0,0,0,"0.87","16.87","1.50","4.58","3.06","11.72","6.11","1.02",10.8,7.2,3.6,5.67
"472","2021","Carlos Machorro","MTY","P",19,0,"17.2",14,22,309,53,0,0,0,"0.64","17.49","1.56","7.13","4.58","11.72","6.62","1.02",16.7,10.7,6,5.62
"473","2021","Gerardo Sanchez","TIJ","P",14,3,"19.0",30,13,293,57,0,0,0,"2.31","15.42","1.33","5.68","4.26","9.47","6.63","1.42",14.3,10.7,3.6,6.02
"474","2021","Geno Encina","MVA","P",21,0,"23.1",30,22,401,70,0,0,0,"1.36","17.19","2.13","6.56","3.09","11.96","6.17","1.54",15.6,7.3,8.3,5.76
"475","2021","Roman Pena","LAG","RF",30,0,"27.2",34,37,479,83,0,0,0,"0.92","17.31","1.00","2.93","2.93","12.36","6.51","1.95",7,7,0,7.12
"476","2021","Williams Pérez","MEX","P",8,8,"32.0",37,24,541,96,0,0,0,"1.54","16.91","1.75","7.88","4.50","13.22","6.47","0.56",18.2,10.4,7.8,4.56
"477","2021","Francisco Rodriguez","LAR","P",3,1,"4.1",5,6,60,13,0,0,0,"0.83","13.85","-.--","2.08","0.00","14.54","6.23","2.08",5.3,0,5.3,6.5
"478","2021","Carlos Sano","LEO","P",9,7,"37.1",50,42,676,112,0,0,0,"1.19","18.11","1.64","5.54","3.38","11.09","7.47","0.24",12.9,7.9,5,4.3
"479","2021","Tiago Da Silva","DUR","P",20,5,"48.2",48,54,760,146,0,0,0,"0.89","15.62","3.82","7.77","2.03","10.36","6.47","0.74",19.8,5.2,14.6,3.9
"480","2021","Saul Castellanos","SLT","P",25,3,"40.0",38,52,678,120,0,0,0,"0.73","16.95","0.96","5.63","5.85","10.13","7.20","0.90",13.3,13.8,-0.5,5.96
"481","2021","Jose Haros","DUR","P",15,4,"38.1",48,42,590,115,0,0,0,"1.14","15.39","0.93","3.29","3.52","13.85","6.34","1.41",7.8,8.4,-0.6,6.39
"482","2021","Augie Gallardo","LEO","P",17,0,"17.0",16,15,306,51,0,0,0,"1.07","18.00","1.15","7.94","6.88","9.00","6.35","1.06",19.7,17.1,2.6,5.87
"483","2021","Orlando Gonzalez","SLT","P",7,0,"11.1",9,17,207,34,0,0,0,"0.53","18.26","0.70","5.56","7.94","6.35","6.35","0.00",13.7,19.6,-5.9,5.25
"484","2021","Osmer Morales","LAG","P",13,13,"60.1",59,57,1153,181,0,0,0,"1.04","19.11","1.45","8.20","5.67","10.44","6.86","1.04",19.4,13.4,6,5.64
"485","2021","Ricardo Hernandez","MEX","P",11,0,"15.1",10,20,266,46,0,0,0,"0.50","17.35","1.00","6.46","6.46","10.57","6.46","0.00",15.7,15.7,0,4.54
"486","2021","Adrian Rodriguez","YUC","P",14,1,"16.2",15,28,278,50,0,0,0,"0.54","16.68","1.00","3.78","3.78","11.34","7.02","2.16",8.9,8.9,0,7.64
"487","2021","Edgar Gomez","SLT","P",19,0,"19.1",19,21,333,58,0,0,0,"0.90","17.22","1.56","6.52","4.19","10.71","6.52","0.00",16.3,10.5,5.8,3.76
"488","2021","Sasagi Sanchez","MEX","P",16,4,"31.1",44,33,448,94,0,0,0,"1.33","14.30","3.40","4.88","1.44","10.63","6.89","0.86",12.3,3.6,8.7,4.65
"489","2021","Roberto Espinosa","MTY","P",21,1,"19.0",20,18,391,57,0,0,1,"1.11","20.58","0.95","8.53","9.00","9.95","6.63","0.95",18.4,19.4,-1,6.6
"490","2021","Luis Miranda","OAX","P",10,10,"42.0",48,44,773,126,0,0,1,"1.09","18.40","1.60","6.86","4.29","12.43","7.07","1.07",15.5,9.7,5.8,5.55
"491","2021","Orlando Lara","SLT","P",13,13,"63.1",60,67,1125,190,0,0,0,"0.90","17.76","2.68","8.38","3.13","12.65","7.25","0.99",19.8,7.4,12.4,4.48
"492","2021","Jaime Beltran","SLT","P",2,0,"1.1",0,4,22,4,0,0,0,"0.00","16.50","0.00","0.00","13.50","6.75","6.75","0.00",0,28.6,-28.6,9.27
