"","Year","Name","Team","POS","GP","GS","IP","GO","AO","NP","O","CG","SHO","BK","GO/AO","P/INN","K/BB","K/9","W/9","H/9","R/9","HR/9","K%","BB%","K-BB%","FIP"
"899","2022","Cristian Castillo","MTY","P",19,8,"50.2",50,49,849,152,0,0,0,"1.02","16.76","2.37","7.99","3.38","13.14","7.64","1.78",18.9,8,10.9,5.81
"900","2022","Jonathan Lopez","MVA","P",13,0,"12.2",10,18,220,38,0,0,0,"0.56","17.37","1.17","4.97","4.26","13.50","7.11","0.71",11.5,9.8,1.7,5.45
"901","2022","Miguel Pena","SLT","P",18,18,"78.1",88,78,1403,235,0,0,0,"1.13","17.91","2.36","6.78","2.87","13.56","7.81","1.72",15.8,6.7,9.1,5.95
"902","2022","Antonio Garzon","CAM","P",37,0,"27.2",28,26,511,83,0,0,0,"1.08","18.47","3.00","7.81","2.60","13.66","7.48","1.63",18.2,6.1,12.1,5.76
"903","2022","Jeremy Rhoades","GDL","P",28,3,"42.2",48,37,716,128,0,0,0,"1.30","16.78","1.64","8.65","5.27","9.49","7.59","1.05",20.6,12.6,8,5.4
"904","2022","Martin Buitimea","SLT","P",29,5,"46.1",51,55,809,139,0,0,1,"0.93","17.46","1.21","5.63","4.66","11.85","7.96","1.94",12.7,10.5,2.2,7.52
"905","2022","Juan Delgadillo","TAB","P",11,0,"13.2",12,17,244,41,0,0,0,"0.71","17.85","1.29","5.93","4.61","11.85","7.24","1.98",14.3,11.1,3.2,6.99
"906","2022","Kyle Halbohn","CAM","P",17,0,"13.2",16,14,264,41,0,0,0,"1.14","19.32","1.60","5.27","3.29","13.17","7.90","1.32",12.7,7.9,4.8,5.71
"907","2022","Luis Escobar","TAB","P",6,6,"22.1",27,27,423,67,0,0,1,"1.00","18.94","0.71","4.84","6.85","11.28","8.46","0.81",10.7,15.2,-4.5,6.35
"908","2022","Luis Angel Verdugo","CAM","P",10,5,"26.0",28,26,478,78,0,0,0,"1.08","18.38","1.11","6.92","6.23","12.81","7.62","0.69",15.4,13.8,1.6,5.47
"909","2022","Zach Hartman","DUR","P",34,0,"29.2",33,29,555,89,0,0,2,"1.14","18.71","1.17","6.37","5.46","11.83","7.58","2.43",14.8,12.7,2.1,7.99
"910","2022","Samuel Zazueta","TIJ","P",9,3,"19.2",20,21,311,59,0,0,0,"0.95","15.81","2.43","7.78","3.20","10.53","8.24","4.12",19.3,8,11.3,9.23
"911","2022","Juan Pineda","VER","P",12,6,"23.1",23,32,434,70,0,0,1,"0.72","18.60","1.17","5.40","4.63","12.34","7.33","2.70",12.4,10.6,1.8,8.1
"912","2022","Enrique Burgos","YUC","P",8,0,"7.1",5,10,125,22,0,0,0,"0.50","17.05","1.00","6.14","6.14","9.82","7.36","0.00",14.7,14.7,0,4.94
"913","2022","Jeremy Jeffress","MEX","P",17,0,"18.1",21,18,338,55,0,0,2,"1.17","18.44","1.31","8.35","6.38","12.27","9.33","0.98",18.1,13.8,4.3,5.53
"914","2022","Angel Ortiz","CAM","P",11,0,"11.0",12,14,240,33,0,0,0,"0.86","21.82","0.70","5.73","8.18","13.09","9.00","0.82",11.9,16.9,-5,6.45
"915","2022","Alex Reyes","LEO","P",48,0,"47.2",60,50,838,143,0,0,2,"1.20","17.58","0.65","4.15","6.42","11.52","7.55","1.70",9.6,14.9,-5.3,7.58
"916","2022","Esteban Haro","PUE","P",38,0,"31.2",36,37,606,95,0,0,1,"0.97","19.14","1.06","5.12","4.83","14.78","8.53","2.27",11.2,10.6,0.6,7.63
"917","2022","Hector Velázquez","MVA","P",16,8,"45.0",45,35,818,135,0,0,0,"1.29","18.18","1.95","8.60","4.40","12.20","7.80","1.40",20.8,10.6,10.2,5.46
"918","2022","Jordan Suarez","LAG","P",18,0,"20.2",19,20,347,62,0,0,0,"0.95","16.79","1.82","8.71","4.79","13.06","7.84","2.18",20,11,9,6.68
"919","2022","Wendolyn Bautista","DUR","P",17,17,"84.2",83,79,1465,254,1,0,3,"1.05","17.30","2.66","8.19","3.08","13.71","8.19","1.81",19.2,7.2,12,5.75
"920","2022","Jorge Perez","OAX","P",14,11,"50.2",70,53,898,152,1,0,0,"1.32","17.72","1.08","4.62","4.26","11.90","7.99","1.78",10.8,10,0.8,6.86
"921","2022","Augie Gallardo","LEO","P",8,0,"6.0",8,3,108,18,0,0,0,"2.67","18.00","1.00","4.50","4.50","13.50","9.00","4.50",10,10,0,12.81
"922","2022","Luis Gamez","LAG","P",17,17,"75.0",88,85,1419,225,0,0,4,"1.04","18.92","0.98","5.28","5.40","13.08","8.28","0.96",11.6,11.8,-0.2,6.19
"923","2022","Carlos Stiff Rodriguez","VER","P",35,0,"27.1",27,23,474,82,0,0,0,"1.17","17.34","1.71","7.90","4.61","10.87","7.57","2.63",19.2,11.2,8,7.87
"924","2022","Rintaro Hirama","OAX","P",5,5,"19.0",24,17,351,57,0,0,0,"1.41","18.47","1.00","5.21","5.21","13.74","8.05","0.47",11.8,11.8,0,5.23
"925","2022","Fredy Quintero","VER","P",25,8,"41.0",51,44,717,123,0,0,0,"1.16","17.49","0.76","4.17","5.49","12.29","8.56","1.10",9.6,12.6,-3,6.52
"926","2022","Austin Bibens-Dirkx","LAG","P",4,4,"14.0",14,16,266,42,0,0,0,"0.88","19.00","2.75","7.07","2.57","12.86","8.36","1.93",16.4,6,10.4,6.31
"927","2022","Justin Kelly","LEO","P",3,0,"2.1",2,4,55,7,0,0,1,"0.50","23.57","-.--","3.86","0.00","19.29","7.71","0.00",7.7,0,7.7,4.29
"928","2022","Jose Angel Sauceda","CAM","P",8,0,"9.1",13,11,185,28,0,0,0,"1.18","19.82","0.40","3.86","9.64","11.57","10.61","0.96",7.8,19.6,-11.8,7.99
"929","2022","Pedro Echemendia","DUR","P",13,5,"29.0",33,40,491,87,0,0,0,"0.83","16.93","1.00","2.79","2.79","15.21","8.38","0.93",6.4,6.4,0,5.47
"930","2022","Luis De La O","PUE","P",12,0,"10.1",14,8,170,31,0,0,0,"1.75","16.45","1.75","6.10","3.48","13.06","8.71","2.61",14.3,8.2,6.1,7.77
"931","2022","Juan Ramon Noriega","SLT","P",28,0,"20.2",21,23,382,62,0,0,0,"0.91","18.48","0.68","5.66","8.27","10.45","8.27","1.74",12.7,18.6,-5.9,8.22
"932","2022","Jordan Guerrero","LAG","P",9,4,"25.0",29,32,435,75,0,0,1,"0.91","17.40","0.39","2.52","6.48","9.00","7.92","3.24",6.3,16.2,-9.9,10.09
"933","2022","Renyel Pinto","CAM","P",5,0,"5.2",5,6,105,17,0,0,0,"0.83","18.53","1.25","7.94","6.35","7.94","7.94","3.18",20,16,4,9.2
"934","2022","Duilio Ochoa","MEX","P",18,1,"27.0",30,27,458,81,0,0,1,"1.11","16.96","1.20","6.00","5.00","10.00","8.00","1.67",14.4,12,2.4,7.11
"935","2022","Anthony Vizcaya","AGS","P",18,0,"18.0",15,19,291,54,0,0,0,"0.79","16.17","3.60","9.00","2.50","14.00","8.50","3.50",20.9,5.8,15.1,7.87
"936","2022","Daniel Diaz","AGS","P",18,11,"51.2",71,39,878,155,0,0,0,"1.82","16.99","1.67","6.97","4.18","12.54","8.71","1.39",16.1,9.6,6.5,5.86
"937","2022","Alejandro Martinez","VER","P",22,3,"33.2",35,34,600,101,0,0,0,"1.03","17.82","1.15","6.15","5.35","10.96","8.02","1.60",14.5,12.6,1.9,7.13
"938","2022","Heriberto Sanchez","AGS","P",12,0,"12.1",19,12,245,37,0,0,0,"1.58","19.86","0.78","5.11","6.57","16.05","8.76","0.00",10.1,13,-2.9,4.89
"939","2022","Rhiner Cruz","CAM","P",13,0,"13.1",19,12,275,40,0,0,0,"1.58","20.63","0.64","6.08","9.45","10.80","9.45","1.35",12.5,19.4,-6.9,8.09
"940","2022","Ulises Joaquin","AGS","P",3,0,"3.1",1,6,60,10,0,0,0,"0.17","18.00","-.--","8.10","0.00","18.90","8.10","5.40",17.6,0,17.6,10.26
"941","2022","Victor Morales","MEX","P",3,0,"3.1",3,2,92,10,0,0,0,"1.50","27.60","0.50","8.10","16.20","10.80","8.10","5.40",15.8,31.6,-15.8,17.04
"942","2022","Jesus Alcantar","VER","P",15,4,"24.1",28,32,442,73,0,0,0,"0.88","18.16","0.85","4.07","4.81","14.42","9.99","2.22",8.9,10.6,-1.7,7.75
"943","2022","Mitch Lively","VER","P",13,13,"57.1",52,72,1073,172,0,0,2,"0.72","18.72","0.89","5.18","5.81","14.76","9.42","0.94",11.4,12.8,-1.4,6.07
"944","2022","Kyle Lazcano","CAM","P",22,5,"34.0",32,47,639,102,0,0,0,"0.68","18.79","0.96","5.82","6.09","10.06","9.79","3.18",13.5,14.1,-0.6,9.22
"945","2022","Raul Castellon","AGS","P",6,0,"7.2",6,8,173,23,0,0,0,"0.75","22.57","1.00","8.22","8.22","12.91","9.39","2.35",16.7,16.7,0,9.65
"946","2022","Daniel Guerrero","AGS","P",10,0,"12.0",9,13,227,36,0,0,0,"0.69","18.92","2.00","9.00","4.50","12.00","8.25","2.25",21.4,10.7,10.7,6.56
"947","2022","Alejandro Chavez","GDL","P",40,1,"40.1",45,30,743,121,0,0,0,"1.50","18.42","1.44","8.70","6.02","11.60","8.70","2.01",20.1,13.9,6.2,6.88
"948","2022","Alex Delgado","OAX","P",12,11,"49.0",65,47,815,147,0,0,0,"1.38","16.63","1.86","4.78","2.57","13.59","9.00","1.84",11.4,6.1,5.3,6.38
"949","2022","Jason García","OAX","P",4,4,"17.1",16,14,350,52,0,0,0,"1.14","20.19","1.75","10.90","6.23","15.58","9.35","1.56",21.9,12.5,9.4,6.27
"950","2022","Edwin Fierro","MEX","P",25,0,"23.2",24,15,469,71,0,0,0,"1.60","19.82","1.93","10.27","5.32","12.93","8.37","1.52",22.7,11.8,10.9,6.18
"951","2022","Hector Galvan","MEX","P",18,0,"20.1",17,21,365,61,0,0,0,"0.81","17.95","1.07","7.08","6.64","9.74","8.85","0.44",16.7,15.6,1.1,5.85
"952","2022","Rodolfo Aguilar","VER","P",15,5,"26.2",27,34,526,80,0,0,0,"0.79","19.73","1.00","5.40","5.40","15.19","8.44","1.69",11.3,11.3,0,7.25
"953","2022","Ulises Lopez","LEO","P",24,7,"49.0",78,37,865,147,0,0,1,"2.11","17.65","0.58","4.22","7.35","10.29","10.10","1.10",9.7,16.8,-7.1,7.16
"954","2022","Guillermo Moscoso","LEO","P",9,9,"39.1",39,45,730,118,0,0,0,"0.87","18.56","1.59","6.18","3.89","16.02","9.38","2.29",13.6,8.5,5.1,7.14
"955","2022","Arturo Lopez","MEX","P",14,6,"40.1",49,47,727,121,0,0,0,"1.04","18.02","1.06","4.24","4.02","12.05","8.70","2.45",10.1,9.5,0.6,7.93
"956","2022","Brian Schlitter","OAX","P",13,0,"11.2",28,0,235,35,0,0,0,"28.00","20.14","1.00","4.63","4.63","15.43","10.80","1.54",9.8,9.8,0,6.94
"957","2022","Alex Carrillo","TIG","P",21,3,"29.2",29,20,571,89,0,0,0,"1.45","19.25","1.82","12.13","6.67","8.80","8.49","1.21",28,15.4,12.6,5.42
"958","2022","Geno Encina","AGS","P",18,9,"46.1",62,38,832,139,0,0,0,"1.63","17.96","1.60","6.22","3.88","12.63","8.74","1.36",14.4,9,5.4,6.03
"959","2022","Jesus Rios","DUR","P",8,0,"14.2",18,16,272,44,0,0,0,"1.13","18.55","1.00","4.30","4.30","15.34","9.20","1.23",9.3,9.3,0,6.56
"960","2022","Santiago Elizondo","DUR","P",12,1,"25.0",23,19,504,75,0,0,0,"1.21","20.16","1.25","9.00","7.20","14.76","8.64","1.08",19.1,15.3,3.8,6.13
"961","2022","Jesus Huerta","PUE","P",16,2,"17.2",16,18,351,53,0,0,0,"0.89","19.87","1.25","7.64","6.11","15.28","8.66","1.53",16,12.8,3.2,6.95
"962","2022","Jose Frutos","MEX","P",8,0,"10.1",11,12,171,31,0,0,0,"0.92","16.55","1.00","4.35","4.35","13.06","8.71","3.48",10.2,10.2,0,9.75
"963","2022","Antonio Carreon","PUE","P",10,5,"23.2",28,28,412,71,0,0,1,"1.00","17.41","0.82","5.32","6.46","10.27","9.13","1.14",12.1,14.7,-2.6,6.74
"964","2022","Luis Ivan Rodriguez","OAX","P",6,4,"16.1",18,21,289,49,0,0,1,"0.86","17.69","0.45","2.76","6.06","11.57","9.37","2.20",6.5,14.3,-7.8,8.66
"965","2022","Jio Orozco","SLT","P",23,1,"18.1",22,16,398,55,0,0,2,"1.38","21.71","0.78","6.87","8.84","14.24","9.33","0.98",14,18,-4,6.85
"966","2022","Francisco Villegas","MEX","P",19,1,"21.1",19,18,420,64,0,0,1,"1.06","19.69","2.00","10.97","5.48","10.55","8.86","1.69",25.2,12.6,12.6,5.95
"967","2022","Josh D. Smith","YUC","P",23,0,"23.1",17,30,433,70,0,0,0,"0.57","18.56","1.33","7.71","5.79","10.80","8.87","1.54",17.2,12.9,4.3,7.06
"968","2022","Oziel Flores","OAX","IF",1,0,"1.0",0,2,18,3,0,0,0,"0.00","18.00","-.--","9.00","0.00","18.00","9.00","0.00",16.7,0,16.7,4.81
"969","2022","Rolando Hermida","VER","P",3,0,"3.0",1,7,47,9,0,0,0,"0.14","15.67","0.33","3.00","9.00","6.00","9.00","3.00",7.1,21.4,-14.3,10.48
"970","2022","Ryuya Ogawa","MTY","P",1,1,"3.0",6,1,50,9,0,0,0,"6.00","16.67","2.00","6.00","3.00","12.00","9.00","0.00",14.3,7.1,7.2,3.48
"971","2022","Henry Omana","GDL","P",1,0,"1.0",0,0,20,3,0,0,0,"-.--","20.00","-.--","27.00","0.00","18.00","9.00","0.00",60,0,60,-2.19
"972","2022","Alain Tandron","GDL","P",4,1,"3.0",1,3,82,9,0,0,0,"0.33","27.33","0.80","12.00","15.00","12.00","9.00","3.00",23.5,29.4,-5.9,10.48
"973","2022","Francisco Williams","CAM","CF",2,0,"2.0",1,5,26,6,0,0,0,"0.20","13.00","-.--","0.00","0.00","9.00","9.00","4.50",0,0,0,10.31
"974","2022","Jose Manuel Lopez","GDL","P",28,0,"24.2",26,29,450,74,0,0,0,"0.90","18.24","3.60","6.57","1.82","17.51","10.58","2.55",14,3.9,10.1,7.08
"975","2022","Thomas Melgarejo","TAB","P",24,7,"37.0",35,45,677,111,0,0,0,"0.78","18.30","1.42","6.57","4.62","14.59","10.22","2.68",14.3,10.1,4.2,8
"976","2022","Jose Samayoa","SLT","P",18,16,"62.2",65,64,1184,188,0,0,0,"1.02","18.89","1.30","6.89","5.31","14.07","10.20","2.44",15.1,11.7,3.4,7.85
"977","2022","Jesse Estrada","GDL","P",25,6,"53.0",57,59,990,159,0,0,0,"0.97","18.68","0.88","4.75","5.43","12.23","9.51","2.04",11.1,12.6,-1.5,7.74
"978","2022","Lenix Osuna","GDL","P",23,0,"22.0",27,23,386,66,0,0,0,"1.17","17.55","1.36","6.14","4.50","11.05","10.64","2.86",14.3,10.5,3.8,8.36
"979","2022","Edgmer Escalona","OAX","P",3,3,"14.1",14,19,235,43,0,0,0,"0.74","16.40","2.00","3.77","1.88","15.70","10.05","2.51",8.8,4.4,4.4,7.5
"980","2022","Roberto Espinoza","PUE","P",20,0,"14.1",13,13,328,43,0,0,0,"1.00","22.88","0.88","8.79","10.05","11.93","9.42","1.26",17.9,20.5,-2.6,7.71
"981","2022","Hector Soto","MTY","P",11,3,"14.1",12,15,293,43,0,0,0,"0.80","20.44","1.78","10.05","5.65","14.44","10.05","3.14",21.3,12,9.3,8.07
"982","2022","Antonio Frias","TIG","P",2,2,"6.2",6,8,136,20,0,0,0,"0.75","20.40","0.38","4.05","10.80","9.45","9.45","2.70",9.1,24.2,-15.1,11.39
"983","2022","Jumbo Díaz","OAX","P",29,0,"25.2",27,18,455,77,0,0,0,"1.50","17.73","4.33","9.12","2.10","12.97","9.47","2.81",22,5.1,16.9,7.07
"984","2022","Eddie Gamboa","GDL","P",8,5,"18.0",26,15,290,54,0,0,0,"1.73","16.11","1.40","3.50","2.50","14.50","10.50","3.50",8.4,6,2.4,9.09
"985","2022","Eduar Lopez","OAX","P",4,4,"16.0",16,14,294,48,0,0,1,"1.14","18.38","3.00","8.44","2.81","16.31","10.13","2.81",19,6.3,12.7,6.94
"986","2022","Ruben Reyes","AGS","RF",29,0,"26.1",39,24,512,79,0,0,0,"1.63","19.44","1.07","5.47","5.13","15.72","10.59","1.37",11.4,10.7,0.7,6.3
"987","2022","Luis Miranda","GDL","P",16,12,"51.1",42,52,1003,154,0,0,1,"0.81","19.54","1.53","8.59","5.61","12.97","9.82","2.63",19.5,12.7,6.8,7.71
"988","2022","Mark Serrano","AGS","P",4,0,"4.2",4,8,105,14,0,0,0,"0.50","22.50","0.50","5.79","11.57","9.64","11.57","1.93",11.5,23.1,-11.6,9.77
"989","2022","Manuel Carranza","LEO","P",8,0,"8.1",8,14,148,25,0,0,0,"0.57","17.76","0.80","4.32","5.40","11.88","14.04","2.16",9.5,11.9,-2.4,7.89
"990","2022","Lupe Chavez","DUR","P",10,3,"23.0",20,26,411,69,0,0,0,"0.77","17.87","0.88","5.87","6.65","13.30","9.78","2.74",13.3,15,-1.7,8.81
"991","2022","Naykel Cruz","CAM","P",7,1,"11.0",11,12,252,33,0,0,0,"0.92","22.91","0.88","5.73","6.55","17.18","11.45","1.64",11.7,13.3,-1.6,7.36
"992","2022","Enderson Franco","DUR","P",6,6,"28.1",31,34,522,85,0,0,1,"0.91","18.42","2.18","7.62","3.49","12.39","11.44","2.86",17.1,7.9,9.2,7.55
"993","2022","Marco Carrillo","TIG","P",16,15,"62.2",93,51,1205,188,0,0,0,"1.82","19.23","1.32","4.74","3.59","15.51","10.20","2.59",10.4,7.9,2.5,8.06
"994","2022","Jesus Rodolfo Garcia","TIG","P",3,0,"2.2",2,4,52,8,0,0,0,"0.50","19.50","1.00","6.75","6.75","6.75","10.13","3.38",15.4,15.4,0,11.99
"995","2022","Jaime Lugo","CAM","P",12,9,"36.2",49,42,587,110,0,0,0,"1.17","16.01","0.88","3.44","3.93","16.45","12.03","1.47",7.4,8.5,-1.1,6.6
"996","2022","Edwyn Valle","DUR","P",25,7,"50.0",51,66,969,150,0,0,0,"0.77","19.38","0.89","5.94","6.66","12.96","11.52","1.44",12.7,14.2,-1.5,6.85
"997","2022","Daniel Zazueta","CAM","P",11,0,"10.1",9,11,175,31,0,0,0,"0.82","16.94","1.60","6.97","4.35","13.06","10.45","2.61",15.4,9.6,5.8,8.76
"998","2022","Jovany Lopez","CAM","P",6,0,"6.0",7,6,111,18,0,0,0,"1.17","18.50","0.60","4.50","7.50","15.00","10.50","1.50",9.7,16.1,-6.4,7.48
"999","2022","Carlos Machorro","MTY","P",20,0,"18.0",14,14,349,54,0,0,0,"1.00","19.39","3.29","11.50","3.50","13.50","11.00","2.50",26.7,8.1,18.6,6.2
"1000","2022","Devin Raftery","SLT","P",31,0,"33.1",27,44,669,100,0,0,0,"0.61","20.07","1.37","7.02","5.13","14.04","10.80","1.89",15.5,11.3,4.2,6.71
"1001","2022","Javier Medina","YUC","P",11,0,"13.2",22,10,284,41,0,0,1,"2.20","20.78","0.56","3.29","5.93","17.78","10.54","2.63",6.8,12.3,-5.5,9.04
"1002","2022","Armando Araiza","AGS","C",17,0,"15.1",10,20,287,46,0,0,0,"0.50","18.72","2.57","10.57","4.11","14.09","13.50","3.52",22.8,8.9,13.9,7.99
"1003","2022","Edgar Torres","MEX","P",6,6,"17.0",19,18,324,51,0,0,0,"1.06","19.06","15.00","7.94","0.53","15.35","10.59","2.65",17.9,1.2,16.7,6.4
"1004","2022","Orlando Gonzalez","SLT","P",14,1,"20.1",20,21,394,61,0,0,0,"0.95","19.38","1.19","8.41","7.08","13.72","12.84","4.43",17.6,14.8,2.8,10.93
"1005","2022","Miguel Hernandez","LEO","P",7,3,"14.1",13,16,316,43,0,0,0,"0.81","22.05","0.53","5.02","9.42","11.30","10.67","0.63",10.7,20,-9.3,7.86
"1006","2022","Oswaldo Martínez","AGS","P",13,2,"18.1",24,15,324,55,0,0,0,"1.60","17.67","1.09","5.89","5.40","13.75","10.80","2.95",13.3,12.2,1.1,8.62
"1007","2022","Marco Antonio Rivas","DUR","P",30,0,"24.0",21,27,446,72,0,0,1,"0.78","18.58","1.25","5.63","4.50","17.63","10.88","1.50",11.8,9.4,2.4,6.85
"1008","2022","Mario Morales","TAB","P",15,0,"10.2",9,16,231,32,0,0,0,"0.56","21.66","0.78","5.91","7.59","11.81","10.97","3.38",12.3,15.8,-3.5,10.77
"1009","2022","Benny Suarez","OAX","P",12,0,"9.0",5,19,192,27,0,0,1,"0.26","21.33","1.00","4.00","4.00","14.00","11.00","3.00",8.5,8.5,0,8.92
"1010","2022","Felipe Hernandez","CAM","P",9,2,"14.2",11,19,333,44,0,0,0,"0.58","22.70","0.82","8.59","10.43","14.73","12.27","0.61",16.5,20,-3.5,6.35
"1011","2022","Luis Martinez","SLT","P",5,5,"19.1",18,17,398,58,0,0,0,"1.06","20.59","2.00","9.31","4.66","16.76","12.10","1.86",19.4,9.7,9.7,6.33
"1012","2022","Enrique Chavez","MEX","P",2,1,"4.0",3,5,80,12,0,0,0,"0.60","20.00","1.50","6.75","4.50","18.00","11.25","2.25",14.3,9.5,4.8,7.06
"1013","2022","Dalton Rodriguez","YUC","P",12,1,"10.1",12,9,243,31,0,0,0,"1.33","23.52","1.00","7.84","7.84","21.77","11.32","0.87",13.8,13.8,0,6.29
"1014","2022","Jorge Sauceda","GDL","P",16,0,"11.0",13,10,196,33,0,0,0,"1.30","17.82","1.75","5.73","3.27","16.36","11.45","0.82",12.3,7,5.3,5.63
"1015","2022","Jordan Kipper","LAG","P",5,5,"15.2",24,12,286,47,0,0,0,"2.00","18.26","0.50","2.30","4.60","21.26","11.49","0.57",4.6,9.2,-4.6,6.12
"1016","2022","Manuel Perez","LEO","P",16,0,"15.2",19,15,342,47,0,0,0,"1.27","21.83","0.52","6.32","12.06","11.49","12.06","2.30",12.8,24.4,-11.6,9.93
"1017","2022","Jesus Valenzuela","MVA","P",7,0,"7.0",7,7,146,21,0,0,0,"1.00","20.86","0.83","6.43","7.71","20.57","12.86","2.57",12.2,14.6,-2.4,8.67
"1018","2022","Raul De Los Reyes","TIG","P",21,5,"31.0",36,35,554,93,0,0,0,"1.03","17.87","0.89","4.65","5.23","13.94","12.19","3.19",10.1,11.4,-1.3,9.62
"1019","2022","Yoandy Cruz","CAM","P",12,4,"20.0",27,21,439,60,0,0,1,"1.29","21.95","0.61","4.95","8.10","16.20","12.60","1.80",9.7,15.9,-6.2,8.01
"1020","2022","Dylan Unsworth","VER","P",2,2,"7.2",11,8,113,23,0,0,1,"1.38","14.74","0.75","3.52","4.70","11.74","11.74","5.87",8.3,11.1,-2.8,13.67
"1021","2022","Seth Davis","AGS","P",10,0,"9.0",6,9,173,27,0,0,1,"0.67","19.22","4.33","13.00","3.00","14.00","14.00","1.00",28.3,6.5,21.8,3.7
"1022","2022","Rafael Ordaz","YUC","P",7,0,"6.0",7,6,98,18,0,0,0,"1.17","16.33","2.50","7.50","3.00","21.00","12.00","1.50",14.3,5.7,8.6,5.81
"1023","2022","Junichi Tazawa","DUR","P",13,0,"12.2",14,13,253,38,0,0,1,"1.08","19.97","2.75","7.82","2.84","17.05","14.92","2.13",16.4,6,10.4,6.44
"1024","2022","Luis De Luna","VER","P",14,0,"9.2",7,11,221,29,0,0,0,"0.64","22.86","0.82","8.38","10.24","15.83","12.10","3.72",16.1,19.6,-3.5,11.42
"1025","2022","Luis Millan","LEO","P",18,1,"23.1",25,29,508,70,0,0,0,"0.86","21.77","1.08","5.40","5.01","16.20","14.27","2.70",11.2,10.4,0.8,8.49
"1026","2022","Felipe Castaneda","LEO","P",23,2,"27.2",39,23,605,83,0,0,0,"1.70","21.87","0.63","6.51","10.41","14.96","13.66","1.95",12.3,19.8,-7.5,8.96
"1027","2022","Vidal Sotelo","OAX","P",9,3,"16.0",14,17,301,48,0,0,0,"0.82","18.81","8.50","9.56","1.13","15.19","12.38","3.94",22.1,2.6,19.5,7.75
"1028","2022","Pete Bayer","GDL","P",7,0,"5.0",3,4,122,15,0,0,0,"0.75","24.40","0.78","12.60","16.20","7.20","14.40","0.00",23.3,30,-6.7,8.21
"1029","2022","Gerardo Ramirez","TIG","X",9,0,"10.0",18,5,209,30,0,0,0,"3.60","20.90","0.56","4.50","8.10","14.40","14.40","0.90",8.8,15.8,-7,8.01
"1030","2022","Santiago Gutierrez","LAG","P",20,0,"14.2",13,22,290,44,0,0,0,"0.59","19.77","1.14","4.91","4.30","14.11","12.89","2.45",10.5,9.2,1.3,8.46
"1031","2022","Marco Tovar","OAX","P",3,3,"8.1",8,10,159,25,0,0,0,"0.80","19.08","2.67","8.64","3.24","17.28","12.96","4.32",17.8,6.7,11.1,9.37
"1032","2022","Jose Acosta","LEO","P",3,3,"9.2",10,12,235,29,0,0,0,"0.83","24.31","0.64","6.52","10.24","13.97","13.03","4.66",12.7,20,-7.3,12.94
"1033","2022","Ivan Izaguirre","SLT","P",22,0,"20.0",27,16,388,60,0,0,0,"1.69","19.40","1.09","5.40","4.95","17.55","13.05","4.05",11.2,10.3,0.9,10.41
"1034","2022","Alexis Portillo","TIG","P",14,5,"23.1",24,30,518,70,0,0,0,"0.80","22.20","0.94","6.17","6.56","20.06","13.50","2.70",11.4,12.1,-0.7,8.7
"1035","2022","Adrian Garza","LEO","P",3,0,"2.0",3,3,50,6,0,0,0,"1.00","25.00","0.00","0.00","4.50","22.50","13.50","0.00",0,8.3,-8.3,5.31
"1036","2022","Adrian Gonzalez","VER","P",4,1,"4.0",5,3,124,12,0,0,0,"1.67","31.00","0.38","6.75","18.00","20.25","13.50","0.00",10.7,28.6,-17.9,8.31
"1037","2022","Daniel Nunez","TAB","P",1,0,"0.2",0,1,17,2,0,0,0,"0.00","25.50","-.--","13.50","0.00","40.50","13.50","0.00",20,0,20,-6.19
"1038","2022","Victor Buelna","DUR","P",8,7,"29.1",33,28,556,88,0,0,0,"1.18","18.95","1.29","6.75","5.22","17.49","14.11","3.07",13.9,10.8,3.1,8.62
"1039","2022","Alejandro Morales","OAX","P",17,0,"24.2",30,33,533,74,0,0,0,"0.91","21.61","0.61","4.01","6.57","16.05","14.96","4.38",8,13,-5,11.83
"1040","2022","Wilfredo Ramirez","LEO","P",21,0,"16.0",15,21,308,48,0,0,1,"0.71","19.25","0.83","5.63","6.75","14.63","14.06","5.06",11.6,14,-2.4,12.5
"1041","2022","Jesus Juarez","LEO","P",16,1,"12.2",13,14,255,38,0,0,0,"0.93","20.13","1.80","6.39","3.55","22.03","14.92","2.84",12.5,6.9,5.6,7.83
"1042","2022","Saul Castellanos","SLT","P",5,0,"4.1",7,4,88,13,0,0,0,"1.75","20.31","0.67","4.15","6.23","16.62","22.85","4.15",8,12,-4,12.11
"1043","2022","Faustino Carrera","TIJ","P",3,0,"3.0",5,3,74,9,0,0,0,"1.67","24.67","1.00","6.00","6.00","27.00","18.00","0.00",9.5,9.5,0,4.48
"1044","2022","Yosshel Hurtado","PUE","P",10,0,"8.1",10,8,164,25,0,0,0,"1.25","19.68","0.83","5.40","6.48","20.52","15.12","3.24",10.2,12.2,-2,9.99
"1045","2022","Fabian Muniz","PUE","P",5,1,"5.0",5,4,116,15,0,0,1,"1.25","23.20","1.00","7.20","7.20","21.60","18.00","1.80",12.9,12.9,0,8.41
"1046","2022","Esteban Rodriguez","OAX","P",1,0,"1.2",3,0,40,5,0,0,0,"3.00","24.00","0.50","5.40","10.80","27.00","16.20","5.40",8.3,16.7,-8.4,20.48
"1047","2022","Kenneth Carrillo","TIG","P",5,0,"4.1",5,3,102,13,0,0,0,"1.67","23.54","1.20","12.46","10.38","18.69","18.69","2.08",20.7,17.2,3.5,8.45
