"","Year","Name","Team","POS","GP","GS","IP","ERA","W","L","SV","SVO","HLD","K","BB","IBB","BF","H","HR","ER","HBP","GIDP","WP"
"213","2019","Zack Segovia","LEO","P",56,0,"57.0","6.16",3,8,1,3,13,57,43,6,285,72,7,39,6,6,8
"214","2019","Jose Valverde","AGS","P",40,0,"38.0","6.16",2,2,0,4,10,29,13,3,171,47,9,26,2,4,4
"215","2019","Ulises Lopez","MEX","P",12,0,"11.2","6.17",1,0,0,0,0,10,4,0,57,19,3,8,0,0,2
"216","2019","Fabian Anguamea","MEX","P",31,1,"39.1","6.18",1,1,0,0,3,28,28,1,190,56,5,27,1,5,5
"217","2019","Raul Valdes","TIJ","P",6,6,"23.0","6.26",2,2,0,0,0,34,8,0,104,28,5,16,0,0,1
"218","2019","Edgar Acosta","LEO","P",32,0,"21.1","6.33",0,0,0,1,5,18,16,0,109,30,1,15,2,3,1
"219","2019","Paul Voelker","LAR","P",36,2,"49.2","6.34",1,2,3,5,4,44,28,2,231,55,6,35,2,1,2
"220","2019","Irwin Delgado","OAX","P",20,17,"89.1","6.35",7,4,0,0,0,76,41,2,429,134,12,63,1,14,9
"221","2019","Tiago Da Silva","DUR","P",41,12,"93.1","6.36",3,9,10,16,0,72,31,2,422,124,11,66,5,15,9
"222","2019","Guillermo Moscoso","PUE","P",22,20,"104.1","6.38",3,8,0,0,0,67,33,3,468,128,13,74,4,5,3
"223","2019","Jason Gurka","MVA","P",16,5,"25.1","6.39",2,1,0,0,1,22,9,0,125,39,5,18,1,4,1
"224","2019","Walter Silva","LEO","P",23,23,"118.0","6.41",6,6,0,0,0,60,47,1,546,150,18,84,5,9,3
"225","2021","Alexander Armenta","TIG","P",2,2,"4.0","0.00",0,0,0,0,0,2,3,0,16,2,0,0,0,0,0
"226","2021","Jake Barrett","MVA","P",2,0,"2.0","0.00",1,0,0,0,0,4,0,0,7,1,0,0,0,0,0
"227","2021","Isaac Briones","DUR","P",2,0,"2.1","0.00",0,0,0,0,0,2,3,0,12,0,0,0,2,0,1
"228","2021","Jesus Caro","GDL","P",1,0,"1.0","0.00",0,0,0,0,0,1,2,0,4,0,0,0,0,1,0
"229","2021","Andres Duron","AGS","P",1,0,"0.1","0.00",0,0,0,0,0,0,0,0,2,1,0,0,0,0,1
"230","2021","Marco Encinas","PUE","P",1,0,"1.0","0.00",0,0,0,0,0,2,1,0,4,0,0,0,0,0,0
"231","2021","Jorge Gonzalez","AGS","OF",1,0,"1.1","0.00",0,0,0,0,0,0,0,0,5,1,0,0,0,0,0
"232","2021","Merandy Gonzalez","TIG","P",4,0,"3.0","0.00",0,0,0,0,0,3,2,0,14,2,0,0,0,0,0
"233","2021","Brandon Gutierrez","SLT","P",1,0,"1.2","0.00",0,0,0,0,0,1,1,0,10,2,0,0,0,0,0
"234","2021","Jeff Ibarra","LAR","P",1,0,"1.2","0.00",0,0,0,0,0,0,0,0,6,1,0,0,0,0,0
"235","2021","Omar Maldonado","LAG","P",1,0,"0.1","0.00",0,0,0,0,0,0,2,0,4,0,0,0,1,0,0
"236","2021","Juan Ramon Noriega","TIG","P",13,0,"13.0","0.00",1,0,1,1,4,8,3,0,48,7,0,0,1,2,0
"237","2021","Vidal Nuño","TIJ","P",2,2,"11.0","0.00",2,0,0,0,0,11,2,0,45,10,0,0,0,0,2
"238","2021","Jose Palafox","GDL","P",1,0,"1.1","0.00",0,0,0,0,0,0,0,0,4,1,0,0,0,1,0
"239","2021","Jonathan Rico","OAX","P",2,0,"1.1","0.00",0,0,0,0,0,2,0,0,5,1,0,0,0,0,0
"240","2021","Ivan Solis","YUC","P",1,0,"0.2","0.00",0,0,0,0,0,0,1,0,4,1,0,0,0,0,0
"241","2021","West Tunnell","MVA","P",3,0,"2.2","0.00",0,0,0,0,1,5,2,0,11,1,0,0,1,0,2
"242","2021","Fernando Salas","TAB","P",21,0,"21.1","0.42",1,0,12,12,0,23,3,0,77,13,0,1,0,2,0
"243","2021","Samuel Zazueta","MEX","P",17,0,"19.0","0.47",2,0,0,0,4,16,10,1,77,14,0,1,0,3,1
"244","2021","Daniel Duarte","MVA","P",13,0,"14.0","0.64",1,0,0,0,4,17,4,0,52,7,0,1,0,1,0
"245","2021","Manuel Chavez","YUC","P",25,1,"25.1","0.71",1,0,0,1,3,28,9,1,99,13,1,2,3,3,2
"246","2021","José Torres","LAR","P",24,0,"40.2","0.89",5,1,4,4,0,45,9,1,151,25,0,4,0,5,2
"247","2021","Michael Tonkin","TIJ","P",22,0,"26.0","1.04",4,2,9,11,0,34,8,3,102,15,2,3,2,0,2
"248","2021","David Gutierrez","YUC","P",34,0,"33.2","1.07",6,1,1,3,8,27,9,0,122,17,0,4,3,5,2
"249","2021","Roberto Osuna","MEX","P",24,0,"24.2","1.09",3,0,12,13,0,27,3,0,92,17,2,3,0,0,0
"250","2021","Hector Velázquez","MVA","P",2,2,"7.0","1.29",0,0,0,0,0,3,3,0,31,8,0,1,0,0,0
"251","2021","Brandon Quintero","AGS","P",25,0,"25.1","1.42",3,2,0,2,6,25,8,2,106,22,1,4,1,2,2
"252","2021","Lenix Osuna","YUC","P",13,0,"12.0","1.50",1,1,0,0,0,10,6,1,56,12,1,2,1,2,4
"253","2021","Linder Castro","AGS","P",20,0,"23.2","1.52",1,0,1,1,4,24,9,0,93,17,0,4,0,3,2
"254","2021","Antonio Garzon","CAM","P",27,0,"22.1","1.61",2,1,0,0,9,26,4,0,85,16,1,4,2,2,2
"255","2021","Wendell Floranus","TIG","P",24,0,"27.1","1.65",3,0,11,11,0,37,6,1,101,15,4,5,1,1,1
"256","2021","Carlos Torres","TIJ","P",16,0,"21.0","1.71",1,0,0,0,8,27,4,0,78,12,2,4,2,1,0
"257","2021","Manny Bañuelos","MTY","P",3,2,"10.0","1.80",1,0,0,0,0,11,2,0,39,7,1,2,2,1,1
"258","2021","Andrew Case","TAB","P",10,0,"10.0","1.80",2,0,4,5,1,9,1,0,42,11,0,2,1,0,0
"259","2021","Winston Lavendier","GDL","P",18,0,"15.0","1.80",1,0,0,1,1,13,11,1,68,13,0,3,0,2,3
"260","2021","Fernando Rodney","TIJ","P",28,0,"30.0","1.80",3,0,16,19,0,40,8,0,113,22,3,6,0,4,0
"261","2021","Tyler Wilson","MTY","P",11,0,"14.2","1.84",4,0,0,1,1,13,6,0,61,12,2,3,0,2,0
"262","2021","Jumbo Díaz","MEX","P",21,0,"19.0","1.89",2,0,0,1,9,16,3,0,77,19,1,4,0,1,2
"263","2021","Derrick Loop","TAB","P",32,0,"32.2","1.93",2,3,1,3,12,34,11,1,136,30,0,7,1,1,4
"264","2021","Gerson Bautista","MEX","P",22,0,"22.2","1.99",1,1,2,2,10,27,7,0,90,17,3,5,1,3,1
"265","2021","Alex Delgado","OAX","P",7,1,"12.2","2.13",1,0,0,0,1,10,3,0,53,10,3,3,1,0,0
"266","2021","Carlos Ramirez","LAG","P",19,0,"21.0","2.14",0,1,3,3,2,18,4,1,87,22,0,5,1,2,1
"267","2021","Josh Lueke","YUC","P",27,0,"29.0","2.17",0,0,12,14,1,26,5,1,112,20,0,7,2,3,0
"268","2021","Enrique Burgos","YUC","P",25,0,"24.1","2.22",1,0,0,1,9,29,11,0,101,16,0,6,0,1,2
"269","2021","Robby Scott","MTY","P",24,1,"27.0","2.33",2,1,6,7,1,26,14,0,116,22,3,7,0,3,2
"270","2021","Andres Ivan Meza","TAB","P",9,9,"38.1","2.35",4,2,0,0,0,20,5,0,147,28,2,10,1,4,0
"271","2021","Logan Ondrusek","YUC","P",8,8,"45.1","2.38",4,2,0,0,0,50,3,0,181,44,1,12,2,2,5
"272","2021","Enrique Oquendo","TAB","P",12,0,"11.1","2.38",0,0,0,2,0,17,9,1,53,9,1,3,0,0,4
"273","2021","Raul De Los Reyes","VER","P",29,0,"30.0","2.40",1,0,1,1,4,19,10,0,126,32,2,8,0,3,2
"274","2021","Tony Cordova","OAX","P",20,0,"18.2","2.41",1,1,0,0,4,16,9,0,79,17,0,5,1,2,4
"275","2021","Daniel Cruz","LEO","P",18,2,"26.0","2.42",2,1,1,1,0,17,10,1,116,29,2,7,1,3,1
"276","2021","Arquimedes Caminero","MEX","P",16,0,"18.0","2.50",1,3,1,2,3,18,10,0,76,13,1,5,0,1,7
"277","2021","Anthony Herrera","TIJ","P",26,0,"28.2","2.51",2,0,0,0,2,27,7,0,115,21,2,8,4,2,1
"278","2021","Luis Escobar","TAB","P",12,12,"67.1","2.54",7,2,0,0,0,43,31,0,278,48,3,19,6,8,11
"279","2021","André Rienzo","LAR","P",5,5,"21.0","2.57",3,0,0,0,0,20,12,0,91,15,1,6,1,2,2
"280","2021","Sammy Solís","MVA","P",25,0,"21.0","2.57",3,0,0,2,7,24,4,0,88,22,4,6,0,1,0
"281","2021","Dylan Unsworth","VER","P",8,8,"42.0","2.57",4,0,0,0,0,27,4,0,165,37,3,12,2,4,0
"282","2021","Mario Jimenez","TAB","P",24,0,"24.0","2.63",1,1,0,1,1,16,11,3,108,26,1,7,0,2,2
"283","2021","Oliver Pérez","TIJ","P",21,0,"24.0","2.63",1,0,0,1,6,35,5,0,92,16,3,7,3,2,0
"284","2021","Lester Oliveros","CAM","P",26,0,"27.1","2.63",0,2,0,2,7,35,10,1,113,22,5,8,1,2,2
"285","2021","Carlos Vazquez","TAB","P",18,0,"13.2","2.63",1,0,0,2,4,15,4,1,57,13,2,4,1,0,0
"286","2021","Gerardo Ramirez","TIG","X",15,1,"37.1","2.65",1,0,0,0,0,17,13,0,155,32,1,11,4,3,4
"287","2021","Adam Choplick","TAB","P",23,0,"23.2","2.66",0,1,1,1,7,25,6,0,100,24,2,7,0,3,2
"288","2021","César Vargas","MTY","P",2,2,"10.0","2.70",1,0,0,0,0,10,3,0,43,12,0,3,0,1,2
"289","2021","Fernando Cruz","GDL","P",26,0,"26.1","2.73",4,1,14,15,0,37,6,0,102,19,2,8,0,0,0
"290","2021","Jonathan Partida","OAX","P",20,0,"13.0","2.77",2,1,0,1,1,14,8,0,60,15,1,4,0,1,1
"291","2021","Al Alburquerque","MVA","P",24,0,"22.2","2.78",0,1,1,3,8,26,5,1,97,31,2,7,0,5,1
"292","2021","Francisco Moreno","TAB","P",30,0,"25.1","2.84",0,3,1,1,6,18,10,0,111,22,1,8,2,2,4
"293","2021","Ivan Zavala","VER","P",30,0,"31.2","2.84",0,0,8,10,0,25,5,1,119,21,4,10,1,4,0
"294","2021","Jesus Pirela","TIJ","P",22,0,"25.0","2.88",2,1,0,2,6,25,9,1,102,19,2,8,0,4,6
"295","2021","Mario Meza","SLT","P",26,0,"24.2","2.92",3,1,5,8,8,27,10,2,101,16,1,8,2,2,1
"296","2021","Jake Sanchez","TIJ","P",27,0,"27.2","2.93",1,1,0,3,7,31,19,0,116,19,3,9,1,3,1
"297","2021","Luis Ivan Rodriguez","MEX","P",12,9,"43.0","2.93",2,0,0,1,0,30,4,0,177,43,5,14,2,2,2
"298","2021","Raul Barron","TIG","P",18,0,"15.1","2.93",0,0,1,1,5,8,6,1,66,18,1,5,1,4,2
"299","2021","Andres E. Perez","OAX","P",14,0,"15.1","2.93",1,1,0,0,2,13,8,2,73,16,0,5,2,1,0
"300","2021","Norman Elenes","MTY","P",38,0,"36.2","2.95",2,2,0,0,9,23,9,0,150,34,4,12,2,4,3
"301","2021","Wendolyn Bautista","DUR","P",15,7,"48.0","3.00",5,2,2,3,1,48,17,1,208,52,4,16,0,5,5
"302","2021","Luis Marquez","VER","P",11,0,"15.0","3.00",0,0,0,0,0,24,6,1,64,13,2,5,0,2,2
"303","2021","Gonzalo Sanudo","OAX","P",20,0,"18.0","3.00",1,3,0,2,3,13,4,1,80,22,1,6,1,1,3
"304","2021","Jake Thompson","YUC","P",11,11,"59.2","3.02",4,3,0,0,0,35,16,0,237,48,3,20,6,7,1
"305","2021","Wilfredo Boscan","TIG","P",8,8,"35.2","3.03",1,3,0,0,0,23,12,1,152,39,0,12,3,6,1
"306","2021","Jose Carlos Medina","AGS","P",6,5,"23.2","3.04",2,0,0,0,0,10,8,0,97,24,2,8,0,6,2
"307","2021","Carlos Stiff Rodriguez","VER","P",36,0,"35.1","3.06",5,1,1,3,8,42,11,2,143,23,2,12,6,3,4
"308","2021","Alexandro Tovalin","GDL","P",30,0,"29.1","3.07",4,0,0,1,10,32,13,1,120,21,2,10,3,4,0
"309","2021","Wirfin Obispo","MVA","P",25,0,"26.1","3.08",1,3,8,15,0,34,15,0,119,21,1,9,4,0,4
"310","2021","Gabriel Arias","PUE","P",3,2,"11.2","3.09",0,1,0,0,0,10,3,0,45,7,2,4,0,0,0
"311","2021","Marcos Machado","TAB","P",16,3,"37.2","3.11",4,0,0,0,0,29,18,0,167,34,6,13,3,4,2
"312","2021","Tyson Perez","TIJ","P",22,0,"28.2","3.14",3,1,0,1,3,25,1,0,117,29,4,10,0,2,1
"313","2021","Felipe Arredondo","TIG","P",28,1,"40.0","3.15",7,0,0,0,4,22,15,1,166,34,3,14,2,3,2
"314","2021","Rafael Pineda","LAG","P",12,12,"77.0","3.16",4,4,0,0,0,47,19,0,313,74,5,27,0,9,2
"315","2021","Jose Samayoa","TIJ","P",11,11,"48.1","3.17",4,2,0,0,0,45,17,0,205,47,7,17,2,4,0
"316","2021","Luis De Luna","SLT","P",33,0,"39.1","3.20",1,0,0,0,10,40,8,0,159,34,5,14,0,1,5
"317","2021","Heriberto Ruelas","YUC","P",23,0,"19.2","3.20",2,1,0,1,4,14,9,1,78,15,2,7,0,3,0
"318","2021","Miguel Aguilar","MTY","P",19,0,"28.0","3.21",2,0,0,0,1,20,14,0,117,24,1,10,2,2,5
"319","2021","Pedro Strop","MTY","P",12,0,"14.0","3.21",0,2,3,3,0,16,5,0,61,14,4,5,0,1,2
"320","2021","Manny Parra","YUC","P",14,1,"16.2","3.24",1,1,0,0,5,10,6,0,68,15,0,6,0,2,0
"321","2021","Masaru Nakamura","GDL","P",9,9,"52.2","3.25",8,0,0,0,0,46,18,0,209,40,4,19,2,3,4
"322","2021","Geoff Broussard","LAR","P",35,0,"44.1","3.25",1,6,1,1,1,51,17,4,177,33,5,16,0,3,0
"323","2021","Kender Villegas","LAG","P",30,0,"30.0","3.30",3,1,4,5,1,28,17,2,134,28,5,11,4,3,7
"324","2021","Hector Perez","LEO","P",3,0,"2.2","3.38",0,0,0,0,0,3,1,0,10,2,1,1,0,0,0
"325","2021","Edgar Torres","MEX","P",11,11,"53.1","3.38",7,0,0,0,0,35,17,1,221,56,5,20,4,10,1
"326","2021","Liarvis Breto","LAR","P",20,5,"36.2","3.44",1,0,0,0,2,35,20,1,165,39,0,14,2,6,4
"327","2021","Thomas Dorminy","PUE","P",7,7,"36.1","3.47",3,0,0,0,0,37,13,0,160,35,4,14,3,2,2
"328","2021","Yapson Gomez","MEX","P",15,2,"23.1","3.47",2,1,1,1,3,20,5,0,90,20,2,9,1,1,1
"329","2021","Jesus Barraza","VER","P",32,0,"31.0","3.48",3,2,0,3,3,23,13,1,124,26,4,12,1,3,3
"330","2021","Joe Van Meter","TIJ","P",11,11,"59.1","3.49",5,2,0,0,0,46,16,0,249,62,7,23,1,7,1
"331","2021","Carlos Viera","SLT","P",12,6,"49.0","3.49",5,1,0,1,2,35,13,0,214,54,0,19,7,7,3
"332","2021","Jesus Alcantar","DUR","P",22,1,"28.1","3.49",0,2,1,2,4,13,14,2,121,25,3,11,1,3,2
"333","2021","Ignacio Marrujo","TAB","P",11,11,"56.1","3.51",7,3,0,0,0,29,14,1,237,57,1,22,2,4,2
"334","2021","Mark Serrano","GDL","P",13,2,"20.1","3.54",0,0,0,0,0,18,5,0,84,17,4,8,1,0,1
"335","2021","Michael Devine","TIJ","P",10,10,"65.1","3.58",7,2,0,0,0,66,16,0,273,61,4,26,3,2,2
"336","2021","David Holmberg","SLT","P",4,3,"20.0","3.60",0,0,0,0,0,20,9,0,83,14,1,8,1,1,0
"337","2021","Joseph Lyall","PUE","P",11,0,"15.0","3.60",1,0,0,0,0,16,9,1,71,15,1,6,1,0,1
"338","2021","Tom de Blok","PUE","P",1,1,"5.0","3.60",0,1,0,0,0,4,5,0,25,7,0,2,0,1,0
"339","2021","Juan Pablo Oramas","TAB","P",11,11,"59.2","3.62",4,5,0,0,0,35,22,0,257,53,2,24,0,2,1
"340","2021","Jose Isidro Marquez","CAM","P",24,0,"22.1","3.63",1,1,1,3,3,25,14,1,90,15,2,9,0,1,0
"341","2021","Ozzie Mendez","DUR","P",28,0,"24.2","3.65",2,2,0,1,4,17,7,0,105,26,0,10,0,3,1
"342","2021","Nestor Molina","AGS","P",10,10,"54.0","3.67",1,4,0,0,0,51,13,1,224,59,6,22,1,4,3
"343","2021","James Russell","LAG","P",7,7,"34.1","3.67",2,2,0,0,0,23,7,0,149,40,2,14,0,4,0
"344","2021","JC Ramírez","MEX","P",3,3,"14.2","3.68",2,0,0,0,0,10,0,0,64,17,0,6,1,1,0
"345","2021","Juan Cossio","TIG","P",16,2,"36.1","3.72",1,2,0,0,2,30,10,0,151,34,6,15,1,0,2
"346","2021","Matt Tenuta","MTY","P",9,9,"46.0","3.72",1,0,0,0,0,32,15,0,206,55,5,19,1,6,2
"347","2021","Yoanner Negrin","YUC","P",11,11,"61.2","3.79",4,4,0,0,0,29,13,0,260,65,1,26,4,4,1
"348","2021","Jenrry Mejia","LAG","P",26,0,"28.1","3.81",2,3,14,18,0,26,8,2,117,30,2,12,0,5,1
"349","2021","Wilking Rodríguez","LAR","P",25,0,"28.1","3.81",1,3,0,2,3,35,12,1,119,21,1,12,2,1,5
"350","2021","Joshua Corrales","TIJ","P",19,0,"21.0","3.86",1,2,0,1,1,20,14,1,89,15,3,9,0,2,6
"351","2021","Vidal Sotelo","MEX","P",4,0,"4.2","3.86",0,0,0,0,0,3,5,0,24,6,1,2,0,1,0
"352","2021","Cristian Castillo","LEO","P",12,12,"69.2","3.88",4,1,0,0,0,35,12,0,284,76,4,30,2,11,1
"353","2021","Luis Angel Verdugo","CAM","P",18,5,"44.0","3.89",0,4,0,0,1,16,14,0,182,41,6,19,1,6,1
"354","2021","Adrian Gusman","MTY","P",18,6,"41.0","3.95",3,2,0,0,1,27,10,0,188,56,4,18,1,5,1
"355","2021","Radhames Liz","YUC","P",10,10,"52.1","3.96",4,3,0,0,0,50,23,1,231,51,2,23,3,3,3
"356","2021","Fabian Anguamea","TIG","P",22,0,"25.0","3.96",1,0,0,1,4,20,13,2,111,24,2,11,3,3,3
"357","2021","Jean Machi","MTY","P",24,0,"22.2","3.97",2,1,3,4,1,25,6,0,97,23,3,10,1,1,2
"358","2021","Demetrio Gutierrez","CAM","P",12,11,"61.0","3.98",1,4,0,0,0,39,19,0,248,56,8,27,1,6,2
"359","2021","Kodai Hamaya","VER","P",3,2,"13.1","4.05",1,1,0,0,0,24,6,0,58,12,0,6,0,0,1
"360","2021","Ivan Salas","MTY","P",29,0,"28.2","4.08",0,1,0,0,4,20,13,1,124,26,0,13,4,4,7
"361","2021","Yoen Socarras","PUE","P",11,6,"37.0","4.14",2,1,0,0,3,32,14,1,162,40,4,17,1,6,1
"362","2021","Elvis Araujo","MTY","P",16,12,"63.0","4.14",4,2,0,1,0,68,27,0,278,69,6,29,1,3,5
"363","2021","Leuris Gomez","LAG","3B",3,3,"13.0","4.15",1,1,0,0,0,14,3,0,55,12,0,6,1,0,0
"364","2021","Alberto Leyva","LAG","P",30,0,"26.0","4.15",2,2,0,1,8,16,14,3,109,23,2,12,1,3,1
"365","2021","Devin Raftery","MVA","P",28,0,"28.0","4.18",5,2,0,1,3,28,11,0,123,30,4,13,2,1,2
"366","2021","Fernando Burgueno","LAG","P",10,0,"10.2","4.22",0,0,0,0,0,5,6,0,50,12,2,5,1,2,1
"367","2021","Jorge Perez","TIJ","P",14,1,"21.1","4.22",1,0,0,1,1,19,7,1,101,28,4,10,0,1,2
"368","2021","Luis Leroy Cruz","LEO","P",10,10,"55.1","4.23",4,2,0,0,0,33,25,0,242,61,2,26,2,8,0
"369","2021","Guillermo Arvizu","OAX","P",4,1,"6.1","4.26",0,1,0,0,0,6,3,0,26,4,0,3,0,0,0
"370","2021","Jair Jurrjens","OAX","P",7,7,"38.0","4.26",3,1,0,0,0,25,11,0,160,41,5,18,0,5,1
"371","2021","Juan Robles","DUR","P",10,0,"14.2","4.30",1,0,0,1,1,14,6,0,64,14,1,7,0,0,0
"372","2021","Ronald Belisario","CAM","P",21,0,"23.0","4.30",2,1,9,10,1,16,9,1,94,22,2,11,1,6,1
"373","2021","Erik Martinez","GDL","P",11,0,"12.1","4.38",0,1,0,1,2,11,8,0,54,12,1,6,0,2,1
"374","2021","Anthony Vasquez","GDL","P",10,10,"53.1","4.39",5,1,0,0,0,24,13,0,220,59,9,26,2,7,0
"375","2021","Francisco Rios","MVA","P",13,13,"67.2","4.39",4,4,0,0,0,64,35,0,290,56,4,33,2,4,6
"376","2021","Jorge Rondon","AGS","P",29,0,"28.2","4.40",2,4,7,8,1,27,8,1,133,38,2,14,1,1,4
"377","2021","Casey Harman","YUC","P",4,4,"16.1","4.41",1,0,0,0,0,9,6,0,70,16,2,8,1,1,1
"378","2021","Dalton Rodriguez","YUC","P",14,7,"36.2","4.42",1,5,0,2,0,29,14,0,160,40,5,18,0,3,2
"379","2021","Manuel Valdez","TIG","P",31,0,"20.1","4.43",0,1,0,0,5,19,17,4,96,19,0,10,2,3,3
"380","2021","Manuel Baez","LAG","P",28,0,"26.1","4.44",2,1,0,1,7,12,9,2,122,33,3,13,2,4,2
"381","2021","Luis Castillo","CAM","P",13,0,"20.0","4.50",0,0,0,0,0,12,11,0,95,26,2,10,1,3,2
"382","2021","Christian Prado","YUC","P",5,1,"6.0","4.50",0,2,0,0,0,6,3,0,26,5,0,3,0,0,1
"383","2021","Horacio Ramirez","TIJ","P",12,10,"50.0","4.50",3,3,0,0,0,17,9,0,218,63,8,25,2,4,2
"384","2021","Nathanael Santiago","OAX","P",27,0,"28.0","4.50",2,2,6,9,3,28,12,1,117,18,3,14,5,2,3
"385","2021","Luis Gamez","LAG","P",10,9,"47.2","4.53",2,3,0,0,0,37,25,0,212,50,1,24,2,8,5
"386","2021","Bartolo Colon","MVA","P",11,11,"61.1","4.55",6,2,0,0,0,40,10,0,260,70,12,31,8,8,1
"387","2021","Jose Ramirez","OAX","P",19,0,"27.2","4.55",0,1,0,0,1,14,12,0,122,31,1,14,1,5,6
"388","2021","Carlos Bustamante","MVA","P",20,0,"21.2","4.57",0,1,13,13,0,27,7,1,97,24,0,11,0,0,1
"389","2021","Yair Lozoya","LAR","P",30,1,"41.1","4.57",2,2,0,1,5,41,23,3,202,55,3,21,4,3,7
"390","2021","Fredy Quintero","LEO","P",31,0,"33.1","4.59",1,3,0,2,7,32,13,2,142,30,4,17,1,4,1
"391","2021","Daniel Flores","CAM","P",9,9,"49.0","4.59",2,6,0,0,0,40,27,0,218,52,2,25,2,8,4
"392","2021","Carlos Hernandez","TIJ","P",10,10,"50.2","4.62",3,4,0,0,0,42,8,0,211,57,7,26,0,5,2
"393","2021","Jose Manuel Lopez","VER","P",23,0,"19.1","4.66",2,1,0,0,5,16,15,0,95,18,3,10,2,2,3
"394","2021","Juan Rodriguez","LAR","P",9,0,"9.2","4.66",1,1,1,2,0,7,2,1,38,10,1,5,1,3,3
"395","2021","Anthony Carter","SLT","P",18,0,"17.1","4.67",0,2,8,9,0,19,4,0,73,16,1,9,2,2,0
"396","2021","Oscar Felix","GDL","P",23,0,"17.1","4.67",2,0,0,0,3,17,12,0,74,9,1,9,3,3,1
"397","2021","Luis Santos","SLT","P",10,9,"42.1","4.68",4,1,0,0,1,47,14,0,186,53,3,22,1,5,3
"398","2021","Alemao Hernandez","MEX","P",22,4,"40.1","4.69",4,2,0,0,0,25,14,1,173,42,2,21,0,6,2
"399","2021","Jorge Martinez","VER","P",12,12,"63.1","4.69",3,3,0,0,0,43,23,1,273,71,9,33,2,3,0
"400","2021","Luis Payan","DUR","P",10,7,"38.1","4.70",1,5,0,0,0,30,14,0,178,48,9,20,4,3,3
"401","2021","Wilmer Rios","MVA","P",15,9,"59.1","4.70",5,2,0,1,0,43,12,0,259,76,9,31,1,9,4
"402","2021","Marco Carrillo","GDL","P",11,11,"58.2","4.76",5,4,0,0,0,23,21,0,261,72,12,31,3,9,0
"403","2021","Jaime Lugo","CAM","P",12,12,"64.1","4.76",5,4,0,0,0,34,25,0,279,71,5,34,2,11,1
"404","2021","Armando Araiza","MEX","C",15,0,"15.0","4.80",0,1,0,0,1,10,5,0,71,24,3,8,0,0,2
"405","2021","Jesus Sainz","LEO","P",20,0,"15.0","4.80",0,0,0,0,3,11,11,1,76,20,3,8,1,2,1
"406","2021","Andrew Morales","MVA","P",23,0,"24.1","4.81",1,2,0,0,2,30,20,2,111,22,4,13,0,2,2
"407","2021","Manny Martinez","VER","P",15,0,"13.0","4.85",0,1,0,2,5,12,10,0,57,10,2,7,1,4,0
"408","2021","Miguel Pena","SLT","P",13,13,"68.2","4.85",7,1,0,0,0,54,20,0,312,88,4,37,6,9,2
"409","2021","Ricardo Chapa","LAR","P",11,0,"20.1","4.87",0,0,1,2,0,10,8,0,92,24,2,11,3,3,0
"410","2021","Jonathan Aro","GDL","P",26,0,"24.0","4.88",4,2,1,5,4,22,6,1,108,31,3,13,1,4,1
"411","2021","Todd Van Steensel","GDL","P",26,0,"24.0","4.88",1,1,1,3,8,20,12,0,109,28,3,13,2,4,1
"412","2021","Alejandro Barraza","LAR","P",25,1,"31.1","4.88",3,1,0,2,1,24,9,2,137,40,3,17,0,6,0
"413","2021","Jorge Sauceda","GDL","P",2,0,"3.2","4.91",0,0,0,0,0,3,1,0,14,2,1,2,0,0,0
"414","2021","Alejandro Soto","SLT","P",26,0,"22.0","4.91",3,2,0,2,5,23,11,0,105,29,2,12,0,0,2
"415","2021","Fabian Cota","OAX","P",15,9,"49.1","4.93",1,2,0,1,2,46,15,0,217,55,4,27,1,3,6
"416","2021","Anthony Vizcaya","AGS","P",33,1,"38.1","4.93",7,2,0,2,3,54,17,2,164,37,3,21,2,3,1
"417","2021","Juan Macias","TAB","P",12,2,"23.2","4.94",1,0,0,0,0,12,12,0,109,29,4,13,0,1,3
"418","2021","Jared Wilson","TIG","P",12,11,"47.1","4.94",3,2,0,0,0,49,14,0,213,52,3,26,12,5,2
"419","2021","Gabriel Garcia","MTY","P",12,12,"65.1","4.96",4,3,0,0,0,49,22,0,288,72,12,36,5,4,5
"420","2021","Francisco Haro","CAM","P",18,0,"16.1","4.96",2,2,0,0,4,18,6,1,72,15,2,9,1,1,2
"421","2021","Jackson Stephens","LAR","P",12,11,"65.0","4.98",4,3,0,0,0,69,16,0,284,75,4,36,6,7,0
"422","2021","Carlos De Leon","TIG","P",12,8,"39.2","4.99",3,5,0,1,0,20,21,0,178,43,7,22,3,4,3
"423","2021","José A. Váldez","PUE","P",13,13,"72.0","5.00",6,1,0,0,0,69,32,0,327,82,8,40,4,6,7
"424","2021","Hector Hernandez","MEX","P",14,14,"71.2","5.02",3,4,0,0,0,67,25,1,307,68,4,40,7,6,7
"425","2021","Joel Paula","PUE","P",7,3,"14.1","5.02",1,3,0,0,0,9,8,0,63,14,1,8,3,0,1
"426","2021","Ariel Gracia","OAX","P",24,0,"25.0","5.04",2,2,0,1,3,16,7,0,112,34,3,14,2,4,4
"427","2021","Luis Millan","LEO","P",5,0,"5.1","5.06",0,0,0,0,0,5,5,0,25,5,0,3,1,2,0
"428","2021","David Richardson","PUE","P",19,6,"47.2","5.10",2,1,3,4,3,47,14,0,212,58,6,27,1,5,1
"429","2021","Gerardo Gutierrez","LAR","P",27,4,"42.1","5.10",1,6,2,4,4,59,31,0,197,37,5,24,2,2,3
