"","Season","Name","Team","POS","GP","AB","PA","H","RBI","SB","2B","3B","HR","R","TB","HBP","K","BB","IBB","AVG","OBP","SLG","OPS"
"54","2024","Daniel Mercado","PUE","C",6,3,3,1,0,0,0,0,0,1,1,0,0,0,0,".333",".333",".333",".666"
"55","2024","José Pirela","MEX","RF",23,75,87,25,11,3,5,0,2,21,36,5,14,6,1,".333",".414",".480",".894"
"56","2024","Arturo Rodriguez","SLT","C",22,51,61,17,12,0,6,0,1,8,26,0,10,4,0,".333",".362",".510",".872"
"57","2024","Cristian Santana","CHI","1B",43,168,179,56,32,1,10,0,5,24,81,2,33,8,0,".333",".369",".482",".851"
"58","2024","Roy Morales","TAB","C",57,166,185,55,25,3,9,1,0,26,66,5,11,11,0,".331",".388",".398",".786"
"59","2024","Fernando Villegas","SLT","RF",88,317,368,104,58,4,15,2,12,70,159,10,53,35,0,".328",".406",".502",".908"
"60","2024","Diosbel Arias","MEX","3B",47,174,196,57,23,1,14,0,5,41,86,0,39,20,0,".328",".397",".494",".891"
"61","2024","Manuel Boscan","DUR","2B",92,336,387,110,66,9,23,1,10,46,165,10,46,38,1,".327",".409",".491",".900"
"62","2024","Alan Garcia","LEO","X",40,98,107,32,13,3,8,0,2,16,46,0,20,6,0,".327",".358",".469",".827"
"63","2024","Renato Núñez","OAX","DH",13,49,54,16,11,1,1,0,3,5,26,1,8,4,0,".327",".389",".531",".920"
"64","2024","Zoilo Almonte","MTY","LF",78,307,336,100,63,0,18,0,22,50,184,2,67,24,1,".326",".375",".599",".974"
"65","2024","Jonathan Villar","LAG","3B",84,326,376,106,39,24,17,2,3,48,136,4,56,37,0,".325",".399",".417",".816"
"66","2024","Juan Carlos Gamboa","MEX","SS",74,256,304,83,47,10,18,1,7,50,124,4,58,40,2,".324",".423",".484",".907"
"67","2024","Phillip Evans","TIJ","3B",19,68,79,22,11,0,0,0,3,16,31,2,10,9,0,".324",".418",".456",".874"
"68","2024","Ramón Flores","MEX","RF",57,161,191,52,13,2,16,1,1,34,73,1,31,28,3,".323",".424",".453",".877"
"69","2024","Carlos Munoz","AGS","1B",19,31,38,10,11,0,1,0,3,4,20,1,5,5,0,".323",".421",".645","1.066"
"70","2024","Magneuris Sierra","MVA","CF",61,252,277,81,27,15,10,6,5,51,118,1,48,15,0,".321",".361",".468",".829"
"71","2024","Ramon Rios","AGS","2B",79,299,323,96,42,8,11,1,4,41,121,4,16,13,0,".321",".356",".405",".761"
"72","2024","J.J. Matijevic","DUR","LF",69,243,274,78,33,2,14,4,3,43,109,2,54,27,1,".321",".391",".449",".840"
"73","2024","Ali Castillo","LAR","2B",92,371,417,119,41,5,21,2,4,75,156,2,26,37,0,".321",".382",".420",".802"
"74","2024","Julian Ornelas","MEX","LF",79,306,343,98,84,7,22,0,16,66,168,2,53,30,1,".320",".379",".549",".928"
"75","2024","Harold Castro","TIJ","2B",84,331,363,106,30,3,20,2,6,46,148,1,57,24,1,".320",".366",".447",".813"
"76","2024","Marco Chicuate","LEO","C",66,222,246,71,31,0,13,0,3,30,93,1,46,19,1,".320",".376",".419",".795"
"77","2024","Juan Kirk","PUE","C",56,122,141,39,13,1,6,0,1,14,48,3,21,8,0,".320",".368",".393",".761"
"78","2024","Yorman Rodriguez","LEO","C",45,138,157,44,21,3,7,0,5,23,66,2,17,13,0,".319",".383",".478",".861"
"79","2024","Addison Russell","MVA","SS",82,314,363,100,51,6,15,2,7,49,140,2,54,45,0,".318",".405",".446",".851"
"80","2024","Yonathan Daza","OAX","CF",85,352,380,112,50,8,20,2,4,59,148,4,52,14,0,".318",".347",".420",".767"
"81","2024","Greg Bird","JAL","1B",72,262,306,83,51,0,15,0,18,50,152,8,39,31,0,".317",".399",".580",".979"
"82","2024","Sebastián Elizalde","MTY","LF",86,329,374,104,44,14,24,0,8,58,152,1,36,39,1,".316",".386",".462",".848"
"83","2024","Leobaldo Piña","CHI","3B",85,329,369,104,35,2,21,4,2,49,139,3,50,34,0,".316",".383",".422",".805"
"84","2024","Kennys Vargas","LAR","DH",88,323,382,102,80,0,20,0,15,53,167,6,96,51,7,".316",".416",".517",".933"
"85","2024","Yasiel Puig","VER","RF",63,223,261,70,43,1,12,0,18,43,136,12,44,25,3,".314",".410",".610","1.020"
"86","2024","Seuly Matias","CHI","CF",21,67,79,21,14,0,5,0,3,13,35,4,20,7,0,".313",".405",".522",".927"
"87","2024","Tomás Telis","AGS","C",62,201,231,63,28,1,11,0,1,29,77,3,29,21,2,".313",".383",".383",".766"
"88","2024","Ramon Hernandez","MVA","3B",82,329,364,103,71,2,17,1,22,62,188,8,72,25,5,".313",".374",".571",".945"
"89","2024","Manuel Orduno","VER","2B",12,16,18,5,0,0,1,0,0,1,6,1,3,1,0,".313",".389",".375",".764"
"90","2024","Brandon Villarreal","SLT","LF",59,160,185,50,12,6,8,0,0,29,58,10,24,9,0,".313",".383",".363",".746"
"91","2024","Yadir Drake","YUC","RF",69,260,289,81,52,1,16,0,14,47,139,2,27,20,0,".312",".363",".535",".898"
"92","2024","Yariel Gonzalez","OAX","3B",65,244,265,76,40,0,14,1,11,45,125,0,41,19,0,".311",".358",".512",".870"
"93","2024","Norberto Obeso","YUC","LF",61,212,257,66,21,2,13,1,2,41,87,2,35,42,2,".311",".430",".410",".840"
"94","2024","Ciro Norzagaray","PUE","2B",43,74,82,23,9,1,7,0,0,10,30,0,14,7,0,".311",".370",".405",".775"
"95","2024","Victor Mendoza","MTY","DH",72,268,314,83,51,1,19,1,12,54,140,0,54,42,2,".310",".398",".522",".920"
"96","2024","Moises Gutierrez","MEX","3B",55,155,179,48,42,1,14,0,8,35,86,1,53,17,0,".310",".377",".555",".932"
"97","2024","Jesse Castillo","QRO","1B",78,288,334,89,63,2,11,1,8,40,126,3,31,39,4,".309",".392",".438",".830"
"98","2024","Anthony García","AGS","RF",76,256,300,79,45,6,18,0,15,46,142,6,59,34,1,".309",".398",".555",".953"
"99","2024","Ramon Mora","LAG","SS",7,13,15,4,1,1,0,0,0,2,4,0,1,1,0,".308",".333",".308",".641"
"100","2024","Nomar Mazara","MTY","RF",70,270,313,83,49,3,24,0,9,38,134,5,53,34,3,".307",".390",".496",".886"
"101","2024","Luis Barrera","OAX","RF",71,268,305,82,26,16,14,6,3,41,117,2,44,27,3,".306",".372",".437",".809"
"102","2024","Francisco Hernandez","LAG","RF",37,36,41,11,1,0,2,1,0,6,15,2,6,2,0,".306",".375",".417",".792"
"103","2024","Leonys Martin","QRO","RF",82,308,366,94,74,3,13,0,29,94,194,9,93,47,1,".305",".410",".630","1.040"
"104","2024","Allen Córdoba","LAG","CF",84,273,338,83,29,10,16,2,4,58,115,13,45,39,1,".304",".412",".421",".833"
"105","2024","Carlos Soto","MTY","C",62,145,177,44,20,0,7,0,4,13,63,2,38,28,2,".303",".418",".434",".852"
"106","2024","Santiago Chávez","MVA","C",37,89,103,27,16,0,6,0,3,10,42,0,28,10,0,".303",".366",".472",".838"
"107","2024","Taylor Motter","YUC","3B",40,152,165,46,31,2,7,0,11,27,86,0,40,12,0,".303",".352",".566",".918"
"108","2024","Cade Gotta","LAR","CF",93,367,433,111,35,33,18,2,7,76,154,6,66,57,0,".302",".402",".420",".822"
"109","2024","Jack Mayfield","TIJ","SS",69,268,298,81,30,3,21,0,5,42,117,3,48,24,0,".302",".365",".437",".802"
"110","2024","Ramiro Pena","MTY","2B",74,278,324,84,45,4,24,1,7,58,131,5,37,27,4,".302",".373",".471",".844"
"111","2024","Yairo Muñoz","LAR","3B",56,202,224,61,39,5,10,0,5,31,86,1,35,17,1,".302",".353",".426",".779"
"112","2024","Daniel Castro","MTY","2B",39,106,119,32,20,1,7,0,1,14,42,0,11,9,0,".302",".350",".396",".746"
"113","2024","Dwight Smith Jr.","JAL","CF",79,265,321,80,41,10,18,1,11,54,133,1,63,51,3,".302",".413",".502",".915"
"114","2024","José Peraza","YUC","2B",79,315,343,95,41,1,7,2,7,50,127,3,27,20,0,".302",".345",".403",".748"
"115","2024","Herlis Rodriguez","VER","CF",90,355,414,107,32,36,24,1,5,66,148,9,76,45,2,".301",".392",".417",".809"
"116","2024","Cristhian Adames","PUE","SS",88,312,368,94,39,13,17,3,7,58,138,2,49,53,0,".301",".406",".442",".848"
"117","2024","Christian Villanueva","MTY","1B",71,259,292,78,44,8,15,2,8,39,121,7,50,22,0,".301",".366",".467",".833"
"118","2024","Francisco Peña","CAM","C",75,236,273,71,23,0,9,0,4,37,92,5,35,28,2,".301",".385",".390",".775"
"119","2024","Roberto Valenzuela","MTY","3B",81,296,330,89,40,6,13,5,9,51,139,4,38,29,1,".301",".371",".470",".841"
"120","2024","Carlos Castro","TIG","C",42,163,173,49,32,1,6,1,13,29,96,2,42,8,2,".301",".341",".589",".930"
"121","2024","Jermaine Palacios","MTY","SS",68,243,260,73,29,3,17,0,4,34,102,2,65,12,0,".300",".337",".420",".757"
"122","2024","Yermín Mercedes","SLT","DH",75,283,317,85,41,8,13,1,11,55,133,6,53,27,2,".300",".372",".470",".842"
"123","2024","Yadiel Hernandez","LAR","LF",93,340,399,102,70,1,17,1,14,57,163,0,78,54,1,".300",".391",".479",".870"
"124","2024","Carlos Peguero","VER","DH",8,20,23,6,2,0,2,0,0,0,8,0,11,3,0,".300",".391",".400",".791"
"125","2024","Lazaro Alonso","DUR","1B",59,167,200,50,32,0,12,1,8,23,88,5,53,27,0,".299",".410",".527",".937"
"126","2024","Aneury Tavárez","TIJ","LF",90,375,417,112,57,12,25,6,8,54,173,10,82,27,5,".299",".361",".461",".822"
"127","2024","Roberto Ramos","OAX","DH",64,201,238,60,41,0,12,0,15,31,117,2,57,34,1,".299",".403",".582",".985"
"128","2024","Pedro Castellano","OAX","3B",40,94,109,28,15,1,9,0,4,20,49,2,32,12,0,".298",".389",".521",".910"
"129","2024","Daniel Palka","LAG","1B",41,141,164,42,35,0,6,0,10,25,78,0,35,19,2,".298",".372",".553",".925"
"130","2024","Rubén Tejada","YUC","SS",73,235,279,70,34,3,14,0,4,35,96,5,43,38,0,".298",".405",".409",".814"
"131","2024","Jose Cardona","MTY","CF",83,327,363,97,39,13,20,3,7,60,144,7,41,26,1,".297",".361",".440",".801"
"132","2024","James Nelson","DUR","3B",85,290,355,86,55,11,12,4,9,60,133,5,64,60,1,".297",".425",".459",".884"
"133","2024","Dean Nevarez","LAG","C",53,145,162,43,28,1,10,0,1,22,56,2,36,10,0,".297",".344",".386",".730"
"134","2024","Francisco Peguero","TAB","LF",73,290,307,86,54,1,14,1,10,33,132,5,50,12,0,".297",".336",".455",".791"
"135","2024","David Rodríguez","TIG","DH",73,247,287,73,42,2,15,0,9,32,115,3,70,35,1,".296",".388",".466",".854"
"136","2024","Manny Garcia","CHI","RF",76,291,315,86,46,14,20,3,6,33,130,5,42,15,1,".296",".340",".447",".787"
"137","2024","Aristides Aquino","MEX","RF",59,220,259,65,37,5,16,0,9,47,108,2,60,34,3,".295",".390",".491",".881"
"138","2024","Tomo Otosaka","YUC","CF",65,237,290,70,20,12,13,0,0,38,83,0,44,46,0,".295",".408",".350",".758"
"139","2024","Jimmy Kerrigan","LEO","CF",89,359,401,106,61,15,27,3,16,62,187,8,98,27,0,".295",".354",".521",".875"
"140","2024","Emmanuel Avila","LEO","3B",69,251,274,74,31,1,12,0,6,32,104,4,36,15,1,".295",".343",".414",".757"
"141","2024","Edgar Bravo","CAM","LF",43,112,126,33,14,2,8,1,2,15,49,3,27,10,0,".295",".365",".438",".803"
"142","2024","Art Charles","YUC","1B",78,252,335,74,81,0,14,0,33,62,187,3,95,76,2,".294",".457",".742","1.199"
"143","2024","Donny Sands","TIJ","C",37,120,138,35,25,1,3,0,7,19,59,0,34,18,0,".292",".384",".492",".876"
"144","2024","Willians Astudillo","AGS","3B",69,247,277,72,29,0,14,0,3,27,95,13,7,11,1,".291",".352",".385",".737"
"145","2024","Rainel Rosario","LEO","LF",77,282,331,82,47,1,13,0,11,45,128,5,49,41,1,".291",".387",".454",".841"
"146","2024","Leonardo Reginatto","AGS","1B",80,289,332,84,48,7,12,1,11,46,131,3,61,37,0,".291",".373",".453",".826"
"147","2024","Edwin Espinal","VER","1B",82,310,338,90,54,1,10,0,7,32,121,4,34,18,1,".290",".331",".390",".721"
"148","2024","Carlos Herrera","CHI","SS",74,279,304,81,30,3,15,2,4,36,112,2,44,17,2,".290",".336",".401",".737"
"149","2024","Raudy Read","PUE","1B",71,248,264,72,66,0,20,0,17,35,143,4,49,10,0,".290",".326",".577",".903"
"150","2024","Leobaldo Cabrera","AGS","LF",81,269,315,78,41,11,14,0,13,53,131,2,69,39,0,".290",".380",".487",".867"
"151","2024","Oswaldo Arcia","SLT","RF",85,265,332,76,50,4,16,2,14,45,138,10,69,52,2,".287",".416",".521",".937"
"152","2024","Missael Rivera","SLT","2B",87,328,380,94,42,6,21,1,4,45,129,11,42,31,2,".287",".365",".393",".758"
"153","2024","Rodolfo Amador","MVA","3B",39,77,82,22,15,1,7,0,0,11,29,1,13,2,0,".286",".309",".377",".686"
"154","2024","Cesar Cuevas","TIG","SS",3,7,7,2,0,0,1,0,0,0,3,0,2,0,0,".286",".286",".429",".715"
"155","2024","Luis Juarez","YUC","DH",61,224,251,64,45,0,16,0,10,34,110,2,42,23,2,".286",".355",".491",".846"
"156","2024","Asael Sanchez","MTY","LF",47,140,167,40,24,2,7,0,5,23,62,3,36,21,0,".286",".390",".443",".833"
"157","2024","Peter O'Brien","PUE","RF",73,263,302,75,42,1,20,2,16,51,147,8,101,28,0,".285",".368",".559",".927"
"158","2024","Ariel Sandoval","DUR","CF",42,144,167,41,24,3,3,1,3,22,55,1,27,18,1,".285",".361",".382",".743"
"159","2024","Jose Heberto Felix","TAB","C",31,81,85,23,4,1,3,0,2,7,32,1,10,0,0,".284",".293",".395",".688"
"160","2024","Drew Ward","DUR","1B",25,81,89,23,10,0,3,0,3,11,35,0,37,7,0,".284",".337",".432",".769"
"161","2024","Marco Jaime","AGS","SS",63,187,223,53,22,3,8,2,0,36,65,2,29,31,0,".283",".387",".348",".735"
"162","2024","Jose Lizarraga","QRO","C",21,53,59,15,9,0,6,0,1,6,24,3,7,0,0,".283",".316",".453",".769"
"163","2024","Danny Ortiz","PUE","LF",89,311,368,88,77,0,16,0,28,62,188,1,76,51,5,".283",".380",".605",".985"
"164","2024","Hendrik Clementina","LAG","DH",12,46,51,13,7,0,4,1,1,6,22,1,20,4,0,".283",".353",".478",".831"
"165","2024","Luis Sardinas","LAR","3B",83,315,355,89,56,8,20,0,14,51,151,6,48,23,0,".283",".338",".479",".817"
"166","2024","Johneshwy Fargas","SLT","CF",67,273,299,77,25,15,19,2,5,53,115,7,53,13,0,".282",".330",".421",".751"
"167","2024","Ademar Rifaela","LEO","DH",55,188,210,53,29,2,13,0,4,21,78,5,68,16,0,".282",".352",".415",".767"
"168","2024","Anthony Giansanti","TIJ","CF",68,220,257,62,48,9,15,3,11,35,116,3,48,34,1,".282",".385",".527",".912"
"169","2024","Kristian Delgado","CHI","2B",46,142,161,40,20,0,8,0,3,19,57,3,28,12,0,".282",".350",".401",".751"
"170","2024","Alejandro Rivero","CHI","2B",57,174,192,49,16,1,14,1,2,25,71,7,53,8,0,".282",".339",".408",".747"
"171","2024","Jorge Flores","OAX","SS",73,224,275,63,24,7,10,1,0,42,75,2,48,39,0,".281",".391",".335",".726"
"172","2024","Webster Rivas","YUC","C",68,221,250,62,32,0,14,0,7,28,97,1,53,27,2,".281",".360",".439",".799"
"173","2024","Alex D. Mejia","SLT","3B",73,246,268,69,41,1,11,1,3,25,91,1,41,13,1,".280",".316",".370",".686"
"174","2024","Michael Robles","DUR","2B",46,164,191,46,18,3,9,0,4,27,67,3,32,18,1,".280",".360",".409",".769"
"175","2024","Eric Filia","MVA","LF",83,314,378,88,43,6,15,1,3,61,114,4,44,51,3,".280",".384",".363",".747"
"176","2024","Alejandro Mejia","SLT","1B",82,318,354,89,64,2,12,1,19,56,160,2,98,30,5,".280",".342",".503",".845"
"177","2024","Niko Vasquez","TIJ","3B",79,286,338,80,44,0,15,1,8,43,121,1,66,48,0,".280",".383",".423",".806"
"178","2024","Gabriel Lino","OAX","C",55,179,195,50,35,1,7,0,9,26,84,3,52,10,0,".279",".326",".469",".795"
"179","2024","Gustavo Nunez","VER","SS",82,319,368,89,40,14,12,0,7,47,122,1,41,43,0,".279",".364",".382",".746"
"180","2024","Leo Heras","TAB","RF",56,158,185,44,16,11,9,2,2,23,63,2,40,21,3,".278",".368",".399",".767"
"181","2024","Kyle Martin","OAX","1B",72,273,322,76,68,5,12,0,21,55,151,7,70,42,5,".278",".388",".553",".941"
"182","2024","Julian Escobedo","LAG","LF",59,159,191,44,28,2,9,6,5,39,80,3,35,24,0,".277",".378",".503",".881"
"183","2024","Jonathan Morales","MTY","C",29,76,90,21,14,0,4,0,4,14,37,0,13,8,0,".276",".337",".487",".824"
"184","2024","Saul Garza","TIJ","C",53,163,187,45,25,6,8,1,7,27,76,10,59,12,1,".276",".360",".466",".826"
"185","2024","Alan Espinoza","VER","C",59,192,220,53,25,0,13,3,5,27,87,3,35,19,0,".276",".347",".453",".800"
"186","2024","Jasson Atondo","TAB","SS",63,254,277,70,23,5,14,2,0,33,88,1,22,14,0,".276",".315",".346",".661"
"187","2024","Randy Romero","TAB","CF",75,265,305,73,23,30,12,3,1,49,94,3,52,27,0,".275",".348",".355",".703"
"188","2024","Diego Madero","SLT","3B",40,80,85,22,9,1,3,0,0,20,25,0,10,3,0,".275",".298",".313",".611"
"189","2024","Abraham Almonte","TAB","DH",88,288,366,79,49,5,18,0,15,49,142,2,61,74,1,".274",".425",".493",".918"
"190","2024","Calvin Estrada","JAL","LF",49,84,94,23,7,8,1,2,1,10,31,1,15,8,0,".274",".340",".369",".709"
"191","2024","Freddvil Chevez","DUR","LF",7,22,23,6,1,0,1,0,0,3,7,0,10,1,0,".273",".304",".318",".622"
"192","2024","Carlos Franco","VER","3B",79,253,308,69,50,4,18,0,12,44,123,0,64,52,4,".273",".393",".486",".879"
"193","2024","Henry Alejandro Rodriguez","CHI","DH",70,242,274,66,21,2,10,1,5,25,93,0,42,32,0,".273",".358",".384",".742"
"194","2024","Rio Ruiz","QRO","3B",77,286,329,78,42,4,19,0,5,47,112,0,56,39,2,".273",".356",".392",".748"
"195","2024","Juan Perez","MVA","2B",82,279,324,76,34,32,24,1,6,51,120,3,58,33,1,".272",".351",".430",".781"
"196","2024","Matt Adams","TIJ","1B",62,224,243,61,53,0,13,0,12,36,110,1,64,13,0,".272",".309",".491",".800"
"197","2024","Alcides Escobar","TIG","2B",77,269,298,73,32,4,12,2,5,22,104,5,35,16,1,".271",".320",".387",".707"
"198","2024","Luis Aviles Jr.","DUR","SS",84,332,361,90,54,10,19,3,13,50,154,0,79,25,1,".271",".319",".464",".783"
"199","2024","Bobby Bradley","TIJ","1B",81,273,340,74,53,3,13,0,13,52,126,10,82,56,4,".271",".412",".462",".874"
"200","2024","Anthony Alford","CAM","LF",39,133,150,36,25,2,8,0,8,28,68,1,52,16,0,".271",".353",".511",".864"
"201","2024","Dawel Lugo","TAB","3B",87,329,344,89,32,1,18,0,7,41,128,1,59,8,0,".271",".288",".389",".677"
"202","2024","Juan Carlos Negret","CHI","LF",59,185,195,50,27,1,13,0,4,20,75,4,64,5,0,".270",".303",".405",".708"
"203","2024","Luke Voit","TAB","1B",80,278,339,75,57,1,10,0,23,46,154,5,76,52,1,".270",".391",".554",".945"
"204","2024","Freddy Galvis","LAR","SS",69,242,281,65,43,1,21,0,6,36,104,1,63,31,0,".269",".345",".430",".775"
"205","2024","Alejandro Ortiz","CAM","DH",74,242,266,65,46,1,11,1,10,25,108,2,58,15,0,".269",".312",".446",".758"
"206","2024","Logan Moore","MVA","C",68,216,251,58,27,0,9,1,9,33,96,3,59,28,1,".269",".357",".444",".801"
"207","2024","Alfredo Lopez","DUR","LF",46,183,207,49,11,14,9,2,0,28,62,2,21,18,0,".268",".333",".339",".672"
"208","2024","Juniel Querecuto","OAX","SS",51,198,220,53,35,4,15,0,6,26,86,3,46,12,0,".268",".316",".434",".750"
"209","2024","Drew Stankiewicz","PUE","3B",72,232,266,62,32,1,15,0,7,34,98,1,60,28,1,".267",".346",".422",".768"
"210","2024","Roberto Caro","TIG","LF",34,120,139,32,10,9,5,0,2,16,43,0,36,14,0,".267",".341",".358",".699"
"211","2024","Alejandro Gonzalez","OAX","LF",37,60,70,16,7,1,4,0,0,18,20,3,20,7,0,".267",".371",".333",".704"
"212","2024","Edgar Robles","LAG","CF",40,79,100,21,11,2,7,0,0,16,28,5,16,13,0,".266",".394",".354",".748"
"213","2024","Carlos Martínez","CHI","C",65,204,227,54,26,0,14,0,2,25,74,2,28,14,0,".265",".310",".363",".673"
"214","2024","Alberth Martinez","LEO","RF",87,295,334,78,46,2,17,2,7,40,120,5,69,31,1,".264",".341",".407",".748"
"215","2024","Angel Camacho","YUC","X",50,53,58,14,8,1,3,2,0,17,21,1,10,3,0,".264",".310",".396",".706"
"216","2024","Angel Aguilar","MVA","2B",54,178,195,47,25,2,12,0,7,22,80,5,45,8,1,".264",".309",".449",".758"
"217","2024","Juan Mora","MVA","2B",14,19,23,5,2,1,0,0,0,2,5,2,6,0,0,".263",".333",".263",".596"
"218","2024","Ricardo Cespedes","CAM","CF",64,236,254,62,20,6,15,0,4,28,89,2,50,8,1,".263",".291",".377",".668"
"219","2024","Odúbel Herrera","MVA","RF",54,198,223,52,23,8,12,1,5,28,81,2,37,22,0,".263",".342",".409",".751"
"220","2024","Didi Gregorius","LAG","SS",75,271,318,71,43,6,17,1,7,47,111,7,37,37,2,".262",".363",".410",".773"
"221","2024","Nellie Rodriguez","PUE","X",51,84,99,22,16,0,2,0,4,9,36,3,36,10,0,".262",".357",".429",".786"
"222","2024","Francisco Arcia","LAR","C",77,245,274,64,28,1,14,0,2,24,84,7,48,17,0,".261",".327",".343",".670"
"223","2024","Robbie Glendinning","DUR","SS",41,134,156,35,23,0,10,0,6,22,63,0,51,20,0,".261",".357",".470",".827"
"224","2024","Carlos Garzon","DUR","C",60,157,179,41,18,1,5,0,1,22,49,1,42,20,0,".261",".348",".312",".660"
"225","2024","Edson Garcia","TIG","3B",70,226,248,59,27,6,7,2,7,26,91,2,34,15,1,".261",".309",".403",".712"
"226","2024","Michael Baca","TAB","X",28,23,25,6,5,0,2,0,0,5,8,1,8,1,0,".261",".320",".348",".668"
"227","2024","Hector Mora","CHI","SS",46,92,94,24,5,1,7,0,0,11,31,0,27,1,0,".261",".269",".337",".606"
"228","2024","Chris Carter","PUE","DH",73,242,303,63,55,0,16,0,17,49,130,1,101,57,2,".260",".399",".537",".936"
